Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
"Kinuwestiyon ni Akbayan Party-list First Nominee Perci CendeÃ±a si Marcos Jr, na paano daw ibabangon ang bansa kung sa simpleng panayam lang ay nagtatago na.","Kinuwestiyon ni Akbayan Party-list First Nominee Perci CendeÃ±a si Marcos Jr, na paano raw ibabangon ang bansa kung sa simpleng panayam lang ay nagtatago na.","Kinuwestiyon ni Akbayan Party-list First Nominee keri gender±ag si Marcos Jr, na paano raw ibabangon ang bansa kung sa simpleng panayam lang ay nagtatago na.","['Perci', 'CendeÃ', 'a']","{'Perci': ['percy', 'ergi', 'keri', 'mercy', 'pari'], 'CendeÃ': ['bended', 'center', 'gender', 'lender', 'render'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Dagdag ni AÃ±o, nangangahulugan raw itong ""nararamdaman"" ng mga Pilipino anbg pagganda ng peace and order situation habang tumataas ang kumpiyansa nilang ligtas sila sa mga kriminal.","Dagdag ni AÃ±o, nangangahulugan daw itong ""nararamdaman"" ng mga Pilipino anbg pagganda ng peace and order situation habang tumataas ang kumpiyansa nilang ligtas sila sa mga kriminal.","Dagdag ni ag±o, nangangahulugan daw itong ""nararamdaman"" ng mga Pilipino anbg pagganda ng peace and order situation habang tumataas ang kumpiyansa nilang ligtas sila sa mga kriminal.",['AÃ'],"{'AÃ': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Asan raw ang salawal.,Asan daw ang salawal.,ahan daw ang salawal.,['Asan'],"{'Asan': ['aban', 'agan', 'ahan', 'alan', 'anan']}",TP,FN
"Pero hindi tayo dapat umasa doon eh, papaano kung wala ka na ngang pambili?","Pero hindi tayo dapat umasa roon eh, papaano kung wala ka na ngang pambili?","Pero hindi tayo dapat umasa doon eh, papaano kung wala ka na ngang pambili?",[],{},FN,FN
"Magpapakatandang-binata na lang daw siya, puwede daw siyang makipagrelasyon, pero burado sa utak niya ang pagpapakasal dahil magpapayaman na lang siya!","Magpapakatandang-binata na lang daw siya, puwede raw siyang makipagrelasyon, pero burado sa utak niya ang pagpapakasal dahil magpapayaman na lang siya!","magpapaarendang-binata na lang daw siya, puwede raw siyang makapagbakasyon, pero burado sa utak niya ang pagpapakasal dahil magpapayaman na lang siya!","['Magpapakatandang', 'makipagrelasyon']","{'Magpapakatandang': ['magpapakatawang', 'magpapatandang', 'magpapaarendang', 'magpapabataang', 'magpapagandang'], 'makipagrelasyon': ['pakikipagrelasyon', 'magkarelasyon', 'makapagbakasyon', 'makapagdesisyon', 'makipagnegosasyon']}",TP,FN
Sa ilang taon raw nila bilang magdyowa ay napakarami na rin nilang pinagdaanan at masasabing mas matibay na rin ang pundasyon ng relasyon nila.,Sa ilang taon daw nila bilang magdyowa ay napakarami na rin nilang pinagdaanan at masasabing mas matibay na rin ang pundasyon ng relasyon nila.,Sa ilang taon daw nila bilang magdyowa ay napakarami na rin nilang pinagdaanan at masasabing mas matibay na rin ang pundasyon ng relasyon nila.,[],{},TP,TP
Saka hindi daw iba ang turing sa kanya ng mag-asawa.,Saka hindi raw iba ang turing sa kanya ng mag-asawa.,Saka hindi raw iba ang turing sa kanya ng mag-asawa.,[],{},TP,TP
Wala daw mapaglagyan ng kasiyahan ang mga batang scout dahil hindi nila akalain na makakasakay sila sa isang Black Hawk helicopter.,Wala raw mapaglagyan ng kasiyahan ang mga batang scout dahil hindi nila akalain na makakasakay sila sa isang Black Hawk helicopter.,Wala raw mapagbigyan ng kasiyahan ang mga batang scout dahil hindi nila akalain na makakasakay sila sa isang Black Hawk helicopter.,['mapaglagyan'],"{'mapaglagyan': ['malaglagan', 'mapagagaan', 'mapagbigyan', 'mapaglaanan', 'mapaglagusan']}",TP,FN
Roon na nalaman na limang buwan na ang sanggol sa kaniyang sinapupunan.,Doon na nalaman na limang buwan na ang sanggol sa kaniyang sinapupunan.,Roon na nalaman na limang buwan na ang sanggol sa kaniyang sinapupunan.,[],{},FN,FN
"Sabi ng isa naming source, may nakita daw siyang isang controversial young female star na mukhang nagsa-sideline na rin dahil wala nang assignment.","Sabi ng isa naming source, may nakita raw siyang isang controversial young female star na mukhang nagsa-sideline na rin dahil wala nang assignment.","Sabi ng isa naming source, may nakita raw siyang isang kontrobersyal young female star na mukhang nagsa-sideline na rin dahil wala nang assignment.",['controversial'],"{'controversial': ['controversy', 'kontrobersiyal', 'kontrobersyal', 'kontobersiyal', 'kontrobersiya']}",TP,FN
Parang ginamit pa daw ang concert ng Blackpink para pag-usapan sila.,Parang ginamit pa raw ang concert ng Blackpink para pag-usapan sila.,Parang ginamit pa raw ang concert ng blackna para pag-usapan sila.,['Blackpink'],"{'Blackpink': ['backpack', 'blacklist', 'blackna', 'blocking', 'baakin']}",TP,FN
"One hundred percent na po ang secondary inspection areas are now covered with CCTVs pati po iyong transparent ready ang ginagamit po doon sa mga areas na iyon para kitang-kita po and highly visible ang mga activities po ng personnel, ayon kay Sandoval.","One hundred percent na po ang secondary inspection areas are now covered with CCTVs pati po iyong transparent ready ang ginagamit po roon sa mga areas na iyon para kitang-kita po and highly visible ang mga activities po ng personnel, ayon kay Sandoval.","One hundred percent na po ang secondary inspection areas are now covered with cuts pati po iyong transparent ready ang ginagamit po doon sa mga areas na iyon para kitang-kita po and highly visible ang mga activities po ng personnel, ayon kay Sandoval.",['CCTVs'],"{'CCTVs': ['cctv', 'acts', 'cuts', 'aatas', 'acces']}",TP,FN
Mayo 2019 nang maglabas ng listahan si dating presidential spokesperson Salvador Panelo patungkol sa mga nais raw mag-destabilisa sa gobyerno ni Pangulong Rodrigo Duterte â kasama na rito ang 2021 Tokyo Olympics gold medalist na si Hidilyn Diaz.,Mayo 2019 nang maglabas ng listahan si dating presidential spokesperson Salvador Panelo patungkol sa mga nais daw mag-destabilisa sa gobyerno ni Pangulong Rodrigo Duterte â kasama na rito ang 2021 Tokyo Olympics gold medalist na si Hidilyn Diaz.,Mayo aako nang maglabas ng listahan si dating presidential spokesperson soldador panels patungkol sa mga nais daw mag-destabilisa sa gobyerno ni Pangulong Rodrigo suwerte d kasama na rito ang aag toyo Olympics gold medalist na si binilin biak.,"['2019', 'Salvador', 'Panelo', 'Duterte', 'â', '2021', 'Tokyo', 'Hidilyn', 'Diaz']","{'2019': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'Salvador': ['kalsador', 'saldado', 'soldador', 'abyador', 'agwador'], 'Panelo': ['panalo', 'panel', 'panels', 'anglo', 'danilo'], 'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete'], 'â': ['b', 'c', 'd', 'e', 'f'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'Tokyo': ['tokayo', 'toryo', 'toyo', 'bosyo', 'hoyo'], 'Hidilyn': ['hibilya', 'bihilya', 'binilin', 'bodily', 'civilan'], 'Diaz': ['dial', 'bia', 'biak', 'bias', 'cial']}",TP,FN
"Aminado siyang naging maingat naman siya, pero baka rin talaga daw sa pagod.","Aminado siyang naging maingat naman siya, pero baka rin talaga raw sa pagod.","Aminado siyang naging maingat naman siya, pero baka rin talaga raw sa pagod.",[],{},TP,TP
Inilagay daw niya ang kutsara sa mataas na lagayan upang hindi maabot ng bata.,Inilagay raw niya ang kutsara sa mataas na lagayan upang hindi maabot ng bata.,Inilagay raw niya ang kutsara sa mataas na lagayan upang hindi maabot ng bata.,[],{},TP,TP
Ayon kay Claire na sinasabi daw sa kaniya ng kaniyang anak.,Ayon kay Claire na sinasabi raw sa kaniya ng kaniyang anak.,Ayon kay chaired na sinasabi raw sa kaniya ng kaniyang anak.,['Claire'],"{'Claire': ['care', 'chair', 'chaired', 'chairs', 'clade']}",TP,FN
Ipinaliwanag din umano ng organizer na challenge daw ang ipinagawa sa mga kalahok pero hindi nila inasahan na aabot sa hubaran ang pangyayari.,Ipinaliwanag din umano ng organizer na challenge raw ang ipinagawa sa mga kalahok pero hindi nila inasahan na aabot sa hubaran ang pangyayari.,Ipinaliwanag din umano ng organizer na challenge raw ang ipinagawa sa mga kalahok pero hindi nila inasahan na aabot sa hubaran ang pangyayari.,[],{},TP,TP
Kaya naman pinusuan ito ng followers ni Heart dahil very Heart na rin raw ang mga ito na sosyal ang accessories.,Kaya naman pinusuan ito ng followers ni Heart dahil very Heart na rin daw ang mga ito na sosyal ang accessories.,Kaya naman pinusuran ito ng followers ni Heart dahil very Heart na rin daw ang mga ito na sosyal ang accessories.,['pinusuan'],"{'pinusuan': ['pinunuan', 'pinusudan', 'pinusuran', 'binusaan', 'dinuguan']}",TP,FN
"Alalahanin natin, kasali siya doon sa Napoles case...","Alalahanin natin, kasali siya roon sa Napoles case...","Alalahanin natin, kasali siya doon sa amores case...",['Napoles'],"{'Napoles': ['napilas', 'papeles', 'amores', 'apple', 'atole']}",TP,FN
Naramdaman raw nila nang oras na iyon na nagbunga ang pagod nila sa pag-asikaso sa pasyente.,Naramdaman daw nila nang oras na iyon na nagbunga ang pagod nila sa pag-asikaso sa pasyente.,Naramdaman daw nila nang oras na iyon na nagbunga ang pagod nila sa pag-asikaso sa pasyente.,[],{},TP,TP
Kung sakali daw na hindi bumaba sa pwesto si Mayor Sarmiento ay makikipag-ugnayan siya sa pulisya.,Kung sakali raw na hindi bumaba sa pwesto si Mayor Sarmiento ay makikipag-ugnayan siya sa pulisya.,Kung sakali raw na hindi bumaba sa pwesto si Mayor garment ay makikipag-ugnayan siya sa pulisya.,['Sarmiento'],"{'Sarmiento': ['sarhento', 'aumento', 'garment', 'garments', 'maminto']}",TP,FN
"Una nang sinabi ng PNP na hinainan nila ng search warrant ang ilang indibidwal nitong weekend ngunit ""nanlaban"" raw ang mga nabanggit kaya napatay ang mga aktibista.","Una nang sinabi ng PNP na hinainan nila ng search warrant ang ilang indibidwal nitong weekend ngunit ""nanlaban"" daw ang mga nabanggit kaya napatay ang mga aktibista.","Una nang sinabi ng pdp na hinainan nila ng search warrant ang ilang indibidwal nitong weekend ngunit ""nanlaban"" daw ang mga nabanggit kaya napatay ang mga aktibista.",['PNP'],"{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png']}",TP,FN
Ang isa pa sa narinig naming isasama sa Dabarkads ay ang batang winner raw sa isang singing competition sa Dipolog City.,Ang isa pa sa narinig naming isasama sa Dabarkads ay ang batang winner daw sa isang singing competition sa Dipolog City.,Ang isa pa sa narinig naming isasama sa abakada ay ang batang winner daw sa isang singing competition sa bilog City.,"['Dabarkads', 'Dipolog']","{'Dabarkads': ['babarkada', 'kabarkada', 'abakada', 'babakas', 'barkada'], 'Dipolog': ['apology', 'bibilog', 'bilog', 'binilog', 'biologo']}",TP,FN
"Ayon pa sa Police Regional Office 5, matapos raw mabaril ang pangalawang pulis ay umuwi na ang suspek sa Sabang, Naga City na nakuha pang ipagsigawan na siya ang âhit manâ.","Ayon pa sa Police Regional Office 5, matapos daw mabaril ang pangalawang pulis ay umuwi na ang suspek sa Sabang, Naga City na nakuha pang ipagsigawan na siya ang âhit manâ.","Ayon pa sa Police Regional Office d, matapos daw mabaril ang pangalawang pulis ay umuwi na ang suspek sa Sabang, Naga City na nakuha pang ipagsigawan na siya ang dhit mang.","['5', 'â', 'manâ']","{'5': ['b', 'c', 'd', 'e', 'f'], 'â': ['b', 'c', 'd', 'e', 'f'], 'manâ': ['man', 'mana', 'mang', 'mani', 'mano']}",TP,FN
"Noong nag-Prima Donnas kami, roon talaga kami naging close, mas nakilala namin ang isat isa, sabi ni Althea.","Noong nag-Prima Donnas kami, doon talaga kami naging close, mas nakilala namin ang isat isa, sabi ni Althea.","Noong nag-Prima dingas kami, roon talaga kami naging close, mas nakilala namin ang isat isa, sabi ni anthem.","['Donnas', 'Althea']","{'Donnas': ['danas', 'dinanas', 'dingas', 'donat', 'donors'], 'Althea': ['alta', 'alter', 'anthem', 'asthma', 'ache']}",TP,FN
"Roon ko rin nakita kung ano ang ibig sabihin ng pagmamahal, makahulugang pagdedetalye ni Robi.","Doon ko rin nakita kung ano ang ibig sabihin ng pagmamahal, makahulugang pagdedetalye ni Robi.","Roon ko rin nakita kung ano ang ibig sabihin ng pagmamahal, makahulugang nadedetalye ni ambi.","['pagdedetalye', 'Robi']","{'pagdedetalye': ['nagdedetalye', 'magderetalye', 'nadedetalye', 'nagderetalye', 'idedetalye'], 'Robi': ['hobi', 'rubi', 'ambi', 'bi', 'bibi']}",TP,FN
Isang aktres na nasa early 50s ay umalis ng bansa para sunduin raw ang baby niya na dumaan sa proseso ng surrogacy.,Isang aktres na nasa early 50s ay umalis ng bansa para sunduin daw ang baby niya na dumaan sa proseso ng surrogacy.,Isang aktres na nasa early as ay umalis ng bansa para sunduin daw ang baby niya na dumaan sa proseso ng currency.,"['50s', 'surrogacy']","{'50s': ['ads', 'als', 'as', 'ass', 'bus'], 'surrogacy': ['surrogate', 'surrogates', 'currency', 'hurray', 'sorrority']}",TP,FN
"Excited naman na daw si Mark Lopez, chairperson ng ABS-CBN, sa naturang partnership, ngayong nakikita nilang oportunidad ito ng TV5 para lumaki at mapalakas ang free-to-air network nito.","Excited naman na raw si Mark Lopez, chairperson ng ABS-CBN, sa naturang partnership, ngayong nakikita nilang oportunidad ito ng TV5 para lumaki at mapalakas ang free-to-air network nito.","Excited naman na raw si Mark lone, chairperson ng abf-ab, sa naturang partnership, ngayong nakikita nilang oportunidad ito ng ive para lumaki at mapalakas ang free-to-air network nito.","['Lopez', 'ABS', 'CBN', 'TV5']","{'Lopez': ['hope', 'leper', 'lone', 'lopoy', 'lose'], 'ABS': ['ab', 'aba', 'abf', 'abo', 'ads'], 'CBN': ['can', 'con', 'ab', 'aba', 'aban'], 'TV5': ['tv', 'iva', 'ive', 'kv', 'lv']}",TP,FN
"Dahil rito giit ni Defensor, maaring nilabag dito ng DOH at ilang government hospital ang isinasaad ng Bayanihan 2 dahil malinaw na nakasaad na cash ang dapat ibibigay sa mga health worker.","Dahil dito giit ni Defensor, maaring nilabag dito ng DOH at ilang government hospital ang isinasaad ng Bayanihan 2 dahil malinaw na nakasaad na cash ang dapat ibibigay sa mga health worker.","Dahil rito giit ni defenses, maaring nilabag dito ng DOH at ilang government hospital ang isinasaad ng Bayanihan d dahil malinaw na nakasaad na cash ang dapat ibibigay sa mga health worker.","['Defensor', '2']","{'Defensor': ['depensor', 'defense', 'defenses', 'desenso', 'asensor'], '2': ['b', 'c', 'd', 'e', 'f']}",TP,FN
Ang pamosong Picnic Grove sa Tagaytay City ay nagbalik operasyon na kung saan pinahihintulutan na ang mga turista na mamasyal rito mula alas-6 ng umaga hanggang alas-10 ng gabi.,Ang pamosong Picnic Grove sa Tagaytay City ay nagbalik operasyon na kung saan pinahihintulutan na ang mga turista na mamasyal dito mula alas-6 ng umaga hanggang alas-10 ng gabi.,Ang pamosong Picnic prove sa Tagaytay City ay nagbalik operasyon na kung saan pinahihintulutan na ang mga turista na mamasyal rito mula alas-d ng umaga hanggang alas-ag ng gabi.,"['Grove', '6', '10']","{'Grove': ['glove', 'grave', 'prove', 'trove', 'above'], '6': ['b', 'c', 'd', 'e', 'f'], '10': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
Nakuha ng mga pulis rito ang isang.,Nakuha ng mga pulis dito ang isang.,Nakuha ng mga pulis rito ang isang.,[],{},FN,FN
"Hindi lang diumano pinahahalata ng dalawa pero lumakas ang usapan tungkol dito dahil panay daw ang travel ni Julia na mag-isa habang si Gerald ay walang paramdam na magkasama sila pagkatapos ng kanyang biyahe sa Switzerland para sa pelikula ni Kylie Padilla, Unravel.","Hindi lang diumano pinahahalata ng dalawa pero lumakas ang usapan tungkol dito dahil panay raw ang travel ni Julia na mag-isa habang si Gerald ay walang paramdam na magkasama sila pagkatapos ng kanyang biyahe sa Switzerland para sa pelikula ni Kylie Padilla, Unravel.","Hindi lang diumano pahahalata ng dalawa pero lumakas ang usapan tungkol dito dahil panay raw ang travel ni buli na mag-isa habang si Gerald ay walang paramdam na magkasama sila pagkatapos ng kanyang biyahe sa sirkerang para sa pelikula ni kalit barilya, travel.","['pinahahalata', 'Julia', 'Switzerland', 'Kylie', 'Parilla', 'Unravel']","{'pinahahalata': ['ipinapahalata', 'nahahalata', 'pahahalata', 'ipapahalata', 'ipinahalata'], 'Julia': ['buhia', 'bula', 'buli', 'bulid', 'bulig'], 'Switzerland': ['timberland', 'sastreriang', 'sirkerang', 'sisternang', 'solterang'], 'Kylie': ['kali', 'kalis', 'kalit', 'kalive', 'kalye'], 'Parilla': ['parilya', 'barill', 'barilya', 'kabilla', 'pabigla'], 'Unravel': ['etravel', 'gravel', 'travel', 'enamel', 'gavel']}",TP,FN
Kaya naman sinubukan ni Demetera ang sabon na kaya daw magpalaki ng ari na nakita niya online.,Kaya naman sinubukan ni Demetera ang sabon na kaya raw magpalaki ng ari na nakita niya online.,Kaya naman sinubukan ni delantera ang sabon na kaya raw magpalaki ng ari na nakita niya online.,['Demetera'],"{'Demetera': ['cemetery', 'debaters', 'delantera', 'delete', 'demented']}",TP,FN
"Eh hindi naman namin akalain na, hindi pala naka rehistro ang certificate na yun rito pa sa Bacoor, ayon sa isang naaresto na si Alvin Lacson.","Eh hindi naman namin akalain na, hindi pala naka rehistro ang certificate na yun dito pa sa Bacoor, ayon sa isang naaresto na si Alvin Lacson.","Eh hindi naman namin akalain na, hindi pala naka rehistro ang certificate na yun rito pa sa actor, ayon sa isang naaresto na si aakin ason.","['Bacoor', 'Alvin', 'Lacson']","{'Bacoor': ['bakoor', 'achor', 'actor', 'babooy', 'babor'], 'Alvin': ['alin', 'aluin', 'aakin', 'aaluin', 'aamin'], 'Lacson': ['lason', 'arson', 'ason', 'kalson', 'labon']}",TP,FN
Pinakiusapan na daw niya ang babae noon na itigil na ang ginagawa pero hindi raw ito nakinig.,Pinakiusapan na raw niya ang babae noon na itigil na ang ginagawa pero hindi raw ito nakinig.,Pinakiusapan na raw niya ang babae noon na itigil na ang ginagawa pero hindi raw ito nakinig.,[],{},TP,TP
"Biro ni Karen kay Chiz, baka daw pumayag nga ito pero hindi na niya kakausapin si Heart.","Biro ni Karen kay Chiz, baka raw pumayag nga ito pero hindi na niya kakausapin si Heart.","Biro ni karon kay Chiz, baka raw pumayag nga ito pero hindi na niya kakausapin si Heart.",['Karen'],"{'Karen': ['kare', 'karent', 'karon', 'aamen', 'amen']}",TP,FN
"Nauna rito, sinagot din ni Raymond sa Instagram ang mga taong nagsasabing alam na nila noon pa ang kanyang pagiging bading kasabay ng komento na sana daw ay dati pa siya nag-come out.","Nauna rito, sinagot din ni Raymond sa Instagram ang mga taong nagsasabing alam na nila noon pa ang kanyang pagiging bading kasabay ng komento na sana raw ay dati pa siya nag-come out.","Nauna rito, sinagot din ni aayon sa Instagram ang mga taong nagsasabing alam na nila noon pa ang kanyang pagiging bading kasabay ng komento na sana raw ay dati pa siya nag-come out.",['Raymond'],"{'Raymond': ['ramong', 'aamong', 'aayon', 'aayong', 'amend']}",TP,FN
Kaya todo ang ginagawa nilang pag-iingat rito upang hindi makuha ng iba o mapaglaruan.,Kaya todo ang ginagawa nilang pag-iingat dito upang hindi makuha ng iba o mapaglaruan.,Kaya todo ang ginagawa nilang pag-iingat rito upang hindi makuha ng iba o mapaglagusan.,['mapaglaruan'],"{'mapaglaruan': ['napaglaruan', 'mapaglaanan', 'mapaglagusan', 'mapagtayuan', 'paglaruan']}",TP,FN
"Pinyahan ay inaayos na ni Mayor Belmonte upang ang kabuuang bilang ng ISF na 6,873 naninirahan roon ay magawaran na ng sarili nilang mga lupa at tahanan.","Pinyahan ay inaayos na ni Mayor Belmonte upang ang kabuuang bilang ng ISF na 6,873 naninirahan doon ay magawaran na ng sarili nilang mga lupa at tahanan.","Pinyahan ay inaayos na ni Mayor bente upang ang kabuuang bilang ng isa na d,aag naninirahan roon ay magawaran na ng sarili nilang mga lupa at tahanan.","['Belmonte', 'ISF', '6', '873']","{'Belmonte': ['beinte', 'belong', 'bente', 'bolante', 'bulante'], 'ISF': ['if', 'is', 'isa', 'ise', 'isi'], '6': ['b', 'c', 'd', 'e', 'f'], '873': ['p3', 'p75', 'aag', 'aal', 'aam']}",TP,FN
Naipaalam na daw nila ito sa mga awtoridad.,Naipaalam na raw nila ito sa mga awtoridad.,Naipaalam na raw nila ito sa mga awtoridad.,[],{},TP,TP
Nag-usap raw sila noon at nagkasundo ngang isasagawa ang interview.,Nag-usap daw sila noon at nagkasundo ngang isasagawa ang interview.,Nag-usap daw sila noon at nagkasundo ngang isasagawa ang interview.,[],{},TP,TP
Nag-sorry naman raw agad si Xian sa kanila ni Liza dahil sa pagkakadamay nila sa isyu.,Nag-sorry naman daw agad si Xian sa kanila ni Liza dahil sa pagkakadamay nila sa isyu.,Nag-sorry naman daw agad si agan sa kanila ni liga dahil sa pagkakadamay nila sa isyu.,"['Xian', 'Liza']","{'Xian': ['lian', 'aban', 'agan', 'ahan', 'alan'], 'Liza': ['lia', 'lida', 'liga', 'liha', 'lila']}",TP,FN
"Ayon kay Angie, walang naman raw naging problema noong pinagbubuntis niya ang anak, at may lahi raw silang kambal.","Ayon kay Angie, walang naman daw naging problema noong pinagbubuntis niya ang anak, at may lahi raw silang kambal.","Ayon kay angis, walang naman daw naging problema noong pagbubuntis niya ang anak, at may lahi raw silang kambal.","['Angie', 'pinagbubuntis']","{'Angie': ['angi', 'angil', 'angis', 'aagik', 'aagit'], 'pinagbubuntis': ['ipinagbubuntis', 'nagbubuntis', 'pagbubuntis', 'pinagbubutas', 'pinagbubuti']}",TP,FN
Natutuwa daw si Jerome dahil nagsisilbi silang inspirasyon ng dalaga sa mga netizens na patuloy na nanonood sa YouTube channel ni Sachzna.,Natutuwa raw si Jerome dahil nagsisilbi silang inspirasyon ng dalaga sa mga netizens na patuloy na nanonood sa YouTube channel ni Sachzna.,Natutuwa raw si aroma dahil nagsisilbi silang inspirasyon ng dalaga sa mga netizens na patuloy na nanonood sa YouTube channel ni machine.,"['Jerome', 'Sachzna']","{'Jerome': ['become', 'genome', 'aroma', 'became', 'before'], 'Sachzna': ['china', 'kahina', 'machine', 'mahina', 'mahuna']}",TP,FN
Pero never naman raw niyang pasukin ang pulitika.,Pero never naman daw niyang pasukin ang pulitika.,Pero never naman daw niyang pasukin ang pulitika.,[],{},TP,TP
"As in kailangan raw nila ng interpreter, habang may nagko-comment naman na may deadline ang gagawing reaction paper ng mga sumasali sa usapan.","As in kailangan daw nila ng interpreter, habang may nagko-comment naman na may deadline ang gagawing reaction paper ng mga sumasali sa usapan.","As in kailangan daw nila ng interpreteng, habang may nagko-comment naman na may deadline ang gagawing reaction paper ng mga sumasali sa usapan.",['interpreter'],"{'interpreter': ['interprete', 'interpret', 'interpreteng', 'enterpreneurs', 'enterprise']}",TP,FN
Hindi man lang raw niya nayakap sa huling pagkakataon ang kapatid.,Hindi man lang daw niya nayakap sa huling pagkakataon ang kapatid.,Hindi man lang daw niya yayakap sa huling pagkakataon ang kapatid.,['nayakap'],"{'nayakap': ['nayakag', 'niyakap', 'yayakap', 'aakap', 'bayakan']}",TP,FN
Filipino ang ama ni Olivia at nais raw niyang makabisita sa Pilipinas.,Filipino ang ama ni Olivia at nais daw niyang makabisita sa Pilipinas.,Filipino ang ama ni olive at nais daw niyang makabisita sa Pilipinas.,['Olivia'],"{'Olivia': ['lihia', 'oliba', 'olive', 'polisia', 'trivia']}",TP,FN
Pero marami na ho ang nakikita natin na talagang papunta na diyan sa direksyon na yan na bababa talaga ang alert level.,Pero marami na ho ang nakikita natin na talagang papunta na riyan sa direksyon na yan na bababa talaga ang alert level.,Pero marami na ho ang nakikita natin na talagang papunta na diyan sa direksyon na yan na bababa talaga ang alert level.,[],{},FN,FN
"Nakababa daw ang pang-ibabang damit ng biktima, ayon sa batang nakakita ng bangkay.","Nakababa raw ang pang-ibabang damit ng biktima, ayon sa batang nakakita ng bangkay.","Nakababa raw ang pang-ibabang damit ng biktima, ayon sa batang nakakita ng bangkay.",[],{},TP,TP
"Sa nakaraang story conference ng bagong project nilang Spring in Prague, hindi namin kilala kung sino ang pinapatutsadahan niyang bangkarote na daw Borracho Films.","Sa nakaraang story conference ng bagong project nilang Spring in Prague, hindi namin kilala kung sino ang pinapatutsadahan niyang bangkarote na raw Borracho Films.","Sa nakaraang story conference ng bagong project nilang Spring in pagde, hindi namin kilala kung sino ang pinapatutsadahan niyang bangkarote na raw babaho Films.","['Prague', 'Borracho']","{'Prague': ['league', 'pagce', 'pagde', 'page', 'pagfe'], 'Borracho': ['barracks', 'breach', 'babaho', 'baho', 'balaho']}",TP,FN
"16 na dapat magsisimula ang pagdinig ng kasong Rape, pero kung iku-consider raw itong Motion for Reconsideration na isinumite nila Deniece, posibleng magpa-delay pa ito ng pag-usad ng kaso.","16 na dapat magsisimula ang pagdinig ng kasong Rape, pero kung iku-consider daw itong Motion for Reconsideration na isinumite nila Deniece, posibleng magpa-delay pa ito ng pag-usad ng kaso.","ag na dapat magsisimula ang pagdinig ng kasong Rape, pero kung iku-consider daw itong Motion for Reconsideration na isinumite nila niece, posibleng magpa-delay pa ito ng pag-usad ng kaso.","['16', 'Deniece']","{'16': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Deniece': ['denied', 'device', 'niece', 'believe', 'ceneco']}",TP,FN
Bukod rito wala pa rin umanong natatanggap si Gordon na request o resolution na mula kay Pacquiao para sa imbestigasyon sa mga alegasyon nito ng korapsyon.,Bukod dito wala pa rin umanong natatanggap si Gordon na request o resolution na mula kay Pacquiao para sa imbestigasyon sa mga alegasyon nito ng korapsyon.,Bukod rito wala pa rin umanong natatanggap si geddon na request o resolution na mula kay quiao para sa imbestigasyon sa mga alegasyon nito ng korapsyon.,"['Gordon', 'Pacquiao']","{'Gordon': ['kordon', 'garden', 'geddon', 'golden', 'guryon'], 'Pacquiao': ['acquire', 'acquit', 'quiao', 'acacia', 'acquired']}",TP,FN
Wala akong natututunan kung laging roon lang ako sa mga comfortable na roles.,Wala akong natututunan kung laging doon lang ako sa mga comfortable na roles.,Wala akong natututunan kung laging roon lang ako sa mga comfortable na roles.,[],{},FN,FN
"Karamihan sa comment, masaya na magaling na si Angelica at wala na daw sanang negacomments.","Karamihan sa comment, masaya na magaling na si Angelica at wala na raw sanang negacomments.","Karamihan sa comment, masaya na magaling na si anemika at wala na raw sanang attachments.","['Angelica', 'negacomments']","{'Angelica': ['analisa', 'anemia', 'anemika', 'anghina', 'angina'], 'negacomments': ['comments', 'detachments', 'attachments', 'comment', 'defacement']}",TP,FN
"Lunes nang ipaliwanag ni acting presidential spokesperson Martin Andanar ang pag-vetorito ni Digong, lalo nat wala daw sa orihinal na bersyon ng panukala ang pagpaparehistro sa gobyerno ng social media accounts.","Lunes nang ipaliwanag ni acting presidential spokesperson Martin Andanar ang pag-vetorito ni Digong, lalo nat wala raw sa orihinal na bersyon ng panukala ang pagpaparehistro sa gobyerno ng social media accounts.","Lunes nang ipaliwanag ni acting presidential spokesperson mariin andanang ang pag-destrito ni Digong, lalo nat wala raw sa orihinal na bersyon ng panukala ang pagpaparehistro sa gobyerno ng social media accounts.","['Martin', 'Andanar', 'vetorito']","{'Martin': ['margin', 'marhin', 'mariin', 'martir', 'matin'], 'Andanar': ['andana', 'andador', 'andanang', 'andante', 'andar'], 'vetorito': ['batolito', 'deposito', 'destrito', 'istoriko', 'merito']}",TP,FN
