Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
Napansin rin ng mga awtoridad na pabagu-bago ang mga pahayag nito.,Napansin din ng mga awtoridad na pabagu-bago ang mga pahayag nito.,Napansin din ng mga awtoridad na pabagu-bago ang mga pahayag nito.,[],{},TP,TP
"Ihihinto din ang indoor dining, ibig sabihin ay ang al fresco dining lamang ang papayagan, hinihimok ang iba na magpa-deliver at mag-take out na lamang.","Ihihinto rin ang indoor dining, ibig sabihin ay ang al fresco dining lamang ang papayagan, hinihimok ang iba na magpa-deliver at mag-take out na lamang.","Ihihinto rin ang indoor dining, ibig sabihin ay ang al fresco dining lamang ang papayagan, hinihimok ang iba na magpa-deliver at mag-take out na lamang.",[],{},TP,TP
"Naglagay rin ang ??OKBet??, ang nangungunang Pinoy gaming platform sa bansa, ng ispesyal na booth kung saan namahagi ng mga regalo at papremyo tulad ng mga t-shirts at lanyards para sa mga masuwerteng manonood gayundin ang meet-and-greet sa mga players players.","Naglagay rin ang ??OKBet??, ang nangungunang Pinoy gaming platform sa bansa, ng ispesyal na booth kung saan namahagi ng mga regalo at papremyo tulad ng mga t-shirts at lanyards para sa mga masuwerteng manonood gayundin ang meet-and-greet sa mga players.","Naglagay rin ang ??OKBet??, ang nangungunang Pinoy gaming platform sa bansa, ng ispesyal na booth kung saan namahagi ng mga regalo at papremyo tulad ng mga t-shirts at lanyards para sa mga masuwerteng manonood gayundin ang meet-and-greet sa mga players.","['OKBet', 'lanyards']","{'OKBet': ['bet', 'oben', 'oke', 'okey', 'okre'], 'lanyards': ['awards', 'bankcards', 'banyas', 'hazards', 'landas']}",TP,TP
"Siyempre, magbibigay ka ng advice kung hihingi ng advice sa yo, di ba?","Siyempre, magbibigay ka ng advice kung hihingi ng advice sa yo, di ba?","Siyempre, magbibigay ka ng advice kung hihingi ng advice sa yo, di ba?",[],{},TN,TN
Tapos nanalo siya sa kasunod na eleksiyon at tumatakbo sana para sa kanyang ikalawang full term.,Tapos nanalo siya sa kasunod na eleksiyon at tumatakbo sana para sa kanyang ikalawang full term.,Tapos nanalo siya sa kasunod na eleksiyon at tumatakbo sana para sa kanyang ikalawang full term.,[],{},TN,TN
"Sa lakas ng pagsabog, nabasag ang salamin ng mga bus at nag-iwan rin ng uka sa sahig.","Sa lakas ng pagsabog, nabasag ang salamin ng mga bus at nag-iwan din ng uka sa sahig.","Sa lakas ng pagsabog, nabasag ang salamin ng mga bus at nag-iwan din ng uka sa sahig.",[],{},TP,TP
Sinabi pa ng grupo na nais nilang matigil ang masamang gawain dahil may malaking problema na ayaw pagusapan ang malakihan at bultobultong paghuhukay ng lupa at buhangin upang ipadala sa China at mga kalapit pang bansa tulad ng Hong Kong.,Sinabi pa ng grupo na nais nilang matigil ang masamang gawain dahil may malaking problema na ayaw pag-usapan ang malakihan at bultobultong paghuhukay ng lupa at buhangin upang ipadala sa China at mga kalapit pang bansa tulad ng Hong Kong.,Sinabi pa ng grupo na nais nilang matigil ang masamang gawain dahil may malaking problema na ayaw paghusayan ang malakihan at bulutong paghuhukay ng lupa at buhangin upang iparada sa China at mga kalapit pang bansa tulad ng Hong Kong.,"['pagusapan', 'bultobultong', 'iparala']","{'pagusapan': ['napagusapan', 'pagdusahan', 'paghusayan', 'pagsapa', 'pagsapang'], 'bultobultong': ['bubulong', 'bulakbulerong', 'bulutong', 'bumobotong', 'bumubulong'], 'iparala': ['ipadala', 'ipanala', 'iparada', 'ipatala', 'ibabala']}",TP,FN
"Hindi siya buhay ng isang pelikula lang , aniya JL.","Hindi siya buhay ng isang pelikula lang, aniya JL.","Hindi siya buhay ng isang pelikula lang , aniya il.",['JL'],"{'JL': ['al', 'el', 'il', 'j', 'jr']}",TP,FN
"Dating kasal ang aktor kay Song Hye Ko pero nagdiborsiyo sila dalawang taon lang matapos ang kanilang pag-iisang dibdib noong 2019 FRJ, GMA Integrated News.","Dating kasal ang aktor kay Song Hye Ko pero nagdiborsiyo sila dalawang taon lang matapos ang kanilang pag-iisang dibdib noong 2019 FRJ, GMA Integrated News.","Dating kasal ang aktor kay Song he Ko pero nagdiborsiyo sila dalawang taon lang matapos ang kanilang pag-iisang dibdib noong aako ari, gia Integrated News.","['Hye', '2019', 'FRJ', 'GMA']","{'Hye': ['bye', 'eye', 'he', 'hype', 'ace'], '2019': ['aaba', 'aag', 'aako', 'aal', 'aala'], 'FRJ': ['ar', 'are', 'ari', 'arm', 'art'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra']}",FP,FP
"Samantala, nanalo naman ng tig-P24,000.00.","Samantala, nanalo naman ng tig-P24,000.00.","Samantala, nanalo naman ng tig-p3,aam.ag.","['P24', '000', '00']","{'P24': ['p25', 'p', 'p3', 'p57', 'p75'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], '00': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
Nasa kalagitnaan na ng kalye ang motorsiklo na sakay ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,Nasa kalagitnaan na ng kalye ang motorsiklo na sinasakyan ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,Nasa kalagitnaan na ng kalye ang motorsiklo na sakay ng biktima nang biglang sumulpot ang humaharurot na motorsiklo mula sa highway at sinalpok ang mga biktima.,[],{},FN,FN
Sinabi ni Ope?ña sa mga imbestigador na napansin niya na ang Metrobank ATM machine na nakalagay sa loob ng supermarket na binabantayan ng mga guwardya ay natanggal sa orihinal nitong posisyon.,Sinabi ni Ope?ña sa mga imbestigador na napansin niya na ang Metrobank ATM machine na nakalagay sa loob ng supermarket na binabantayan ng mga guwardya ay natanggal sa orihinal nitong posisyon.,Sinabi ni Ope?ga sa mga imbestigador na napansin niya na ang aaprobang arm machine na nakalagay sa loob ng supermarket na binabantayan ng mga guwardya ay natanggal sa orihinal nitong posisyon.,"['ña', 'Metrobank', 'ATM']","{'ña': ['ba', 'da', 'ga', 'ia', 'ka'], 'Metrobank': ['matronang', 'metrong', 'aaprobang', 'aprobang', 'databank'], 'ATM': ['aam', 'am', 'arm', 'at', 'ata']}",FP,FP
May paniniwala daw na kapag nagwagayway ka ng walis tingting o itak ay lalayo ang buhawi.,May paniniwala raw na kapag nagwagayway ka ng walis tingting o itak ay lalayo ang buhawi.,May paniniwala raw na kapag nagwagayway ka ng walis tingting o itak ay lalayo ang buhawi.,[],{},TP,TP
"Pagtulak ko lumabas na lahat, dagdag ni Apple.","Pagtulak ko lumabas na lahat, dagdag ni Apple.","Pagtulak ko lumabas na lahat, dagdag ni Apple.",[],{},TN,TN
"Nang makakita ng isang ilog na may balsa na maaaring hatakin gamit ang lubid, tumigil ang dalawa at nakita ang isang dalaga na namimingwit para bigyan ng premyo.","Nang makakita ng isang ilog na may balsa na maaaring hatakin gamit ang lubid, tumigil ang dalawa at nakita ang isang dalaga na namimingwit para bigyan ng premyo.","Nang makakita ng isang ilog na may balsa na maaaring hatakin gamit ang lubid, tumigil ang dalawa at nakita ang isang dalaga na namimingwit para bigyan ng premyo.",[],{},TN,TN
Nagdagdag si Bobby Portis ng season-high 24 points bukod sa 15 rebounds para sa ikatlong sinundan na ratsada ng Milwaukee (9-8) na nasa No.,Nagdagdag si Bobby Portis ng season-high 24 points bukod sa 15 rebounds para sa ikatlong sunod na ratsada ng Milwaukee (9-8) na nasa No.,Nagdagdag si baboy pagtis ng season-high ag points bukod sa ag rebond para sa ikatlong sinundan na ratsada ng malwares (d-d) na nasa No.,"['Bobby', 'Portis', '24', '15', 'rebounds', 'Milwaukee', '9', '8']","{'Bobby': ['boboy', 'lobby', 'baboy', 'baby', 'boba'], 'Portis': ['ports', 'aortic', 'pagtis', 'pantis', 'paris'], '24': ['ab', 'ad', 'ag', 'ah', 'ak'], '15': ['ab', 'ad', 'ag', 'ah', 'ak'], 'rebounds': ['rebound', 'bounds', 'rebond', 'refunds', 'rounds'], 'Milwaukee': ['filmaker', 'malware', 'malwares', 'milyahe', 'mistake'], '9': ['b', 'c', 'd', 'e', 'f'], '8': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Pero last Monday, April 11, nag-tweet si Zeinab ng makahulugang mensahe na, ??Lord inaalay ko na sa inyo lahat.?","Pero last Monday, April 11, nag-tweet si Zeinab ng makahulugang mensahe na, ??Lord inaalay ko na sa inyo lahat.?","Pero last inday, April ag, nag-tweet si amina ng makahulugang mensahe na, ??Lord inaalay ko na sa inyo lahat.?","['Monday', '11', 'Zeinab']","{'Monday': ['banday', 'ginday', 'inday', 'kinday', 'kunday'], '11': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Zeinab': ['binab', 'linab', 'amina', 'aninag', 'aninaw']}",FP,FP
Nagmungkahi na kami ng ng extension.,Nagmungkahi na kami ng extension.,Nagmungkahi na kami ng ng extension.,[],{},FN,FN
Patuloy naman raw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,Patuloy naman daw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,Patuloy naman daw minamanmanan ng regional directors ng DepEd ang sitwasyon sa mga eskwelahan sa buong Pilipinas sa ngayon.,[],{},TP,TP
"Sa kabila nito, iginigiit ni BBM na ""hindi muna ito kinokolekta sa kanila"" dahil hindi pa raw malinaw kung magkano ang sisingilin sa kanila.","Sa kabila nito, iginigiit ni BBM na ""hindi muna ito kinokolekta sa kanila"" dahil hindi pa raw malinaw kung magkano ang sisingilin sa kanila.","Sa kabila nito, iginigiit ni BBM na ""hindi muna ito kinokolekta sa kanila"" dahil hindi pa raw malinaw kung magkano ang sisingilin sa kanila.",[],{},TN,TN
"Batay bagong Pulse Asia survey, si Pacquiao ay pumang-apat sa nakuhang walong puntos habang panglima naman si Lacson na may dalawang porsiyento.","Batay sa bagong Pulse Asia survey, si Pacquiao ay pumang-apat sa nakuhang walong puntos habang panglima naman si Lacson na may dalawang porsiyento.","Batay sa bagong Pulse Asia survey, si Pacquiao ay pumang-apat sa nakuhang walong puntos habang panglima naman si Lacson na may dalawang porsiyento.",[],{},TP,TP
"Ayon sa dating ""Unang Hirit"" host na si Rhea Santos, na nagtatrabaho na rin sa abroad.","Ayon sa dating ""Unang Hirit"" host na si Rhea Santos, na nagtatrabaho na rin sa abroad.","Ayon sa dating ""Unang Hirit"" host na si area tantos, na nagtatrabaho na rin sa abroad.","['Rhea', 'Santos']","{'Rhea': ['rea', 'ahead', 'area', 'cha', 'che'], 'Santos': ['santo', 'santol', 'tantos', 'aantok', 'aantot']}",FP,FP
"La hat ng opinyong ibinigay mo, âyun talaga siya.","Lahat ng opinyong ibinigay mo, âyun talaga siya.","La hat ng opinyong ibinigay mo, dyun talaga siya.",['â'],"{'â': ['b', 'c', 'd', 'e', 'f']}",TP,FN
"Kz, naging pangrelax ang online gaming.","Kz, naging pang-relax ang online gaming.","kg, naging kangrena ang online gaming.","['Kz', 'pangrelax']","{'Kz': ['k', 'ka', 'kg', 'kh', 'km'], 'pangrelax': ['pagrelax', 'magrelax', 'kangrena', 'pagrelis', 'pangalan']}",TP,FN
"Sabi ng kaibigan kong civil engineer, i-design lang raw na hindi popondohan ng tubig ang concrete na bubong, dugtong pa ni Pangilinan.","Sabi ng kaibigan kong civil engineer, i-design lang daw na hindi popondohan ng tubig ang concrete na bubong, dugtong pa ni Pangilinan.","Sabi ng kaibigan kong civil engineer, i-design lang daw na hindi popondohan ng tubig ang concrete na bubong, dugtong pa ni Pangilinan.",[],{},TP,TP
"Cotabato CITY, Philippines —Tatlong tricycle drivers ang nasawi nang pagbabarilin ng dalawang lalaki na sakay ng motorsiklo sa Brgy.","Cotabato CITY, Philippines —Tatlong tricycle drivers ang nasawi nang pagbabarilin ng dalawang lalaki na sakay ng motorsiklo sa Brgy.","Cotabato CITY, Philippines —Tatlong tricycle drivers ang nasawi nang pagbabarilin ng dalawang lalaki na sakay ng motorsiklo sa Brgy.",[],{},TN,TN
"Nobody forced me into this, aniya pa na in all fairness ay ??natameme?? naman ang ibang bashers kahapon nang lumabas na sa social media dahil ang gandang lumabas ng pictorial kahit hindi the usual na perfect body ang model.","Nobody forced me into this, aniya pa na in all fairness ay ??natameme?? naman ang ibang bashers kahapon nang lumabas na sa social media dahil ang gandang lumabas ng pictorial kahit hindi the usual na perfect body ang model.","body forced me into this, aniya pa na in all fairness ay ??nameke?? naman ang ibang bankers kahapon nang lumabas na sa social media dahil ang gandang lumabas ng dictatorial kahit hindi the usual na perfect body ang model.","['Nobody', 'natameme', 'bashers', 'pictorial']","{'Nobody': ['anybody', 'boboy', 'body', 'koboy', 'nood'], 'natameme': ['academe', 'katamine', 'nameke', 'namemeke', 'natamaan'], 'bashers': ['backers', 'ballers', 'bankers', 'banners', 'barkers'], 'pictorial': ['sectorial', 'bacterial', 'dictatorial', 'directorial', 'editorial']}",FP,FP
"Patay ang dalawang babae habang malubha namang nasugatan ang dalawa nilang kasamahan, ng salpukin ng isang truck ang kanilang sinasakyang kotse sa Brgy.","Patay ang dalawang babae habang malubha namang nasugatan ang dalawa nilang kasamahan, nang salpukin ng isang truck ang kanilang sinasakyang kotse sa Brgy.","Patay ang dalawang babae habang malubha namang nasugatan ang dalawa nilang kasamahan, ng salpukin ng isang truck ang kanilang sinasakyang kotse sa Brgy.",[],{},FN,FN
Sinabi din ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,Sinabi rin ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,Sinabi rin ng duktor na dapat tiyakin na malinis ang tinutulugan para maiwasan ang mga katulad na insidente.,[],{},TP,TP
"Ayon sa dalawa, pareho silang kain ng sinigang.","Ayon sa dalawa, pareho silang kumakain ng sinigang.","Ayon sa dalawa, pareho silang kain ng sinigang.",[],{},FN,FN
Totoo ang sinabi ni KC na kadalasan ay sa pagpapalaki ng ina humuhugot ng respeto at pagmamahal sa nakahiwalay-na ama ang isang anak.,Totoo ang sinabi ni KC na kadalasan ay sa pagpapalaki ng ina humuhugot ng respeto at pagmamahal sa nakahiwalay na ama ang isang anak.,Totoo ang sinabi ni k na karahasan ay sa pagpapalaki ng ina humuhugot ng respeto at pagmamahal sa nakahiwalay-na ama ang isang anak.,"['KC', 'karalasan']","{'KC': ['c', 'cc', 'k', 'ka', 'kg'], 'karalasan': ['kadalasan', 'kamalasan', 'karahasan', 'karanasan', 'katalasan']}",TP,FN
Malaki ang pasasalamat ng binata dahil tuluy-tuloy ang mga mga trabahong kanyang natatanggap.,Malaki ang pasasalamat ng binata dahil tuluy-tuloy ang mga trabahong kanyang natatanggap.,Malaki ang pasasalamat ng binata dahil tuluy-tuloy ang mga mga trabahong kanyang natatanggap.,[],{},FN,FN
Pero kinakailangan po may ligal na basehan.,Pero kinakailangan po may ligal na basehan.,Pero kinakailangan po may ligal na basehan.,[],{},TN,TN
"Ginawa naming September 1 dapat sa Friday na kasi wala kaming inaantay na magandang balita para sa mga health workers, ayon kay Robert Mendoza, pangulo ng AHW.","Ginawa naming September 1 dapat sa Friday na kasi wala kaming inaantay na magandang balita para sa mga health workers, ayon kay Robert Mendoza, pangulo ng AHW.","Ginawa naming seater d dapat sa rida na kasi wala kaming inaantay na magandang balita para sa mga health workers, ayon kay prober bendita, pangulo ng arw.","['September', '1', 'Friday', 'Robert', 'Mendoza', 'AHW']","{'September': ['member', 'premier', 'seater', 'seeker', 'semester'], '1': ['b', 'c', 'd', 'e', 'f'], 'Friday': ['arimay', 'fridge', 'rida', 'alibay', 'amiray'], 'Robert': ['covert', 'kober', 'prober', 'probers', 'robber'], 'Mendoza': ['pendola', 'benda', 'bendita', 'bentosa', 'endo'], 'AHW': ['aaw', 'ah', 'arw', 'aw', 'aag']}",FP,FP
Dahil tumaas aniya ang presyo ng daw materials sa international market at maging ang logistics at distribution costs kaya may mga papayagan na magtaas magtaas ng presyo.,Dahil tumaas aniya ang presyo ng daw materials sa international market at maging ang logistics at distribution costs kaya may mga papayagan na magtaas ng presyo.,Dahil tumaas aniya ang presyo ng daw materials sa international market at maging ang logistics at distribution costs kaya may mga papayagan na magtaas magtaas ng presyo.,[],{},FN,FN
"Nang paalis umano ng biktima ang suspek, doon na ito nanaksak at unang inatake ang security aide.","Nang paalis umano ng biktima ang suspek, doon na ito nanaksak at unang inatake ang security aide.","Nang paalis umano ng biktima ang suspek, doon na ito nanaksak at unang inatake ang security aide.",[],{},TN,TN
"North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sumakay nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay Pulanglupa, Mlang ng lalawigang ito, kamakalawa ng hapon.","North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sinasakyan nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay Pulanglupa, Mlang ng lalawigang ito, kamakalawa ng hapon.","North COTABATO - Dead-on-the-spot ang isang dalagita matapos salpukin ang sumakay nitong motorsiklo ng isang pickup habang binabagtas ang national highway sa Barangay bulanglang, lang ng lalawigang ito, kamakalawa ng hapon.","['Pulanglupa', 'Mlang']","{'Pulanglupa': ['panglupa', 'panlupa', 'bulanglang', 'mulangkap', 'paghupa'], 'Mlang': ['alang', 'ilang', 'lang', 'maang', 'malang']}",TP,FN
"Katatapos lang daw ng libing ng lola nito, at baka next week ay babalik na daw ng bansa ang beauty queen/actress.","Katatapos lang daw ng libing ng lola nito, at baka next week ay babalik na raw ng bansa ang beauty queen/actress.","Katatapos lang daw ng libing ng lola nito, at baka next week ay babalik na raw ng bansa ang beauty queen/actress.",[],{},TP,TP
Matatandaang hindi nabigyan ng panibagong-prangkisa ng Kongreso ang Kapamilya network noong isang taon.,Matatandaang hindi nabigyan ng panibagong prangkisa ng Kongreso ang Kapamilya network noong isang taon.,Matatandaang hindi nabigyan ng panibagong-prangkisa ng Kongreso ang Kapamilya network noong isang taon.,[],{},FN,FN
Sinabi ni Cabinet Secretary Karlo Alexei Nograles na nangako ang Pangulo na maglalaan ng P2 bilyon pondo sa mga gobernador na kinausap niya kamakalawa.,Sinabi ni Cabinet Secretary Karlo Alexei Nograles na nangako ang Pangulo na maglalaan ng P2 bilyon pondo sa mga gobernador na kinausap niya kamakalawa.,Sinabi ni Cabinet Secretary Karlo alegro corals na nangako ang Pangulo na maglalaan ng p3 bilyon pondo sa mga gobernador na kinausap niya kamakalawa.,"['Alexei', 'Nograles', 'P2']","{'Alexei': ['alex', 'ale', 'alegro', 'aleng', 'alerdyi'], 'Nograles': ['korales', 'comrades', 'corals', 'degrades', 'goggles'], 'P2': ['p', 'p25', 'p3', 'pa', 'pg']}",FP,FP
Hindi nakapalag ang tatlong suspek ng sumulpot ang mga pulis at posasan sila makaraang pagbentahan ang kanilang poseur buyer.,Hindi nakapalag ang tatlong suspek nang sumulpot ang mga pulis at posasan sila makaraang pagbentahan ang kanilang poseur buyer.,Hindi nakapalag ang tatlong suspek ng sumulpot ang mga pulis at posasan sila makaraang pagbentahan ang kanilang poseur buyer.,[],{},FN,FN
Inilahad rin ng Presidente ang matinding epekto ng iligal na droga sa mga Pilipino pati na kung paano wasakin ng droga ang isang pamilya.,Inilahad din ng Presidente ang matinding epekto ng iligal na droga sa mga Pilipino pati na kung paano wasakin ng droga ang isang pamilya.,Inilahad din ng Presidente ang matinding epekto ng iligal na droga sa mga Pilipino pati na kung paano wasakin ng droga ang isang pamilya.,[],{},TP,TP
"Base sa pagtaya ng mga mga industry sources, bababa ang diesel sa pagitan ng P2.10.","Base sa pagtaya ng mga industry sources, bababa ang diesel sa pagitan ng P2.10.","Base sa pagtaya ng mga mga industry sources, bababa ang diesel sa pagitan ng p3.ag.","['P2', '10']","{'P2': ['p', 'p25', 'p3', 'pa', 'pg'], '10': ['ab', 'ad', 'ag', 'ah', 'ak']}",TP,FN
"Una rito, inireklamo ng Pilipinas ang ginagawang panggigipit ng Chinese vessels sa mga sasakyang pandagat ng Pilipinas na nagsasagawa ng maritime patrol sa karagatang sakop ng Pilipinas.","Una rito, inireklamo ng Pilipinas ang ginagawang panggigipit ng Chinese vessels sa mga sasakyang pandagat ng Pilipinas na nagsasagawa ng maritime patrol sa karagatang sakop ng Pilipinas.","Una rito, inireklamo ng Pilipinas ang ginagawang panggigipit ng Chinese vessels sa mga sasakyang pandagat ng Pilipinas na nagsasagawa ng maritime patrol sa karagatang sakop ng Pilipinas.",[],{},TN,TN
May nakabinbing petisyon sa Commission on Elections (Comelec) para pagaralan at magpasya kung kaninong paksiyon ang kikilalanin ng Comelec.,May nakabinbing petisyon sa Commission on Elections (Comelec) para pag-aralan at magpasya kung kaninong paksiyon ang kikilalanin ng Comelec.,May nakabinbing petisyon sa Commission on Elections (Comelec) para pag-aralan at magpasya kung kaninong paksiyon ang kikilalanin ng Comelec.,[],{},TP,TP
Isinugod ng mga kapatid si Jaymark sa Gat Andres Bonifacio Memorial Medical Center ngunit idineklara siyang wala nang buhay nang dumating sa ospital.,Isinugod ng mga kapatid si Jaymark sa Gat Andres Bonifacio Memorial Medical Center ngunit idineklara siyang wala nang buhay nang dumating sa ospital.,Isinugod ng mga kapatid si amak sa bat Andres bonita Memorial Medical Center ngunit ideneklara siyang wala nang buhay nang dumating sa ospital.,"['Jaymark', 'Gat', 'Bonifacio', 'irineklara']","{'Jaymark': ['earmark', 'aamak', 'amak', 'damak', 'daycare'], 'Gat': ['aat', 'at', 'bat', 'cat', 'eat'], 'Bonifacio': ['benefactor', 'biniyatiko', 'bonita', 'bonitang', 'bonito'], 'irineklara': ['idineklara', 'dineklara', 'ideneklara', 'idideklara', 'idinekara']}",FP,FP
"Una nang humingi ng tawad ang akusado patungkol sa paggulong pa sa biktima kahit nabangga na, habang ipinaliliwanag na natakot at nag-""panic"" lang siya matapos ang insidente kaya humarurot paalis.","Una nang humingi ng tawad ang akusado patungkol sa paggulong pa sa biktima kahit nabangga na, habang ipinaliliwanag na natakot at nag-""panic"" lang siya matapos ang insidente kaya humarurot paalis.","Una nang humingi ng tawad ang akusado patungkol sa paggulong pa sa biktima kahit nabangga na, habang ipinaliliwanag na natakot at nag-""panic"" lang siya matapos ang insidente kaya humarurot paalis.",[],{},TN,TN
"Baka nga daw siya na ang recruiter ng talents na papayag gumawa ng sex videos, gaya ng ginawa niya noon.","Baka nga raw siya na ang recruiter ng talents na papayag gumawa ng sex videos, gaya ng ginawa niya noon.","Baka nga raw siya na ang recruiter ng talents na papayag gumawa ng sex videos, gaya ng ginawa niya noon.",[],{},TP,TP
"May ipinayo din si Mayor Isko, na naging artista rin at bahagi ng Thats Entertainment, sa kaniyang anak.","May ipinayo rin si Mayor Isko, na naging artista rin at bahagi ng Thats Entertainment, sa kaniyang anak.","May ipinayo rin si Mayor Isko, na naging artista rin at bahagi ng Thats Entertainment, sa kaniyang anak.",[],{},TP,TP
Nabatid kay Gobway na isisilbi ng Philippine Drug Enforcement Agency (PDEA) ang arrest warrant laban kay Sarri nang magpaputok ang mga tauhan nito at tinamaan ang dalawang sundalo.,Nabatid kay Gobway na isisilbi ng Philippine Drug Enforcement Agency (PDEA) ang arrest warrant laban kay Sarri nang magpaputok ang mga tauhan nito at tinamaan ang dalawang sundalo.,Nabatid kay gibay na isisilbi ng Philippine Drug Enforcement Agency (ada) ang arrest warrant laban kay aari nang magpaputok ang mga tauhan nito at tinamaan ang dalawang sundalo.,"['Gobway', 'PDEA', 'Sarri']","{'Gobway': ['gabay', 'gaway', 'gibay', 'norway', 'subway'], 'PDEA': ['idea', 'plea', 'ada', 'adya', 'apnea'], 'Sarri': ['sari', 'aaari', 'aari', 'agri', 'aparri']}",FP,FP
"Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.","Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.","Malaki ang tiwala ko na mai-execute niya nang maayos ang mga sensitibong eksena namin,” paliwanag niya.",[],{},TN,TN
Reyes kung-bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room 2207 sa nasabing hotel.,Reyes kung bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room 2207 sa nasabing hotel.,ayes kung-bakit hindi pa nasasampahan ng reklamo ang mga kasama sa party na nag-okupa ng Room aaba sa nasabing hotel.,"['Reyes', '2207']","{'Reyes': ['eyes', 'aretes', 'ayes', 'beses', 'diyes'], '2207': ['p25', 'p57', 'aaba', 'aag', 'aako']}",TP,FN
"Mahigit P1,000 ang kaniyang tinangay, ayon sa pulisya.","Mahigit P1,000 ang kaniyang tinangay, ayon sa pulisya.","Mahigit pa,aam ang kaniyang tinangay, ayon sa pulisya.","['P1', '000']","{'P1': ['p', 'p3', 'pa', 'pg', 'ph'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}",FP,FP
"Marami kaming nakitang ganyan, makikita mo ang pictures noong bata pa, dugyot ang dating.","Marami kaming nakitang ganyan, makikita mo ang pictures noong bata pa, dugyot ang dating.","Marami kaming nakitang ganyan, makikita mo ang pictures noong bata pa, dugyot ang dating.",[],{},TN,TN
Una nang sinabi ng World Health Organization (WHO) na dapat munang iwasan ang pagkonsumo ngayon ng alcohol dahil na rin sa pagpapahina nito sa resistensya ng katawan sa gitna ng COVID-19 pandemic.,Una nang sinabi ng World Health Organization (WHO) na dapat munang iwasan ang pagkonsumo ngayon ng alcohol dahil na rin sa pagpapahina nito sa resistensya ng katawan sa gitna ng COVID-19 pandemic.,Una nang sinabi ng World Health Organization (WHO) na dapat munang iwasan ang pagkonsumo ngayon ng alcohol dahil na rin sa pagpapahina nito sa resistensya ng katawan sa gitna ng COVID-ag pandemic.,['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}",FP,FP
"In fairness, favorable ang mga komentong nakarating sa amin tungkol sa Pasadena show ng dalawa.","In fairness, favorable ang mga komentong nakarating sa amin tungkol sa Pasadena show ng dalawa.","In fairness, favorable ang mga komentong nakarating sa amin tungkol sa pasadong show ng dalawa.",['Pasadena'],"{'Pasadena': ['pasada', 'pasadang', 'pasadong', 'pasadya', 'pasagana']}",FP,FP
