Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Kasabay ng paggunita sa Araw ng Paggawa kahapon, Mayo 1, sinaluduhan ni Deputy Speaker Loren Legarda ang mga manggagawang Pinoy sa loob at labas ng bansa.","Kasabay ng paggunita sa Araw ng Paggawa kahapon, Mayo 1, sinaluduhan ni Deputy Speaker Loren Legarda ang mga manggagawang Pinoy sa loob at labas ng bansa.","Kasabay ng paggunita sa Araw ng Paggawa kahapon, Mayo d, sinaluduhan ni Deputy Speaker corn plegarya ang mga manggagawang Pinoy sa loob at labas ng bansa.","['1', 'Loren', 'Legarda']","{'1': ['b', 'c', 'd', 'e', 'f'], 'Loren': ['born', 'core', 'corn', 'forex', 'holen'], 'Legarda': ['legasya', 'lepard', 'plegarya', 'regard', 'alegoria']}"
Hindi na rin naipatutupad ang physical distancing kaya nagdadagsaan na ang tao kung saan-saan at hindi na sang-ayon sa anumang paghihigpit na nais ipatupad ng kani-kanilang gobyerno.,Hindi na rin naipatutupad ang physical distancing kaya nagdadagsaan na ang tao kung saan-saan at hindi na sang-ayon sa anumang paghihigpit na nais ipatupad ng kani-kanilang gobyerno.,Hindi na rin naipatutupad ang physical distancing kaya nagdadagsaan na ang tao kung saan-saan at hindi na sang-ayon sa anumang paghihigpit na nais ipatupad ng kani-kanilang gobyerno.,[],{}
"Kung binibigyan man ng pagkakataon ng Diyos ang mga masasamang tao na makapagbagong buhay at umaasenso, wala tayong karapatang kuwestiyonin ito katulad ng ipinakita ng mga manggagawa sa kuwento.","Kung binibigyan man ng pagkakataon ng Diyos ang mga masasamang tao na makapagbagong buhay at umaasenso, wala tayong karapatang kuwestiyonin ito katulad ng ipinakita ng mga manggagawa sa kuwento.","Kung binibigyan man ng pagkakataon ng diyosa ang mga masasamang tao na makapagbagong buhay at asenso, wala tayong karapatang kuwestiyong ito katulad ng ipinakita ng mga manggagawa sa kuwento.","['Diyos', 'umaasenso', 'kuwestiyonin']","{'Diyos': ['diyas', 'diyes', 'diyosa', 'diyus', 'aayos'], 'umaasenso': ['umasenso', 'aasenso', 'asenso', 'maaretso', 'madesenso'], 'kuwestiyonin': ['kuwestiyunin', 'kuwestiyon', 'kuwestiyong', 'kuwestyunin', 'kwestiyunin']}"
Mas importante naman para kay Dennis na nagkakasundo dapat ang mag-partner.,Mas importante naman para kay Dennis na nagkakasundo dapat ang mag-partner.,Mas importante naman para kay debris na nagkakasundo dapat ang mag-partner.,['Dennis'],"{'Dennis': ['tennis', 'deans', 'debris', 'dens', 'dentist']}"
"Sa ilalim ng RTL, ilalaan dapat ng Kongreso sa mga mga magsasaka ang taripang kinokolekta sa imported rice na lalampas sa P10 bilyon.","Sa ilalim ng RTL, ilalaan dapat ng Kongreso sa mga mga magsasaka ang taripang kinokolekta sa imported rice na lalampas sa P10 bilyon.","Sa ilalim ng all, ilalaan dapat ng Kongreso sa mga mga magsasaka ang taripang kinokolekta sa imported rice na lalampas sa p3 bilyon.","['RTL', 'P10']","{'RTL': ['aal', 'al', 'all', 'aral', 'art'], 'P10': ['p', 'p25', 'p3', 'p57', 'p75']}"
"Habang tinatanggap ang mga pag-unlad na ito, nagbabala ang senador na ang tuluy-tuloy na pagkalat ng COVID-19 at ang mga variant nito ay maaaring makagambala sa mga aktibidad sa ekonomiya sa hinaharap.","Habang tinatanggap ang mga pag-unlad na ito, nagbabala ang senador na ang tuluy-tuloy na pagkalat ng COVID-19 at ang mga variant nito ay maaaring makagambala sa mga aktibidad sa ekonomiya sa hinaharap.","Habang tinatanggap ang mga pag-unlad na ito, nagbabala ang senador na ang tuluy-tuloy na pagkalat ng COVID-ag at ang mga variant nito ay maaaring makagambala sa mga aktibidad sa ekonomiya sa hinaharap.",['19'],"{'19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Nalagpasan naman nila ito na may ilang tanong na nakuryente si Boyet, pero sinasabi nga nilang laruan lang naman daw iyon.","Nalagpasan naman nila ito na may ilang tanong na nakuryente si Boyet, pero sinasabi nga nilang laruan lang naman daw iyon.","Nalagpasan naman nila ito na may ilang tanong na nakuryente si badyet, pero sinasabi nga nilang laruan lang naman daw iyon.",['Boyet'],"{'Boyet': ['bonet', 'boyek', 'badyet', 'bet', 'boat']}"
"Gaya ni Haring David, kapag tayo ay nahaharap sa mga problema, kadalasan ay halos mawalan na rin tayo ng pag-asa sapagkat ang pakiramdam natin ay nag-iisa lamang tayong bumabalikat sa mga suliraning kinakaharap natin.","Gaya ni Haring David, kapag tayo ay nahaharap sa mga problema, kadalasan ay halos mawalan na rin tayo ng pag-asa sapagkat ang pakiramdam natin ay nag-iisa lamang tayong bumabalikat sa mga suliraning kinakaharap natin.","Gaya ni Haring aid, kapag tayo ay nahaharap sa mga problema, karahasan ay halos mawalan na rin tayo ng pag-asa sapagkat ang pakiramdam natin ay nag-iisa lamang tayong bumabalikat sa mga suliraning kinakaharap natin.","['David', 'karalasan']","{'David': ['avid', 'acid', 'aid', 'amid', 'apid'], 'karalasan': ['kadalasan', 'kamalasan', 'karahasan', 'karanasan', 'katalasan']}"
"Hindi mo maiiwasan 'yun kasi tao tayo eh, ayon kay Kelvin, na ayaw magkaroon ng lamat ang kanilang pagkakaibigan.","Hindi mo maiiwasan 'yun kasi tao tayo eh, ayon kay Kelvin, na ayaw magkaroon ng lamat ang kanilang pagkakaibigan.","Hindi mo maiiwasan 'yun kasi tao tayo eh, ayon kay delpin, na ayaw magkaroon ng lamat ang kanilang pagkakaibigan.",['Kelvin'],"{'Kelvin': ['melvin', 'delfin', 'delpin', 'kalmin', 'kelan']}"
Galing sila sa Iloilo City at patungo sa Capiz nang maganap ang pananambang nitong Sabado ng hapon sa Barangay Aglalana sa Passi.,Galing sila sa Iloilo City at patungo sa Capiz nang maganap ang pananambang nitong Sabado ng hapon sa Barangay Aglalana sa Passi.,Galing sila sa Iloilo City at patungo sa apid nang maganap ang pananambang nitong Sabado ng hapon sa Barangay alalawa sa asi.,"['Capiz', 'Aglalana', 'Passi']","{'Capiz': ['aapi', 'api', 'apid', 'cabin', 'cami'], 'Aglalana': ['aalalang', 'alalang', 'alalawa', 'anlalawa', 'maglalaba'], 'Passi': ['pagsi', 'pass', 'asi', 'ass', 'asst']}"
"Sa report, ayon na rin sa isang saksi at naitala sa Facebook Live Video ang resulta ng insidente, lumalabas na naglalaro ang mga bata nang masapol ang puno malapit sa kanilang puwesto kaya nadamay ang mga ito nang mahati ang puno sa tama ng kidlat kung saan ilan sa biktima ay tumilapon.","Sa report, ayon na rin sa isang saksi at naitala sa Facebook Live Video ang resulta ng insidente, lumalabas na naglalaro ang mga bata nang masapol ang puno malapit sa kanilang puwesto kaya nadamay ang mga ito nang mahati ang puno sa tama ng kidlat kung saan ilan sa biktima ay tumilapon.","Sa report, ayon na rin sa isang saksi at naitala sa Facebook Live Video ang resulta ng insidente, lumalabas na naglalaro ang mga bata nang masapol ang puno malapit sa kanilang puwesto kaya naramay ang mga ito nang mahati ang puno sa tama ng kidlat kung saan ilan sa biktima ay tumilapon.",[],{}
"Masarap talaga kahit paminsan-minsan binabalikan mo kung saan ka nanggaling,? nakangiting paliwanag ni Coco.","Masarap talaga kahit paminsan-minsan binabalikan mo kung saan ka nanggaling,? nakangiting paliwanag ni Coco.","Masarap talaga kahit paminsan-minsan binabalikan mo kung saan ka nanggaling,? nakangiting paliwanag ni Coco.",[],{}
"Lalo ngayong gamay na namin ??yung isa??t isa, nagja-jive na lahat but ayaw naming ipilit.","Lalo ngayong gamay na namin ??yung isa??t isa, nagja-jive na lahat but ayaw naming ipilit.","Lalo ngayong gamay na namin ??yung isa??t isa, nagda-give na lahat but ayaw naming ipilit.","['nagja', 'jive']","{'nagja': ['naga', 'nagba', 'nagda', 'nagfa', 'nagjo'], 'jive': ['dive', 'five', 'give', 'ive', 'live']}"
"Lately naman napapansin ko, siguro napapansin ng ibang mga katrabaho ko I always suggest, and most of the time ??pag wala akong ginagawa sa bahay nagsusulat lang din ako ng mga concept.","Lately naman napapansin ko, siguro napapansin ng ibang mga katrabaho ko I always suggest, and most of the time ??pag wala akong ginagawa sa bahay nagsusulat lang din ako ng mga concept.","label naman napapansin ko, siguro napapansin ng ibang mga katrabaho ko I always suggest, and most of the time ??pag wala akong ginagawa sa bahay nagsusulat lang din ako ng mga concept.",['Lately'],"{'Lately': ['batel', 'eatery', 'label', 'labels', 'latay']}"
"Hes name is Charlie Poop, sabi ni Ashley habang hawak ang kaniyang aso na isang toy poodle na siyang nagpapasaya raw sa kaniya.","Hes name is Charlie Poop, sabi ni Ashley habang hawak ang kaniyang aso na isang toy poodle na siyang nagpapasaya raw sa kaniya.","he lame is arvie pook, sabi ni able habang hawak ang kaniyang aso na isang toy boddle na siyang nagpapasaya raw sa kaniya.","['Hes', 'name', 'Charlie', 'Poop', 'Ashley', 'poodle']","{'Hes': ['ces', 'has', 'he', 'hep', 'her'], 'name': ['came', 'game', 'lame', 'nabe', 'nade'], 'Charlie': ['charade', 'charge', 'arvie', 'barbie', 'barli'], 'Poop': ['coop', 'loop', 'pook', 'pool', 'poon'], 'Ashley': ['aalay', 'aaplay', 'able', 'abuloy', 'ache'], 'poodle': ['boodle', 'noodle', 'boddle', 'foodie', 'google']}"
Lumaban ka lang!,Lumaban ka lang!,Lumaban ka lang!,[],{}
"Bibigyan ko ng access yung mga tao kasi dapat yan, without sacrificing the security of the NBP camp, yung mga tao nakakagalaw rin.","Bibigyan ko ng access yung mga tao kasi dapat yan, without sacrificing the security of the NBP camp, yung mga tao nakakagalaw rin.","Bibigyan ko ng access yung mga tao kasi dapat yan, without sarilining the security of the aba camp, yung mga tao nakakagalaw rin.","['sacrificing', 'NBP']","{'sacrificing': ['sacrifice', 'sarilihing', 'sarilining', 'mariiing', 'naririning'], 'NBP': ['nbg', 'ab', 'aba', 'abf', 'abo']}"
"Batay sa inisyal na ulat ng Criminal Investigation and Detection Unit ng Quezon City Police District (CIDU-QCPD), dakong alas-8:30 ng umaga ng Sabado, nang madiskubre ang mga labi ng sanggol sa Tullahan River malapit sa 95 California Riverside, California Dream Homes, Brgy.","Batay sa inisyal na ulat ng Criminal Investigation and Detection Unit ng Quezon City Police District (CIDU-QCPD), dakong alas-8:30 ng umaga ng Sabado, nang madiskubre ang mga labi ng sanggol sa Tullahan River malapit sa 95 California Riverside, California Dream Homes, Brgy.","Batay sa inisyal na ulat ng Criminal Investigation and Detection Unit ng Quezon City Police District (aid-scad), dakong alas-d:ag ng umaga ng Sabado, nang madiskibre ang mga labi ng sanggol sa kulahan River malapit sa ag coliform diverse, coliform Dream Homes, Brgy.","['CIDU', 'QCPD', '8', '30', 'mariskubre', 'Tullahan', '95', 'California', 'Riverside', 'California']","{'CIDU': ['acid', 'acids', 'aid', 'aide', 'aids'], 'QCPD': ['acid', 'iced', 'scad', 'aapa', 'aapi'], '8': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'mariskubre': ['madiskubre', 'madeskubre', 'madiskibre', 'madiskubri', 'nadiskubre'], 'Tullahan': ['bulsahan', 'hulmahan', 'kulahan', 'multahan', 'pulahan'], '95': ['ab', 'ad', 'ag', 'ah', 'ak'], 'California': ['alegoria', 'calorie', 'coliform', 'kaloria', 'aalimura'], 'Riverside': ['airside', 'dineside', 'diverse', 'diversion', 'diversity']}"
Marami sa TV viewers ang talagang magugustuhan ang kumbinasyon nila.,Marami sa TV viewers ang talagang magugustuhan ang kumbinasyon nila.,Marami sa TV viewers ang talagang magugustuhan ang kumbinasyon nila.,[],{}
Inaalam na ng mga awtoridad ang tunay na motibo sa krimen at pagkakakilanlan sa mga salarin.,Inaalam na ng mga awtoridad ang tunay na motibo sa krimen at pagkakakilanlan sa mga salarin.,Inaalam na ng mga awtoridad ang tunay na motibo sa krimen at pagkakakilanlan sa mga salarin.,[],{}
Castela kung saan makikita si Andrea del Rosario na tila hinila ng aninong kinatatakutan niya.,Castela kung saan makikita si Andrea del Rosario na tila hinila ng aninong kinatatakutan niya.,cartels kung saan makikita si andana del Rosario na tila hinila ng aninong kinatatakutan niya.,"['Castela', 'Andrea']","{'Castela': ['aswela', 'cartel', 'cartels', 'cautelam', 'estela'], 'Andrea': ['andres', 'adres', 'andana', 'anden', 'anduka']}"
"Sa ulat ni Claire Lacanilao sa GMA Regional TV ""Balitang Amianan"" nitong Huwebes, sinabing dadalhin sana sa ospital ang ginang na si Catherine Calayo pero lumabas na ang ulo ng sanggol habang nasa tricycle siya.","Sa ulat ni Claire Lacanilao sa GMA Regional TV ""Balitang Amianan"" nitong Huwebes, sinabing dadalhin sana sa ospital ang ginang na si Catherine Calayo pero lumabas na ang ulo ng sanggol habang nasa tricycle siya.","Sa ulat ni chaired aalila sa gia Regional TV ""Balitang ambaan"" nitong Huwebes, sinabing dadalhin sana sa ospital ang ginang na si Catherine malayo pero lumabas na ang ulo ng sanggol habang nasa tricycle siya.","['Claire', 'Lacanilao', 'GMA', 'Amianan', 'Calayo']","{'Claire': ['care', 'chair', 'chaired', 'chairs', 'clade'], 'Lacanilao': ['sakanila', 'aabaniko', 'aalila', 'aangilan', 'aanglaw'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'Amianan': ['alwanan', 'amahan', 'ambaan', 'ambagan', 'amihan'], 'Calayo': ['kalayo', 'lalayo', 'malayo', 'palayo', 'aalay']}"
"Dagdag pa niya, tanggap niyang mali siya sa kanyang mga sinabi.","Dagdag pa niya, tanggap niyang mali siya sa kanyang mga sinabi.","Dagdag pa niya, tanggap niyang mali siya sa kanyang mga sinabi.",[],{}
"Sa isinagawang maritime patrol noong Mayo 9,nakita ang mga CMM vessels sa mga artificial island na itinayo ng China at ang ilan ay sa mga isla na sakop ng Pilipinas.","Sa isinagawang maritime patrol noong Mayo 9,nakita ang mga CMM vessels sa mga artificial island na itinayo ng China at ang ilan ay sa mga isla na sakop ng Pilipinas.","Sa isinagawang maritime patrol noong Mayo d,nakita ang mga com vessels sa mga artificial island na itinayo ng China at ang ilan ay sa mga isla na sakop ng Pilipinas.","['9', 'CMM']","{'9': ['b', 'c', 'd', 'e', 'f'], 'CMM': ['cam', 'cms', 'com', 'cum', 'mm']}"
"Tinatayang nasa 128,000 katao ang naapektuhan.","Tinatayang nasa 128,000 katao ang naapektuhan.","Tinatayang nasa aal,aam katao ang naapektuhan.","['128', '000']","{'128': ['p25', 'aag', 'aal', 'aam', 'aat'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
Kung kailan naman may revenge travel saka naman nagkaroon ng technical glitches ang Ninoy Aquino International Airport (NAIA) na naging dahilan ng massive delay sa mga aalis at darating noong January 1.,Kung kailan naman may revenge travel saka naman nagkaroon ng technical glitches ang Ninoy Aquino International Airport (NAIA) na naging dahilan ng massive delay sa mga aalis at darating noong January 1.,Kung kailan naman may revenge travel saka naman nagkaroon ng technical glitches ang pinoy aluin International Airport (NAIA) na naging dahilan ng massive delay sa mga aalis at darating noong anay d.,"['Ninoy', 'Aquino', 'January', '1']","{'Ninoy': ['nino', 'nitoy', 'pinoy', 'animoy', 'anino'], 'Aquino': ['akuin', 'akuing', 'aluin', 'aluing', 'alumno'], 'January': ['aandar', 'aantay', 'anay', 'andar', 'antay'], '1': ['b', 'c', 'd', 'e', 'f']}"
"Mayroon sila ng kaniyang asawang si Carmelita na rice mill, gas station, mga sasakyan at magandang bahay.","Mayroon sila ng kaniyang asawang si Carmelita na rice mill, gas station, mga sasakyan at magandang bahay.","Mayroon sila ng kaniyang asawang si kardelina na rice mill, gas station, mga sasakyan at magandang bahay.",['Carmelita'],"{'Carmelita': ['armalite', 'carpeta', 'kardelina', 'mamalita', 'maralita']}"
"Ang laki nang nagawa ng mga TikTok posts niya na kinakagat ng netizens, kahit asiwang-asiwa raw minsan ang asawa niya sa mga pinaggagagawa niya.","Ang laki nang nagawa ng mga TikTok posts niya na kinakagat ng netizens, kahit asiwang-asiwa raw minsan ang asawa niya sa mga pinaggagagawa niya.","Ang laki nang nagawa ng mga TikTok posts niya na kinakagat ng netizens, kahit asiwang-asiwa raw minsan ang asawa niya sa mga pinaggagagawa niya.",[],{}
Dinala raw si Panda sa clinic noong gabi ng October 3.,Dinala raw si Panda sa clinic noong gabi ng October 3.,Dinala raw si handa sa clinic noong gabi ng cooker d.,"['Panda', 'October', '3']","{'Panda': ['banda', 'ganda', 'handa', 'pagda', 'palda'], 'October': ['actor', 'closer', 'cooker', 'cooler', 'cover'], '3': ['b', 'c', 'd', 'e', 'f']}"
Sinabi ni Madam Liza na may ibang priorities daw nung nakaraang taon ang theater owners lalo nat kabubukas pa ang noon ng mga sinehan.,Sinabi ni Madam Liza na may ibang priorities daw nung nakaraang taon ang theater owners lalo nat kabubukas pa ang noon ng mga sinehan.,Sinabi ni mamam liga na may ibang priorities daw nung nakaraang taon ang theater owners lalo nat kabubukas pa ang noon ng mga sinehan.,"['Maram', 'Liza']","{'Maram': ['maam', 'madam', 'mamam', 'mara', 'marami'], 'Liza': ['lia', 'lida', 'liga', 'liha', 'lila']}"
"Sa panayam ng GMA News, inihayag ni Robin na hindi lang ang pagiging sikat niya ang pangunahing dahilan kaya mataas ang lumalabas na botong nakukuha niya sa partial at unofficial count sa bilangan ng boto sa pagka-senador.","Sa panayam ng GMA News, inihayag ni Robin na hindi lang ang pagiging sikat niya ang pangunahing dahilan kaya mataas ang lumalabas na botong nakukuha niya sa partial at unofficial count sa bilangan ng boto sa pagka-senador.","Sa panayam ng gia News, inihayag ni bobina na hindi lang ang pagiging sikat niya ang pangunahing dahilan kaya mataas ang lumalabas na botong nakukuha niya sa partial at unofficial count sa bilangan ng boto sa pagka-senador.","['GMA', 'Robin']","{'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], 'Robin': ['babin', 'bin', 'bobina', 'cabin', 'coin']}"
Ang mga pamama-raan sa pangongolekta ng buwis ay gagawin na ring mas simple upang mas maging madali ang pagbabayad.,Ang mga pamama-raan sa pangongolekta ng buwis ay gagawin na ring mas simple upang mas maging madali ang pagbabayad.,Ang mga pamama-raan sa pangongolekta ng buwis ay gagawin na ring mas simple upang mas maging marali ang pagbabayad.,[],{}
"Ayon pa sa source, matagal nang chismis ang sinasabing pagbebenta ng nasabing mansion.","Ayon pa sa source, matagal nang chismis ang sinasabing pagbebenta ng nasabing mansion.","Ayon pa sa source, matagal nang dismis ang sinasabing pagbebenta ng nasabing mansion.",['chismis'],"{'chismis': ['chassis', 'crisis', 'dismis', 'idismis', 'mismis']}"
"Umaasa ang Pangulo na kapag pumasok na ang mga dayuhang negosyante, magdadala ito ng mga turista at magbibigay naman ng trabaho sa mga ordinaryong Filipino.","Umaasa ang Pangulo na kapag pumasok na ang mga dayuhang negosyante, magdadala ito ng mga turista at magbibigay naman ng trabaho sa mga ordinaryong Filipino.","Umaasa ang Pangulo na kapag pumasok na ang mga dayuhang negosyante, magdadala ito ng mga turista at magbibigay naman ng trabaho sa mga ordinaryong Filipino.",[],{}
"Kung ika'y abogado, natutulungan mo ba ang mga inaapi at naghahanap ng hustisya?","Kung ika'y abogado, natutulungan mo ba ang mga inaapi at naghahanap ng hustisya?","Kung ika'y abogado, natutulungan mo ba ang mga inaapi at naghahanap ng hustisya?",[],{}
Sinabi naman ni San Jose del Monte Police chief Police Major Julius Alvaro na mayroong sakit sa puso ang driver.,Sinabi naman ni San Jose del Monte Police chief Police Major Julius Alvaro na mayroong sakit sa puso ang driver.,Sinabi naman ni San joke del Monte Police chief Police Major pulis alegro na mayroong sakit sa puso ang driver.,"['Jose', 'Julius', 'Alvaro']","{'Jose': ['dose', 'hose', 'joke', 'lose', 'nose'], 'Julius': ['dulis', 'gulis', 'pulis', 'tulis', 'aalis'], 'Alvaro': ['aararo', 'alarm', 'alegro', 'alero', 'aliparo']}"
"Pag-alala ng aming source, Dati kasi, e, palagi siyang bumibida sa mga blind items dahil sa kapabayaan niya sa katawan.","Pag-alala ng aming source, Dati kasi, e, palagi siyang bumibida sa mga blind items dahil sa kapabayaan niya sa katawan.","Pag-alala ng aming source, Dati kasi, e, palagi siyang bumibigaw sa mga blind items dahil sa kapabayaan niya sa katawan.",['bumibida'],"{'bumibida': ['bumibira', 'bumibigat', 'bumibigaw', 'bumibigay', 'bumibigla']}"
"Iyong mga sinehan, nakakakita ng pag-asa na kumita naman sila sa pagpasok ng Enero dahil ipapalabas na nga ang Spider-Man, at kasabay niyan ay sinasabi ngang bubuksan na nila ang ma newly renovated at mas pinagandang mga sinehan.","Iyong mga sinehan, nakakakita ng pag-asa na kumita naman sila sa pagpasok ng Enero dahil ipapalabas na nga ang Spider-Man, at kasabay niyan ay sinasabi ngang bubuksan na nila ang ma newly renovated at mas pinagandang mga sinehan.","Iyong mga sinehan, nakakakita ng pag-asa na kumita naman sila sa pagpasok ng Enero dahil ipapalabas na nga ang opiser-Man, at kasabay niyan ay sinasabi ngang bubuksan na nila ang ma newly elevated at mas pinagandang mga sinehan.","['Spider', 'renovated']","{'Spider': ['ispiker', 'lider', 'opiser', 'pader', 'pier'], 'renovated': ['renovate', 'detonated', 'elevated', 'generated', 'innovate']}"
Pinaniniwalaang kapwa nalunod ang natagpuang dalawang bangkay ng lalaki sa magkahiwalay na lugar sa Malabon City.,Pinaniniwalaang kapwa nalunod ang natagpuang dalawang bangkay ng lalaki sa magkahiwalay na lugar sa Malabon City.,Pinaniniwalaang kapwa nalunod ang natagpuang dalawang bangkay ng lalaki sa magkahiwalay na lugar sa Malabon City.,[],{}
"Sa tingin namin, yan ang nagdala ng surge recently at ngayon pababa na, dagdag niya.","Sa tingin namin, yan ang nagdala ng surge recently at ngayon pababa na, dagdag niya.","Sa tingin namin, yan ang nagdala ng surge decency at ngayon pababa na, dagdag niya.",['recently'],"{'recently': ['recent', 'reentry', 'decency', 'evenly', 'keenly']}"
Kaagad umanong kumilos ang mga opisyal ng Philippine Embassy office sa Al Khobar nang malaman ang sitwasyon ng OFW na nagtrabahong kasambahay.,Kaagad umanong kumilos ang mga opisyal ng Philippine Embassy office sa Al Khobar nang malaman ang sitwasyon ng OFW na nagtrabahong kasambahay.,Kaagad umanong kumilos ang mga opisyal ng Philippine Embassy office sa Al akrobat nang malaman ang sitwasyon ng aaw na nagtrabahong kasambahay.,"['Khobar', 'OFW']","{'Khobar': ['kaoba', 'kober', 'akrobat', 'bar', 'boba'], 'OFW': ['of', 'off', 'aaw', 'arw', 'aw']}"
Naku Salve tandaan mo na dapat wag mag-look back para tuluy-tuloy ang journey mo sa future.,Naku Salve tandaan mo na dapat wag mag-look back para tuluy-tuloy ang journey mo sa future.,Naku salvo tandaan mo na dapat wag mag-look back para tuluy-tuloy ang journey mo sa future.,['Salve'],"{'Salve': ['sale', 'salfe', 'salvo', 'solve', 'valve']}"
Sa ngayon ay ipinatutupad ang wala nang mandatory facility-based quarantine para sa mga darating sa bansa na kumpleto sa bakuna ngunit kailangan nilang magpakita ng negative-result ng RT-PCR test na isinagawa sa nakalipas na 48-oras.,Sa ngayon ay ipinatutupad ang wala nang mandatory facility-based quarantine para sa mga darating sa bansa na kumpleto sa bakuna ngunit kailangan nilang magpakita ng negative-result ng RT-PCR test na isinagawa sa nakalipas na 48-oras.,Sa ngayon ay ipinatutupad ang wala nang mandatory facility-based quarantine para sa mga darating sa bansa na kumpleto sa bakuna ngunit kailangan nilang magpakita ng negative-result ng et-pcs test na isinagawa sa nakalipas na ag-oras.,"['RT', 'PCR', '48']","{'RT': ['art', 'at', 'et', 'ft', 'it'], 'PCR': ['ncr', 'par', 'pcs', 'per', 'por'], '48': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Koring sa pag-akyat sa mountain, go pa rin ito para sa kaligayahan ng kanyang mister na dating pulitiko.","Koring sa pag-akyat sa mountain, go pa rin ito para sa kaligayahan ng kanyang mister na dating pulitiko.","karing sa pag-akyat sa mountain, go pa rin ito para sa kaligayahan ng kanyang mister na dating pulitiko.",['Koring'],"{'Koring': ['boring', 'goring', 'karing', 'kiring', 'korong']}"
"Sa naging panayam sa kanya ni Presidential Communications Operations Office (PCOO) Secretary Martin Andanar, sinabi ng Pangulo na sisikapin niyang magiging magaan ang pagpasok ng susunod na administrasyon sa harap ng patuloy na hamon sa COVID pandemic at sa epekto nito sa ekonomiya.","Sa naging panayam sa kanya ni Presidential Communications Operations Office (PCOO) Secretary Martin Andanar, sinabi ng Pangulo na sisikapin niyang magiging magaan ang pagpasok ng susunod na administrasyon sa harap ng patuloy na hamon sa COVID pandemic at sa epekto nito sa ekonomiya.","Sa naging panayam sa kanya ni Presidential Communications Operations Office (co) Secretary mariin andanang, sinabi ng Pangulo na sisikapin niyang magiging magaan ang pagpasok ng susunod na administrasyon sa harap ng patuloy na hamon sa COVID pandemic at sa epekto nito sa ekonomiya.","['PCOO', 'Martin', 'Andanar']","{'PCOO': ['cao', 'cio', 'co', 'coco', 'col'], 'Martin': ['margin', 'marhin', 'mariin', 'martir', 'matin'], 'Andanar': ['andana', 'andador', 'andanang', 'andante', 'andar']}"
"So ito na po yun, dagdag pa nito.","So ito na po yun, dagdag pa nito.","So ito na po yun, dagdag pa nito.",[],{}
"Samantala, ipinakita rin ni Allan sa ""Tunay na Buhay"" ang husay niya sa pag-drawing nang gawan niya ng sketch ang host ng programa na si Pia Arcangel.","Samantala, ipinakita rin ni Allan sa ""Tunay na Buhay"" ang husay niya sa pag-drawing nang gawan niya ng sketch ang host ng programa na si Pia Arcangel.","Samantala, ipinakita rin ni alwan sa ""Tunay na Buhay"" ang husay niya sa pag-drawing nang gawan niya ng sketch ang host ng programa na si Pia arkanghel.","['Allan', 'Arcangel']","{'Allan': ['alan', 'aluan', 'alwan', 'illan', 'aala'], 'Arcangel': ['arancel', 'aransel', 'arkanghel', 'arrange', 'arranged']}"
"Sana po wag na nilang gawin ang mali kasi po ganito po yung mangyayari sa kanila, giit niya.","Sana po wag na nilang gawin ang mali kasi po ganito po yung mangyayari sa kanila, giit niya.","Sana po wag na nilang gawin ang mali kasi po ganito po yung mangyayari sa kanila, giit niya.",[],{}
Kaya imposible mo ibintang kay Alden ang hindi paglingon sa mga taong nagmahal sa kanya.,Kaya imposible mo ibintang kay Alden ang hindi paglingon sa mga taong nagmahal sa kanya.,Kaya imposible mo ibintang kay anden ang hindi paglingon sa mga taong nagmahal sa kanya.,['Alden'],"{'Alden': ['alien', 'alyen', 'anden', 'aamen', 'absen']}"
"Pero payo niya, mas mabuting hindi na lang hulihin ang mga dambuhalang isda kung hindi naman kakainin dahil makatutulong sila para magparami pa ng isda.","Pero payo niya, mas mabuting hindi na lang hulihin ang mga dambuhalang isda kung hindi naman kakainin dahil makatutulong sila para magparami pa ng isda.","Pero payo niya, mas mabuting hindi na lang hulihin ang mga dambuhalang isda kung hindi naman kakainin dahil makatutulong sila para magparami pa ng isda.",[],{}
"At bago pala siya nagkasakit, nagho-host siya ng Sunday show sa Net25.","At bago pala siya nagkasakit, nagho-host siya ng Sunday show sa Net25.","At bago pala siya nagkasakit, nagho-host siya ng sunda show sa nets.","['Sunday', 'Net25']","{'Sunday': ['kunday', 'lunday', 'sunda', 'sundan', 'sungay'], 'Net25': ['net', 'neto', 'nets', 'bet', 'beta']}"
Ginagawa po natin ang kaukulang pag-iingat para po sa atin at para sa ating pamilya.,Ginagawa po natin ang kaukulang pag-iingat para po sa atin at para sa ating pamilya.,Ginagawa po natin ang kaukulang pag-iingat para po sa atin at para sa ating pamilya.,[],{}
