Original Sentence,Gold Sentence
Kapag wala ka nun e wala talaga,Kapag wala ka nun e wala talaga
Omga taong todo sa pagkayod mayroong kainin,O mga taong todo sa pagkayod para mayroong kainin
Wala SIYANG napala,Wala siyang napala
Kaya marami ang naghihintay kung may HIMALA,Kaya marami ang naghihintay kung may himala
Nagbunga anglahat,Nagbunga ang lahat
Gayunpaman sadyang iba ang hinihingi raw ng panahon,Gayunpaman sadyang iba ang hinihingi raw ng panahon
Sagot ko ‘may kasasabi ba ko,Sagot ko ‘may sinabi ba ko
Para sa bawat sinundan na kilometro habang P,Para sa bawat susunod na kilometro habang P
Mag kaiba kaming dalawa,Magkaiba kaming dalawa
KASI masaya na kami noon Tito Boy eh,Kasi masaya na kami noon Tito Boy eh
Apat na taon ng magkasintahan ang dalawa ngayon,Apat na taon nang magkasintahan ang dalawa ngayon
Babalik sila saere sa November ,Babalik sila sa ere sa November 
yun talaga yon anang aktres,Yun talaga yon anang aktres
Nakakapagod na po po,Nakakapagod na po
Ano pa ba naman ang kailangan niyang ikatakot,Ano pa ba naman ang kailangan niyang ikatakot
Kaya naman pinapayuhan siya ni Dingdong magchill lang,Kaya naman pinapayuhan siya ni Dingdong na magchill lang
patungkol sa kinasapitan ng miyembro nilang si Alex Dolorosa,Patungkol sa kinasapitan ng miyembro nilang si Alex Dolorosa
Hindi pa narerekober ang isang wallet ID at pasaporte,Hindi pa narerekober ang isang wallet mga ID at pasaporte
Ferdie NA nagkaroon ng cutting ceremony ang Meralco,Ferdie na nagkaroon ng cutting ceremony ang Meralco
May d ream kami para sa aming dalawa,May dream kami para sa aming dalawa
bawingbawi ang mga produktong ineendorso ni Marian Rivera huh,Bawingbawi ang mga produktong ineendorso ni Marian Rivera huh
Ang kapatid rin ni President Ferdinand Bongbong Marcos Jr,Ang kapatid din ni President Ferdinand Bongbong Marcos Jr
Kasi kung wala naman kayong kasalanan e bakit kayomagtatago,Kasi kung wala naman kayong kasalanan e bakit kayo magtatago
kailan nga ba papa natatawang pagtatapos ng aming source,Kailan nga ba papa natatawang pagtatapos ng aming source
Baka mamaya meron tayong favoritism pero dapathindi’,Baka mamaya meron tayong favoritism pero dapat hindi’
Ipinapako siya sa krus,Ipinapako siya sa krus
At sumagot naman si Jo Koy nang Ayyyyyy,At sumagot naman si Jo Koy ng Ayyyyyy
“Yung first niya na nafeel iiyak siya,“Yung first niya na nafeel umiyak siya
Me ron kaming ugnayan kay Sen,Meron kaming ugnayan kay Sen
Bakit nila ako inexpel sa PAMI,Bakit nila ako inexpel sa PAMI
Hindi siya puwedeng iwan,Hindi na siya puwedeng iwan
Sabi ko Mabigat ho iyan,Sabi ko Mabigat ho iyan
Hindi din umano dapat magbago ang halaga nito,Hindi rin umano dapat magbago ang halaga nito
Na may kabuuan ng  ang napalaya sa kasalukuyang taon,Na may kabuuan nang  ang napalaya sa kasalukuyang taon
Noong NAKALIPAS na Miyerkoles,Noong nakalipas na Miyerkoles
Ipo profile ka muna nila,Ipoprofile ka muna nila
Kasi ang kalalaki ng nawala sa amin,Kasi ang laki ng nawala sa amin
yan po ang kailangan di yan,Yan po ang kailangan diyan
Aniyay gawagawa lang rin ito ng mga Ukrainians,Aniyay gawagawa lang din ito ng mga Ukrainians
Makikita rinna nagpumiglas ang biktima,Makikita rin na nagpumiglas ang biktima
Kasi very honest siya ITANONG mo sasagot siya,Kasi very honest siya itanong mo sasagot siya
Sila rin naman natanggal lahat charot,Sila rin naman natanggal lahat charot
Ngunit hindi pa doon natapos ang suwerte ni Michael,Ngunit hindi pa roon natapos ang suwerte ni Michael
Ang nabawas sa produksyon ng karneng baboy habang nasa ,Ang nabawas sa produksyon ng karneng baboy habang nasa 
Hindi din niya gusto pero anong gawin namin,Hindi rin niya gusto pero anong gawin namin
Tanging MGA BOBOtante na lang ang naniniwala sa kanila,Tanging mga BOBOtante na lang ang naniniwala sa kanila
Trilyon ANG kabuuang utang ng pamahalaan nitong Marso,Trilyon ang kabuuang utang ng pamahalaan nitong Marso
Mature ano ang ibig sabihin nun,Mature ano ang ibig sabihin nun
Sino dapat sisihin,Sino dapat sisihin
Sa korte ko na lang po sabi ang lahat,Sa korte ko na lang po sasabihin ang lahat
ITO yung teleserye na pagtatambalan nila ni Bea Alonzo,Ito yung teleserye na pagtatambalan nila ni Bea Alonzo
Parang nagalit nila sa namata,Parang nagalit sila sa namata
Wika pa ni rodriguez,Wika pa ni Rodriguez
Ang Tarlac na dati ng ,Ang Tarlac na dati nang 
Matatandaang niyanig ng ng magnitude ,Matatandaang niyanig ng magnitude 
Pang dede nga raw ng anak oh,Pang dede nga raw ng anak oh
Sa tatlong kapatid nyang babae,Sa tatlong kapatid nyang babae
The other women nila yung mga mayayaman ani Pauline,The other women sila yung mga mayayaman ani Pauline
Nakumpiska din sa mga suspek ang isang,Nakumpiska rin sa mga suspek ang isang
Maraming artistang walang utang na loob,Maraming artistang walang utang na loob
Hindi raw maganda ang sinabi ko sa yo,Hindi raw maganda ang sinabi ko sa yo
Hindina bago yan,Hindi na bago yan
Parang mas gusto niya ng fans,Parang mas gusto siya ng fans
Kaya paano ito malulutas,Kaya paano ito malulutas
Masasabi mong successful ba,Masasabi mong successful ba
Iba yung Filipino akademya na pormal,Iba yung Filipino sa akademya na pormal
Nanood talaga sila ng TFC,Nanonood talaga sila ng TFC
Sabi nga ng Pangulo wag na pahirapan tao,Sabi nga ng Pangulo wag na pahirapan ang tao
Ganu’n na niya katagumpay ngayon sa ibang bansa,Ganu’n na siya katagumpay ngayon sa ibang bansa
Nagsumite na ng aplikasyon ang dalawang liga sa GAB,Nagsumite na ng aplikasyon ang dalawang liga sa GAB
siyempre sa magkakaibigan merong hindi pagkakaintindihan,Siyempre sa magkakaibigan merong hindi pagkakaintindihan
Ayon kay Jessel sa Facebook NOONG isang linggo,Ayon kay Jessel sa Facebook noong isang linggo
Bawat litro ang itinataas sa presyo ng diesel,Bawat litro ang itataas sa presyo ng diesel
Hinintay ko si Grae na ipakilala siya sa akin,Hinihintay ko si Grae na ipakilala siya sa akin
Sa ikalawang palapag nang  Otis Building sa Paco,Sa ikalawang palapag ng  Otis Building sa Paco
Parang ako naman inaantay na lang siya ako,Parang ako naman inaantay na lang niya ako
Ginagawa ko sinasagad ko na kasi bakit,Ginagawa ko sinasagad ko na kasi bakit
Gagawa muna sila ngsitcom,Gagawa muna sila ng sitcom
Gayunman hindi nila nagpakita sa traffic bureau nang ipatawag,Gayunman hindi sila nagpakita sa traffic bureau nang ipatawag
Mayamaya lang ay makikitang nagsusuntukan na ang dalawa,Mayamaya lang ay makikitang nagsusuntukan na ang dalawa
Subalit hindi namanumano nagapply ang LTA Inc,Subalit hindi naman umano nagapply ang LTA Inc
So malinaw hindi sila ang may fault huh,So malinaw hindi sila ang may fault huh
 sa FIBA rankings kasunod ang No, sa FIBA rankings kasunod ang No
Bale  pm daw ang eventna yon,Bale  pm daw ang event na yon
siguro talagang nasa top siya ng judges,Siguro talagang nasa top siya ng judges
Paano kaya ang setup sila sa Senado if ever,Paano kaya ang setup nila sa Senado if ever
Nasa kustodiya na sila ngayonng pulisya,Nasa kustodiya na sila ngayon ng pulisya
Lahat po sila asymptomatic sabi ng opisyal opisyal,Lahat po sila asymptomatic sabi ng opisyal
Ayon saulat magtuturo si Marcos ng Criminal Law ,Ayon sa ulat magtuturo si Marcos ng Criminal Law 
Remulla sinabi siya hindi ko ineexpect yan ani Campanilla,Remulla sinabi niya hindi ko ineexpect yan ani Campanilla
Nasa  katao angsakay ng mga cable car,Nasa  katao ang sakay ng mga cable car
ANG passing rate noong nakaraang taon,Ang passing rate noong nakaraang taon
Perotiniis daw ito ng aktor at hindi niya ipinacut,Pero tiniis daw ito ng aktor at hindi niya ipinacut
Rito talaga nila nakuha yung kanilang impeksiyon dagdag niya,Dito talaga nila nakuha yung kanilang impeksiyon dagdag niya
Okatumbas mahigit  boto,O katumbas ng mahigit  boto
Siya ang may idea ng lahat na ito,Siya ang may idea ng lahat na ito
Tinalo ngmga Japanese ang mga Americans    sa Week ,Tinalo ng mga Japanese ang mga Americans    sa Week 
Masusi ngayong nagsasagawa ng imbesetigasyon angpulisya,Masusi ngayong nagsasagawa ng imbesetigasyon ang pulisya
Saka matrabaho pa aniya,Saka matrabaho pa aniya
Ok naman iyon combination ng PilipinoKorean maganda naman,Ok naman dahil iyon combination ng PilipinoKorean maganda naman
Pero yun yung parang pinipilit dagdag pa niya,Pero yun yung parang pinipilit dagdag pa niya
Bakit iiyakan yung mga to,Bakit umiiyak yung mga to
Nasa tao yan nasa kabutihan ng kalooban yan,Nasa tao yan nasa kabutihan ng kalooban yan
Nag pictorial din siya ng barefaced,Nagpictorial din siya ng barefaced
Hindi nga daw naguusap yung dalawa sa shoot,Hindi nga raw naguusap yung dalawa sa shoot
Sa Baler naman dalawang dagat ang binisita namin,Sa Baler naman dalawang dagat ang binisita namin
Sa halip inalok niya dito ay yung maganda,Sa halip inalok niya rito ay yung maganda
Tagal na napagdesisyunan,Tagal na napagdesisyunan
MAPAGHAMONANGMUNDONGPULITIKA maymga pagkakataongkailangangkalimutanngmgatatakboang relasyongpampamilyalalonaangmatibaynapundasyonngsamahan,Mapaghamonangmundongpulitika maymga pagkakataongkailangangkalimutanngmgatatakboang relasyongpampamilyalalonaangmatibaynapundasyonngsamahan
Nauna nang DINAGSA ang Japan BLeague,Nauna nang dinagsa ang Japan BLeague
Naguumapaw ang puso ko sa pasasalamat,Naguumapaw ang puso ko sa pasasalamat
Seres sa tulong nang ilang residente,Seres sa tulong ng ilang residente
Sa kada litro ngdiesel habangP,Sa kada litro ng diesel habangP
Pormalnang inilunsad ni Dingdong ang kanyang delivery application,Pormal nang inilunsad ni Dingdong ang kanyang delivery application
Nang RA  habang nakakulong sa naturang istasyon,Ng RA  habang nakakulong sa naturang istasyon
Ah o o makikipagdebate ako pero TagalogEh,Ah oo makikipagdebate ako pero TagalogEh
Pag Biogesic add ako tinapay,Pag Biogesic add ako tinapay
Kailanganharapin ang bagonghamonng may bagongtapang isangbagongtapangnahinubog ng pandemya,Kailanganharapin ang bagonghamon ng may bagongtapang isangbagongtapangnahinubog ng pandemya
Ang importasyon ng  metrikong tonelada ng sibuyas,Ang importasyon ng  metrikong tonelada ng sibuyas
Pero sa ngayon ay nagkakanya kanya na sila,Pero sa ngayon ay nagkakanyakanya na sila
Mabuhay ang mga Kababaihang Pilipino,Mabuhay ang mga Kababaihang Pilipino
Ito po talaga yung nagstart ng pagiging artista ko,Ito po talaga yung nagstart ng pagiging artista ko
Ibang world naman,Ibang world naman
Kapag lumalabas ka nagpatingin ka nila as bilang inspiration,Kapag lumalabas ka tinitingnan ka nila as bilang inspiration
Nagkakaintindihan kaagad nila kung sino itong tinutukoy nila,Nagkakaintindihan kaagad sila kung sino itong tinutukoy nila
Mismo Walang bAyad Pero Solid ang Sukli,Mismo Walang bAyad Pero Solid ang Sukli
Perokung palagi na lang,Pero kung palagi na lang
Ang ihihirap kayapero,Ang hirap kayapero
Naku huwag na tayong lumayo,Naku huwag na tayong lumayo
Dahil po rito dapat maingat tayo,Dahil po rito dapat maingat tayo
Kasi gagawa ko siyang compound eh,Kasi ginawa ko siyang compound eh
Ginawa naman namin yung nagtatrabaho namin,Ginawa naman namin yung trabaho namin
Nakasaad rin sa post ang petsang ,Nakasaad din sa post ang petsang 
Hindi ko nga lang din din mapagsabaysabay anang suspekJamil,Hindi ko nga lang din mapagsabaysabay anang suspekJamil
HUWAG po kayong magpasalamat sa amin trabaho namin ‘yan,Huwag po kayong magpasalamat sa amin trabaho namin ‘yan
Kung yun ang pinapakita nila ay papalakpak ako,Kung yun ang ipapakita nila ay papalakpak ako
Dahil sa technicality at hihindian sa merito ng kaso,Dahil sa technicality at hindi sa merito ng kaso
Nangangamatay ang tao brad,Nangangamatay ang tao brad
Thank you sabi siya sa hiwalay na paskil,Thank you sabi niya sa hiwalay na paskil
Kinailangan niyang gawin yun di ba,Kinailangan niyang gawin yun di ba
 niya na yung nagtuturo sa akin ng pole dancing, siya na yung nagtuturo sa akin ng pole dancing
Siyempre its yungcircle yung paligid,Siyempre its yung circle yung paligid
Kasusunod ito ng pulang kotse at bus,Sinundan ito ng pulang kotse at bus
Anya mahirap gumawa NG aksyon nang wala namang petisyon,Anya mahirap gumawa ng aksyon nang wala namang petisyon
So well see” napapangiti NIYANG pahayag,So well see” napapangiti niyang pahayag
Magnitude na lindol na pumatay na sa HALOS  katao,Magnitude na lindol na pumatay na sa halos  katao
Tondo dakong alas ng gabi,Tondo dakong alas ng gabi
Magsasampa raw siya ng kaso laban sa mag aama,Magsasampa raw siya ng kaso laban sa magaama
Dala dala nito ang isang paper bag habang naglalakad,Daladala nito ang isang paper bag habang naglalakad
Sabi ko Neil ano ba yan ano ba talaga,Sabi ko Neil ano ba yan ano ba talaga
Noong Abril pa pala siya huhuli at nakakulong,Noong Abril pa pala siya hinuli at nakakulong
Nakapuwesto ANG Cebuana skater sa No,Nakapuwesto ang Cebuana skater sa No
Hala kacute nila tingnan lab lab yarn,Hala kacute nila tingnan lab lab yarn
Simulan mo na ito bago ka pa maunahan,Simulan mo na ito bago ka pa maunahan
Like magasaran tatayuan rito,Like magasaran tayo rito
May narinig AKO na ginawang April  ang Niña Niño,May narinig ako na ginawang April  ang Niña Niño
Samantala samantala P naman sa nasa sektor ng agrikultura,Samantala P naman sa nasa sektor ng agrikultura
Hindi ako NAGAALALA sa movie,Hindi ako nagaalala sa movie
Mukha at katawan lang ang puhunan NIYA,Mukha at katawan lang ang puhunan niya
Maaga siyang dating sa lugar ng kampanya,Maaga siyang dumarating sa lugar ng kampanya
Gan da siguro ng ride nito walang galaw,Ganda siguro ng ride nito walang galaw
Nagtala ito ito ng ,Nagtala ito ng 
Nag ambag ito ng tatlong puntos,Nagambag ito ng tatlong puntos
Napag alaman din na hindi lisensiyado ang baril nitoFRJ,Napagalaman din na hindi lisensiyado ang baril nitoFRJ
Bakit natin papahirapan ang mga kapwa natin Pilipino,Bakit natin papahirapan ang mga kapwa natin Pilipino
Sinabi pa pa ni HER,Sinabi pa ni HER
Trillion national budget para sa susunurin na taon,Trillion national budget para sa susunod na taon
Mawawala siyang napala,Wala siyang napala
Wala sa ulo siya yan,Wala sa ulo niya yan
Papaano nila napaporma ang mga tupa na maghugis hiringgilya,Papaano nila napaporma ang mga tupa na maghugis hiringgilya
Kasi pag natalo ka eh di matututo ka,Kasi pag natalo ka eh di matututo ka
Yungcons siyempre ang daming namirata agad,Yung cons siyempre ang daming namirata agad
Sabi ngaming source,Sabi ng aming source
No ong nakaraang Linggo Dis,Noong nakaraang Linggo Dis
Magsasabi ni Gen,Sinabi ni Gen
Ang nasabing inilalaki na tagaBrgy,Ang nasabing lalaki na tagaBrgy
Nagulat ang NURSE,Nagulat ang nurse
And now wala anong magagawa namin,And now wala anong magagawa namin
Sabi ko yung totoo basketball team,Sabi ko yung totoo basketball team
Matatandaang huling nagbida ang dalaga sateleseryeng Viral Scandal,Matatandaang huling nagbida ang dalaga sa teleseryeng Viral Scandal
MAHIRAP pala magpaka banal,Mahirap pala magpaka banal
Sinagot naman ito ni Paolo ng Oo naman,Sinagot naman ito ni Paolo ng Oo naman
Pagamin ni Lianne Nagulat ako sa tanong,Pagamin ni Lianne Nagulat ako sa tanong
Wala na mang napabalitang nasaktan,Wala namang napabalitang nasaktan
Normal na MARARAMDAMAN yun,Normal na mararamdaman yun
Paano ko siya inaalagaan,Paano ko siya inaalagaan
Ganon lang ‘yung routine NAMIN,Ganon lang ‘yung routine namin
Hindi kapwedeng lalamyalamya,Hindi ka pwedeng lalamyalamya
May bakas dugo,May bakas ng dugo
Haha maghihirap padin ako magmove on,Haha hirap padin ako magmove on
Taong  ng magdeborsiyo sina Bruce at Demi,Taong  nang magdeborsiyo sina Bruce at Demi
Paghihiwalay ay dahil umano sa third party,Ang paghihiwalay ay dahil umano sa third party
Hindi na katulad noon na talagang lasengga raw siya,Hindi na katulad noon na talagang lasengga raw siya
Binibigyan din niya ng mga designer bags at shoes,Binibigyan din siya ng mga designer bags at shoes
Ngayon ay hindi daw ito nagagamit,Ngayon ay hindi raw ito nagagamit
Nasa kustodya na ng pulisya ang driver ng bus,Nasa kustodya na ng pulisya ang driver ng bus
Lang i to noong February ,Lang ito noong February 
Ganon pa yung sabi best friend ko,Ganon pa yung sabi ng best friend ko
Sinasagot kaya ng dalaga ang tanong ng nasabing professorMarami,Sasagutin kaya ng dalaga ang tanong ng nasabing professorMarami
Walang age limit puwedeng manood maging angtwo years old,Walang age limit puwedeng manood maging ang two years old
Inararo nito ang motorsiklo na nakaparada,Inararo nito ang mga motorsiklo na nakaparada
Ibigay ninyo sa sa basurero,Ibigay ninyo sa basurero
M rifle Bushmaster dalawang caliber,M rifle Bushmaster dalawang caliber
Masayang KATRABAHO pati ang mga crew,Masayang katrabaho pati ang mga crew
Panalo na naman ang mga maidofcotton at alalay niya,Panalo na naman ang mga maidofcotton at alalay niya
Hihindian lahat ng artista nabibigyan ng ganoong karangalan,Hindi lahat ng artista nabibigyan ng ganoong karangalan
Pero anong magagawa ko ilipad ko yun,Pero anong magagawa ko ilipad ko yun
Hindi yung mukha silang magTita nawala tuloy ang kilig,Hindi yung mukha silang magTita nawawala tuloy ang kilig
Paano namanang mga puwede ring sabihin ng lalaki,Paano naman ang mga puwede ring sabihin ng lalaki
Doon po ako nahihirapan anxiety lahatlahat NA,Doon po ako nahihirapan anxiety lahatlahat na
Tinatayang  pamilya ang NAAPEKTUHAN at nasa P,Tinatayang  pamilya ang naapektuhan at nasa P
Kung sino iyong pinaka corrupt na kandidato,Kung sino iyong pinakacorrupt na kandidato
Hindi kinaya pakiramdam KO,Hindi kinaya pakiramdam ko
Hindi ko niya mapalitan,Hindi ko siya mapalitan
Nakikipagkilala angmagasawa na sina Jesus Rey Realo Jr,Kinilala angmagasawa na sina Jesus Rey Realo Jr
Gagawa at gagawa niya ng paraan para makatulong,Gagawa at gagawa siya ng paraan para makatulong
Marami na rin ba siyang alam sa sa lovelife,Marami na rin ba siyang alam sa lovelife
Malaking balita yun na nalulungkot ng mga kababayan natin,Malaking balita yun na ikinalungkot ng mga kababayan natin
Kaya naman saludo si Cone sa kanyang bata,Kaya naman saludo si Cone sa kanyang bata
Pag sila ang nag petition kailangan po namin sumagot,Pag sila ang nagpetition kailangan po namin sumagot
ganun pa rin ang katawan,Ganun pa rin ang katawan
Maganda rin ang bakbakan ng TNT at MAGNOLIA,Maganda rin ang bakbakan ng TNT at Magnolia
Una ng sinabi ni Col,Una nang sinabi ni Col
“plano kotalaga magrelease kaagad ng album,“Plano ko talaga magrelease kaagad ng album
Ang mga mapatutunayang labag sa PD No,Ang mga mapatutunayang lumabag sa PD No
Paano na ang sinehan,Paano na ang sinehan
Pag pag labas ko isusunod kita,Pag labas ko isusunod kita
Sabi kasi ng kaibigan ko pink daw depensa niya,Sabi kasi ng kaibigan ko pink daw depensa niya
Hindi ko niya ginawa dahil sa Darna,Hindi ko siya ginawa dahil sa Darna
Bakit ko ginagagawa,Bakit ko ginagagawa
Nasa ikaapat si Jio Jalalon ng Magnolia tangan ang ,Nasa ikaapat si Jio Jalalon ng Magnolia tangan ang 
Itago mo ang katawan mo ng hindi ka nababash,Itago mo ang katawan mo nang hindi ka nababash
Pag pumapalakpak kayo ni direk Brillante kabahan na kayo,Pag pinalakpakan kayo ni direk Brillante kabahan na kayo
Mahiligsiyang magtanong sa mga mas nakatatandang artista,Mahilig siyang magtanong sa mga mas nakatatandang artista
YUNG siya mismo,Yung siya mismo
Nasa Google naman yan kung i search ninyo e,Nasa Google naman yan kung isearch ninyo e
Natuwa naman ang kanyang followers bagong show ni Dong,Natuwa naman ang kanyang followers sa bagong show ni Dong
Na riyan pa rin naman ang Star Cinema,Nariyan pa rin naman ang Star Cinema
So nagpatingin natin ani Marcos,So titingnan natin ani Marcos
Habang NANDIYAN ang impluwensya nito malabong maipalalabas ito,Habang nandiyan ang impluwensya nito malabong maipalalabas ito
Napakayabang na be ki,Napakayabang na beki
Arjoisinabay sa KAMPANYA ang pagpapapayat,Arjoisinabay sa kampanya ang pagpapapayat
Matigas ang ulo niya,Matigas ang ulo niya
Gusto ko na ngang magDay  ng shooting,Gusto ko na ngang magDay  ng shooting
Happy ba siya sa nasabing partnership,Happy ba siya sa nasabing partnership
Pacqued Malibcong Abra noong Lunes,Pacqued Malibcong Abra noong Lunes
Tapos lahat nila itinakwil nila ako,Tapos lahat sila itinakwil nila ako
Then kinaumagahan nila ay pauwi na,Then kinaumagahan sila ay pauwi na
Bagay na bagay sa kanya carry niya YUN,Bagay na bagay sa kanya carry niya yun
May dahilan kung bakit sila nananatili sa Metro Manila,May dahilan kung bakit sila nananatili sa Metro Manila
Sana matutuloy na talaga ito,Sana matutuloy na talaga ito
Natatawang pakli nang aktor,Natatawang pakli ng aktor
taong  nang maghiwalay sina Bea at Zanjoe,Taong  nang maghiwalay sina Bea at Zanjoe
Sinasaka siyempre sponsor namin today ang Beautederm ni Ms,Saka siyempre sponsor namin today ang Beautederm ni Ms
so hindi ako puwedeng mapagod,So hindi ako puwedeng mapagod
Naexpose namin ‘yung exploitation NG mga kabataan sa pangingisda,Naexpose namin ‘yung exploitation ng mga kabataan sa pangingisda
Galing raw ang mga ito sa Baras Rizal,Galing daw ang mga ito sa Baras Rizal
Hindi nawala ang berso ng Bibliya sa bawat isyu,Hindi mawawala ang berso ng Bibliya sa bawat isyu
Kahit international si nger siya,Kahit international singer siya
Ah Koreans marami na ba rito,Ah Koreans marami na ba rito
Posibleng lasing umano si Purdan ng gawin ang krimen,Posibleng lasing umano si Purdan nang gawin ang krimen
Panoorin ang nakatutuwa at na kakapagod na episodeFRJ,Panoorin ang nakatutuwa at nakakapagod na episodeFRJ
Well ako gusto kong tutulong sa pamahalaan,Well ako gusto kong tumulong sa pamahalaan
Bumati rin niya para sa darating na Bagong Taon,Bumati rin siya para sa darating na Bagong Taon
Ang nagtutulak din sa kanila kung bakit nila nagaarmas,Ang nagtutulak din sa kanila kung bakit sila nagaarmas
Pabayaan lang mapagod ang mga Maritess,Pabayaan lang mapagod ang mga Maritess
Noong  magpapahinga ang ilang original Sexbomb Girls sa pagsayaw,Noong  nagpahinga ang ilang original Sexbomb Girls sa pagsayaw
Niya yung unang nagtiwala sa akin,Siya yung unang nagtiwala sa akin
Sabi ko ‘Bakit ganun bakit siya pa,Sabi ko ‘Bakit ganun bakit siya pa
mula sa  katao na sinurvey sa buong bansa,Mula sa  katao na sinurvey sa buong bansa
Ano kaya ang masasabi ni MC,Ano kaya ang masasabi ni MC
“Iyun nga ang magsasabi ko Momshie,“Iyun nga ang sinasabi ko Momshie
Noon raw kasi parang lagi siyang nagkakaallergy etc,Noon daw kasi parang lagi siyang nagkakaallergy etc
Narito ang breakdown ng halaga ngpinsala,Narito ang breakdown ng halaga ng pinsala
Ilawod Poblacion ng bayang ito ka makalawa ng gabi,Ilawod Poblacion ng bayang ito kamakalawa ng gabi
 Ang maghihintay pa ng second dose, Ang naghihintay pa ng second dose
Simula noon siya aynakilala na bilang isang singer,Simula noon siya ay nakilala na bilang isang singer
Tulungan pa rin kaya si Krizzia ng kanyang pamilya,Tulungan pa rin kaya si Krizzia ng kanyang pamilya
Samantala napanalunan naman ng tigP,Samantala nanalo naman ng tigP
Naganap ang trahedya dakong alas ng gabi ng Oktubre  ,Naganap ang trahedya dakong alas ng gabi ng Oktubre  
Lahat plantsado before pumasok,Lahat plantsado before pumasok
Marunong din siyang gumagawa ng ganitong klaseng app,Marunong din siyang gumawa ng ganitong klaseng app
Di ko kayang tumayodahil sa sobrang sakit aniya pa,Di ko kayang tumayo dahil sa sobrang sakit aniya pa
Happy tayo share din natin sa iba,Happy tayo share rin natin sa iba
P ANG binigay ko kuya,P ang binigay ko kuya
Pe ro patuloy pa rin ang kanilang pagiingat,Pero patuloy pa rin ang kanilang pagiingat
Bago MATULOG magtetest ka muna,Bago matulog magtetest ka muna
Ayaw na daw sana niyang palakihin pa ito,Ayaw na raw sana niyang palakihin pa ito
Ang hinahabol sa akin yung TikTok na gagawa ko,Ang hinahabol sa akin yung TikTok na ginawa ko
Iba rin talaga si Gary V,Iba rin talaga si Gary V
Ito ay gagawin sa anim na Sabado hanggang Setyembre ,Ito ay gagawin sa anim na Sabado hanggang Setyembre 
Ayoko mafeel nainiwan ko siya ayoko talaga,Ayoko mafeel na iniwan ko siya ayoko talaga
Wag natin sayangin ang lahat nang accomplishments natin,Wag natin sayangin ang lahat ng accomplishments natin
Matagal naraw niyang gustong magpatattoo pero isa lang muna,Matagal na raw niyang gustong magpatattoo pero isa lang muna
Sa umpisa sa bahay langnila ginagawa ang ice cream,Sa umpisa sa bahay lang nila ginagawa ang ice cream
Pag dumadaan niya tapos napapatingin ako sa kaniya,Pag dumadaan siya tapos napapatingin ako sa kaniya
Pero sinabi niya Carla naman hindi kuwento ni Tom,Pero sabi niya Carla naman hindi kuwento ni Tom
Eh kung hindi na ano ang kababagsakan niya,Eh kung hindi na ano ang kababagsakan niya
Halos buong araw ring tinutukan Sen,Halos buong araw ring tinutukan si Sen
Magtutuos ang Knights at Saints sa alas ngumaga,Magtutuos ang Knights at Saints sa alas ng umaga
May basbas ng legalidad ang kanilang pagsasama,May basbas ng legalidad ang kanilang pagsasama
Hindi ko matanggap ang ginawa siya sa anak ko,Hindi ko matanggap ang ginawa niya sa anak ko
Aniya baka may kinalaman ang economic condition,Aniya baka may kinalaman ang economic condition
Aabutin ng isang oras bago tuluyang nakontrol ang apoy,Inabot ng isang oras bago tuluyang nakontrol ang apoy
So saan ba siya magkoconsult para sa negosyong ito,So saan ba siya magkoconsult para sa negosyong ito
At comedy pa ang ginagawa niya nun ha,At comedy pa ang ginagawa niya nun ha
MAGANDA ang ipinapanukala ni Sen,Maganda ang ipinapanukala ni Sen
Sabi ni Claudine siya raw ang tawag kay Jodi,Sabi ni Claudine siya raw ang tumawag kay Jodi
Kaya matatakot ako sa simula,Kaya natatakot ako sa simula
Nanligaw siya at nagkagustuhan na man sila ni Bea,Nanligaw siya at nagkagustuhan naman sila ni Bea
Yan yung aasahan natin na dirediretsong pagbaba,Yan yung inaasahan natin na dirediretsong pagbaba
Masuwerte namang nakaligtas aso,Masuwerte namang nakaligtas ang aso
Sino at ano rin ang nangyari sa mga pinapanagot,Sino at ano rin ang nangyari sa mga pinapanagot
Hindi ko alam anong nang yari,Hindi ko alam anong nangyari
Bilyon ay labas ngayong Marso at P,Bilyon ay ilalabas ngayong Marso at P
Also yung costumes namin grabe legit na legit,Also yung costumes namin grabe legit na legit
Nagbibilangan ng boto pero siya siya naghihintay pa rin,Nagbibilangan na ng boto pero siya siya naghihintay pa rin
At yun po ang ating gagamit na protocol,At yun po ang ating gagamitin na protocol
Bakit NAGKAROON pa ng hearing,Bakit nagkaroon pa ng hearing
Gayunman nadakip din siya ngpulisya sa kanilang ikinasang operasyon,Gayunman nadakip din siya ng pulisya sa kanilang ikinasang operasyon
Nahagupit din raw ang Siargao,Nahagupit din daw ang Siargao
Ang lalaking langaw mamamatay sa sandaling makipagtalik,Ang lalaking langaw mamamatay na sa sandaling makipagtalik
Nagkita uli sila dun girl ang kanyang forever faney,Nagkita uli sila dun ng girl ang kanyang forever faney
Sa MAAGANG panahon ay natuto siyang magnegosyo,Sa maagang panahon ay natuto siyang magnegosyo
‘wag susuko KAHIT mahirap,‘Wag susuko kahit mahirap
Ilan yung mayors na pumasok na,Ilan yung mayors na pumasok na
Susundan kami sa proseso,Sumunod kami sa proseso
Kapakanan ngmga pasahero pangunahing isusulong sa Kongreso,Kapakanan ng mga pasahero pangunahing isusulong sa Kongreso
