Pattern_ID,Hybrid_N-Gram,Frequency,Detailed_POS,Rough_POS,POS_Type
627107,RBS CCT JJD CCP NNC CCB,,,,Only Detailed POS
627108,CCA DTC JJD CCP NNC CCP,,,,Only Detailed POS
627109,DTC JJD CCP NNC CCP VBTR,,,,Only Detailed POS
627110,CCP NNC CCP VBTR CCB JJD,,,,Only Detailed POS
627111,NNC CCP VBTR CCB JJD CCP,,,,Only Detailed POS
627112,VBTR CCB JJD CCP NNC CCB,,,,Only Detailed POS
627113,CCB CDB CCP NNC CCA CDB,,,,Only Detailed POS
627114,LM VBTS CCT NNP RBW_CCP NNP,,,,Only Detailed POS
627116,DTC NNP LM VBTS DTC NNP,,,,Only Detailed POS
627117,VBS CCB DTCP NNC RBL CCT,,,,Only Detailed POS
627119,NNC CCP DTC NNP NNP NNP,,,,Only Detailed POS
627122,CCT CCT NNC CCP NNC CCB,,,,Only Detailed POS
627123,CCT JJD CCB NNC CCB NNPA,,,,Only Detailed POS
627124,CCB NNC CCB NNP CCP DTC,,,,Only Detailed POS
627125,DTC NNC CCT NNC CCB PRI_CCP,,,,Only Detailed POS
627126,NNC CCB PRI_CCP NNC CCB NNC,,,,Only Detailed POS
627127,NNP LM PRI_CCP NNC CCT CCT,,,,Only Detailed POS
627128,LM PRI_CCP NNC CCT CCT NNC,,,,Only Detailed POS
627129,NNC CCT CCT JJD_CCP NNC CCB,,,,Only Detailed POS
627130,CCT CCT JJD_CCP NNC CCB NNP,,,,Only Detailed POS
627131,CCB NNP LM VBTS CCP VBH,,,,Only Detailed POS
627132,NNC CCB NNP LM RBF VBTR,,,,Only Detailed POS
627133,CCB NNP LM RBF VBTR CCB,,,,Only Detailed POS
627134,LM RBF VBTR CCB NNC CCT,,,,Only Detailed POS
627135,NNC CCB NNP CCP VBOF DTC,,,,Only Detailed POS
627136,NNC DTP NNP NNP NNP CCT,,,,Only Detailed POS
627140,CCT NNP CCT JJD CCB NNC,,,,Only Detailed POS
627141,NNP CCT JJD CCB NNC CCB,,,,Only Detailed POS
627142,RBK RBQ VBTS PRP CCP DTC,,,,Only Detailed POS
627143,VBW CCT NNC CCB NNP CCA,,,,Only Detailed POS
627144,CCB NNP CCA NNP CCT NNC,,,,Only Detailed POS
627145,DTC NNP LM VBTS CCB VBAF,,,,Only Detailed POS
627147,JJD CCP DTC JJD_CCP NNC LM,,,,Only Detailed POS
627148,NNP NNP LM VBTS CCP PRO,,,,Only Detailed POS
627150,DTCP NNC CCB NNP NNP CCP,,,,Only Detailed POS
627151,NNC CCB NNP NNP CCP JJD,,,,Only Detailed POS
627152,NNP CCP JJD CCT NNC CCB,,,,Only Detailed POS
627153,CCP JJD CCT NNC CCB NNP,,,,Only Detailed POS
627156,DTC DTCP NNC RBW_CCP NNC LM,,,,Only Detailed POS
627158,LM VBTS CCT NNC CCA VBTS,,,,Only Detailed POS
627159,CCT NNC CCA VBTS CCT JJD_CCP,,,,Only Detailed POS
627160,LM VBTS CCB JJD_CCP NNC_CCP NNC,,,,Only Detailed POS
627161,JJD CCP VBTS CCB DTCP NNC,,,,Only Detailed POS
627162,CCB NNC CCP VBTS CCB NNC,,,,Only Detailed POS
627163,VBTS CCB JJN CCP NNC CCT,,,,Only Detailed POS
627164,NNC CCT NNC CCP NNC CCA,,,,Only Detailed POS
627165,NNC LM JJCC JJD DTC NNC,,,,Only Detailed POS
627166,CCB JJD_CCP DTCP NNC CCA CCT,,,,Only Detailed POS
627167,NNC CCA CCT NNC CCB NNC,,,,Only Detailed POS
627168,DTC DTCP NNC LM VBTS CCA,,,,Only Detailed POS
627169,LM JJD CCB PRI_CCP NNC CCT,,,,Only Detailed POS
627170,JJD CCB PRI_CCP NNC CCT NNC,,,,Only Detailed POS
627171,NNC LM VBTS CCT VBW CCT,,,,Only Detailed POS
627172,VBTS CCT VBW CCT CDB CCP,,,,Only Detailed POS
627173,RBQ DTC DTCP NNC LM VBTS,,,,Only Detailed POS
627175,NNC CCB NNP NNP LM RBD_CCP,,,,Only Detailed POS
627176,NNC_CCP JJD CCB NNP NNP LM,,,,Only Detailed POS
627177,PRI_CCP NNC JJD CCT NNC CCB,,,,Only Detailed POS
627178,JJD CCT NNC CCB NNP NNP,,,,Only Detailed POS
627179,DTC NNC CCB NNC CCP RBL,,,,Only Detailed POS
627180,NNC CCB NNC DTC VBTS CCT,,,,Only Detailed POS
627181,DTC NNC LM RBL JJD CCB,,,,Only Detailed POS
627182,CCB PRI_CCP JJD CCP NNC CCP,,,,Only Detailed POS
627183,VBTR CCB JJD CCP NNC RBW,,,,Only Detailed POS
627184,DTC VBTR CCB NNC CCT NNC,,,,Only Detailed POS
627185,NNC CCB NNC_CCP JJD CCP DTP,,,,Only Detailed POS
627186,CCB NNC_CCP JJD CCP DTP NNP,,,,Only Detailed POS
627187,CCP VBTS CCT NNC CCP PRO,,,,Only Detailed POS
627188,CCB NNP CCP DTP NNP CDB,,,,Only Detailed POS
627190,CCT PRI_CCP NNC CCB DTCP NNC,,,,Only Detailed POS
627191,NNC CCB NNP NNP LM VBOF,,,,Only Detailed POS
627192,CCA PRI RBI_CCP DTCP NNC CCT,,,,Only Detailed POS
627193,PRI RBI_CCP DTCP NNC CCT NNC,,,,Only Detailed POS
627194,CCT CDB CCP DTCP NNC CCA,,,,Only Detailed POS
627195,CDB CCP DTCP NNC CCA DTCP,,,,Only Detailed POS
627196,CCP DTCP NNC CCA DTCP NNC,,,,Only Detailed POS
627197,JJD CCP NNC LM VBAF CCT,,,,Only Detailed POS
627198,NNP CCA DTC NNC CCT DTCP,,,,Only Detailed POS
627199,DTC NNC CCT DTCP NNC RBL,,,,Only Detailed POS
627200,NNC CCP NNC RBL CCT NNP,,,,Only Detailed POS
627202,DTC PRSP_CCP NNC LM VBTR CCP,,,,Only Detailed POS
627203,DTCP NNC CCP NNC CCP VBTR,,,,Only Detailed POS
627204,RBK RBQ DTC NNC CCB DTCP,,,,Only Detailed POS
627205,DTC DTCP JJD CCP NNC NNC,,,,Only Detailed POS
627206,CCP NNC NNC CCT JJD CCP,,,,Only Detailed POS
627207,DTC NNC CCP VBH NNC CCP,,,,Only Detailed POS
627208,CCT NNP NNP LM VBOF CCB,,,,Only Detailed POS
627209,JJCC JJD CCT CDB CCP NNC,,,,Only Detailed POS
627210,CCP NNC CCT VBOF DTC PRSP_CCP,,,,Only Detailed POS
627211,NNC DTC VBTS CCT JJD_CCP NNC,,,,Only Detailed POS
627213,CDB CCP NNC CCT NNP NNP,,,,Only Detailed POS
627214,NNC CCT NNP NNP CCB NNP,,,,Only Detailed POS
627215,NNP NNP RBW_CCP JJN_CCP NNC CCB,,,,Only Detailed POS
627217,NNC CCB NNP NNP LM VBAF,,,,Only Detailed POS
627218,VBTS DTP NNP NNP NNP NNPA,,,,Only Detailed POS
627219,VBTS CCB PRI_CCP NNC CCT PRI_CCP,,,,Only Detailed POS
627220,CCB PRI_CCP NNC CCT PRI_CCP NNP,,,,Only Detailed POS
627221,JJD_CCP NNC CCP VBTS CCT DTCP,,,,Only Detailed POS
627222,NNC CCP VBTS CCT DTCP NNC,,,,Only Detailed POS
627223,NNC CCB NNC_CCP JJD CCP VBTR,,,,Only Detailed POS
627225,PRO DTC JJN_CCP NNC CCP VBTS,,,,Only Detailed POS
627226,CCA CCA RBI RBI CCT NNC,,,,Only Detailed POS
627229,LM VBTR_VBAF CCP VBW DTC NNC,,,,Only Detailed POS
627230,NNC CCT VBW DTC JJD_CCP NNC,,,,Only Detailed POS
627231,NNC CCR CCT JJD_CCP NNC CCB,,,,Only Detailed POS
627232,VBAF CCB JJN CCP NNC CCP,,,,Only Detailed POS
627233,CCB JJN CCP NNC CCP VBTS,,,,Only Detailed POS
627234,JJN CCP NNC CCP VBTS CCB,,,,Only Detailed POS
627235,CCP VBTS CCB NNC CCT NNP,,,,Only Detailed POS
627236,CCB NNPA CCT NNC CCB NNP,,,,Only Detailed POS
627237,RBI RBI CCT NNC CCB DTCP,,,,Only Detailed POS
627238,NNC CCB DTCP NNC CCP NNC,,,,Only Detailed POS
627239,CCB JJD CCP NNC CCB NNC_CCP,,,,Only Detailed POS
627240,CCT NNC CCT DTCP NNC CCB,,,,Only Detailed POS
627241,DTCP NNC CCB NNP CCP VBOF,,,,Only Detailed POS
627242,CCB NNP CCP VBOF DTC NNC,,,,Only Detailed POS
627246,NNC CCT DTCP NNC CCP VBW,,,,Only Detailed POS
627247,CCP VBTS DTP NNP CCB CDB,,,,Only Detailed POS
627248,VBTS DTP NNP CCB CDB CCP,,,,Only Detailed POS
627249,VBTR DTC NNC CCB DTCP NNC,,,,Only Detailed POS
627250,CCP VBOF DTC PRSP_CCP NNC CCT,,,,Only Detailed POS
627251,PRSP_CCP NNC CCT CCT NNC CCB,,,,Only Detailed POS
627252,CCT NNC CCB NNPA CCT NNP,,,,Only Detailed POS
627253,NNC CCB NNPA CCT NNP NNP,,,,Only Detailed POS
627254,NNP LM RBF VBS CCP DTC,,,,Only Detailed POS
627255,CCP DTC DTCP NNC LM VBTR,,,,Only Detailed POS
627256,DTCP NNC LM VBTR CCB DTCP,,,,Only Detailed POS
627257,LM VBTR CCB DTCP NNC CCB,,,,Only Detailed POS
627259,CCT NNP NNP CCP NNC CCT,,,,Only Detailed POS
627260,CCP NNC CCT CCT CDB CCP,,,,Only Detailed POS
627261,CCT CDB CCP NNC CCT NNC,,,,Only Detailed POS
627262,NNP DTC JJD_CCP NNC CCB NNP,,,,Only Detailed POS
627264,CCT NNC CCB NNP CCA CCT,,,,Only Detailed POS
627265,RBR CCT NNC CCB JJD_CCP NNC,,,,Only Detailed POS
627266,NNC CCB NNC CCB NNPA DTC,,,,Only Detailed POS
627267,CCB NNC CCB NNPA DTC NNC,,,,Only Detailed POS
627268,NNC CCB NNPA DTC NNC CCB,,,,Only Detailed POS
627269,CCT NNC CCB JJD JJN_CCP NNC,,,,Only Detailed POS
627270,NNC CCB NNC CCP VBOF CCT,,,,Only Detailed POS
627272,CCB NNP NNP LM VBOF DTC,,,,Only Detailed POS
627273,DTC NNC LM VBTS RBW_CCP NNP,,,,Only Detailed POS
627274,CCP JJD CCT DTCP NNC CCB,,,,Only Detailed POS
627275,CCT DTCP NNC CCB JJD CCP,,,,Only Detailed POS
627276,CCB DTCP NNC CCP DTC JJD_CCP,,,,Only Detailed POS
627277,VBOF CCT CCT NNC CCB NNC,,,,Only Detailed POS
627278,CDB CCP DTCP NNC DTC RBD_CCP,,,,Only Detailed POS
627279,VBOF CCT NNC CCB NNC CCB,,,,Only Detailed POS
627280,PRI_CCP JJD_CCP JJD CCP NNC CCT,,,,Only Detailed POS
627283,NNC CCT VBW CCB JJD_CCP NNC,,,,Only Detailed POS
627284,CCT VBW CCB JJD_CCP NNC CCB,,,,Only Detailed POS
627285,VBOF CCP VBH DTCP NNC CCP,,,,Only Detailed POS
627286,DTCP NNC CCP NNC CCT CCT,,,,Only Detailed POS
627288,DTC DTCP NNC CCP RBL JJD,,,,Only Detailed POS
627289,CCP RBL JJD CCP NNC CCB,,,,Only Detailed POS
627290,NNC CCT CCT DTCP NNP NNC,,,,Only Detailed POS
627291,NNP NNP NNP LM RBF VBTF,,,,Only Detailed POS
627292,NNC CCR DTC NNC CCB NNC,,,,Only Detailed POS
627293,CCR DTC NNC CCB NNC LM,,,,Only Detailed POS
627294,LM VBTF RBI CCT VBTF CCP,,,,Only Detailed POS
627295,CCP NNC CCR DTC NNP NNP,,,,Only Detailed POS
627296,NNC CCR DTC NNP NNP NNP,,,,Only Detailed POS
627297,VBTS CCB NNC CCB VBOF DTC,,,,Only Detailed POS
627300,RBR CCT NNC DTP NNP CCP,,,,Only Detailed POS
627301,CCT NNC DTP NNP CCP DTC,,,,Only Detailed POS
627302,NNC CCR CCT NNC CCA NNC,,,,Only Detailed POS
627303,VBN_CCP JJD CCP NNC CCT JJD,,,,Only Detailed POS
627306,LM RBD CCP VBTS CCB NNC,,,,Only Detailed POS
627307,RBD CCP VBTS CCB NNC CCT,,,,Only Detailed POS
627308,VBTS CCB NNC CCT NNC DTP,,,,Only Detailed POS
627309,CCT NNC DTP NNP CCA VBTS,,,,Only Detailed POS
627310,DTP NNP CCA VBTS CCT NNP,,,,Only Detailed POS
627311,VBTR CCT DTCP NNC CCB VBOF,,,,Only Detailed POS
627312,CCT DTCP NNC CCB VBOF DTC,,,,Only Detailed POS
627313,NNP CCT NNC CCB NNP CCP,,,,Only Detailed POS
627314,NNC DTC NNC DTP NNP CCA,,,,Only Detailed POS
627315,DTC NNC DTP NNP CCA VBTS,,,,Only Detailed POS
627316,NNP CCA VBTS DTC NNC CCT,,,,Only Detailed POS
627317,CCA VBTS DTC NNC CCT CCT,,,,Only Detailed POS
627318,LM VBTR CCT NNC CCB PRI_CCP,,,,Only Detailed POS
627319,VBTR CCT NNC CCB PRI_CCP NNC,,,,Only Detailed POS
627320,CCT NNC CCB PRI_CCP NNC CCP,,,,Only Detailed POS
627321,NNC CCB PRI_CCP NNC CCP VBOF,,,,Only Detailed POS
627322,PRS CCP VBTF CCB DTCP NNC,,,,Only Detailed POS
627323,VBOF DTC NNC CCT VBW PRP,,,,Only Detailed POS
627324,NNC CCP NNC CCB PRSP_CCP NNC,,,,Only Detailed POS
627325,NNC CCB PRSP_CCP NNC CCT DTCP,,,,Only Detailed POS
627326,NNC CCT DTCP JJD_CCP NNC CCT,,,,Only Detailed POS
627327,JJCS_JJD_CCP NNC CCB NNC CCB NNC,,,,Only Detailed POS
627330,NNPA NNP CCB NNP NNP CCP,,,,Only Detailed POS
627331,DTC NNC CCB NNC LM RBD_CCP,,,,Only Detailed POS
627332,NNC CCA VBTR RBK RBQ DTC,,,,Only Detailed POS
627333,VBTS CCT NNC CCP DTC NNC,,,,Only Detailed POS
627334,CCT NNC CCP DTC NNC CCT,,,,Only Detailed POS
627335,DTCP JJD CCP DTCP NNC LM,,,,Only Detailed POS
627336,CCP DTC NNC CCT NNP NNP,,,,Only Detailed POS
627337,CCB DTCP NNC CCA VBTR RBK,,,,Only Detailed POS
627338,DTCP NNC CCA VBTR RBK RBQ,,,,Only Detailed POS
627339,DTCP NNC CCB NNPA LM VBTS,,,,Only Detailed POS
627340,DTC DTCP NNC LM VBAF CCA,,,,Only Detailed POS
627341,CCA PRI RBI_CCP NNC CCB NNC,,,,Only Detailed POS
627342,CCT NNC CCT PRI_CCP JJD CCP,,,,Only Detailed POS
627343,DTC JJD CCP NNC CCP VBTS,,,,Only Detailed POS
627344,NNPA CCB DTCP NNC CCB NNC,,,,Only Detailed POS
627345,CCT NNC CCT NNC CCP VBTS,,,,Only Detailed POS
627346,CCP VBTS PRP CCP VBTS CCB,,,,Only Detailed POS
627347,VBTS CCB NNC CCT NNC CCP,,,,Only Detailed POS
627348,CCB NNC CCT NNC CCP VBN_CCP,,,,Only Detailed POS
627349,NNC CCT NNC CCP VBN_CCP NNC,,,,Only Detailed POS
627350,CCT DTC DTCP JJD CCP NNC,,,,Only Detailed POS
627351,DTCP JJD CCP NNC CCP VBOF,,,,Only Detailed POS
627354,NNP CCP DTC NNC LM RBF,,,,Only Detailed POS
627355,CCP DTC NNC LM RBF VBTR,,,,Only Detailed POS
627356,DTC NNC LM RBF VBTR DTC,,,,Only Detailed POS
627357,NNC LM RBF VBTR DTC DTCP,,,,Only Detailed POS
627358,LM RBF VBTR DTC DTCP NNC,,,,Only Detailed POS
627359,NNC CCT NNC CCT NNP CCA,,,,Only Detailed POS
627360,DTC NNC LM JJD CCP RBD,,,,Only Detailed POS
627361,JJD_CCP NNC RBR CCT NNC CCB,,,,Only Detailed POS
627362,RBR CCT NNC CCB NNC CCA,,,,Only Detailed POS
627363,LM VBTS CCP VBN_CCP NNC CCB,,,,Only Detailed POS
627364,JJD CCT DTCP NNC CCT NNC,,,,Only Detailed POS
627366,NNC CCB NNC LM PRI_CCP NNC,,,,Only Detailed POS
627367,DTC NNC LM RBD_CCP VBOF DTC,,,,Only Detailed POS
627368,LM RBD_CCP VBOF DTC NNC CCT,,,,Only Detailed POS
627369,JJD CCP NNC CCT VBOF DTC,,,,Only Detailed POS
627370,NNC JJC CCB NNC CCB DTCP,,,,Only Detailed POS
627371,DTC NNC CCB NNC LM JJD,,,,Only Detailed POS
627372,CCT RBI RBI CCR PRP LM,,,,Only Detailed POS
627373,RBI RBI CCR PRP LM RBD_CCP,,,,Only Detailed POS
627374,CCA JJD CCP NNC CCA NNC,,,,Only Detailed POS
627375,JJD_CCP NNC CCT NNC CCB PRI,,,,Only Detailed POS
627376,PRI NNC CCB NNC CCP VBTR,,,,Only Detailed POS
627377,CCA DTC DTCP JJD_CCP NNC CCB,,,,Only Detailed POS
627378,NNC CCB PRI RBI_CCP DTCP NNC,,,,Only Detailed POS
627379,NNC CCT NNC CCA NNC LM,,,,Only Detailed POS
627380,CCT CCP VBOF DTC NNC CCT,,,,Only Detailed POS
627381,CCT NNC CCB NNC CCP VBS,,,,Only Detailed POS
627382,CCP NNC CCP DTCP NNC CCB,,,,Only Detailed POS
627383,CCP VBTS CCB NNC CCT JJD,,,,Only Detailed POS
627384,JJD CCA DTCP NNC CCB NNC,,,,Only Detailed POS
627385,CCA DTCP NNC CCB NNC CCA,,,,Only Detailed POS
627386,DTCP NNC CCB NNC CCA RBI,,,,Only Detailed POS
627387,NNC CCB NNC CCA RBI RBI,,,,Only Detailed POS
627388,LM VBTS CCT VBOF CCP DTC,,,,Only Detailed POS
627389,DTC DTCP NNC LM VBTR RBI,,,,Only Detailed POS
627390,DTCP NNC LM VBTR RBI RBI,,,,Only Detailed POS
627391,DTP NNP NNP CCA FW NNP,,,,Only Detailed POS
627392,DTP NNP LM VBTS CCT PRI_CCP,,,,Only Detailed POS
627393,NNP LM VBTS CCT PRI_CCP JJD,,,,Only Detailed POS
627394,VBTS CCB DTCP NNC CCP VBTS,,,,Only Detailed POS
627395,VBW CCT PRI_CCP NNC CCB NNC,,,,Only Detailed POS
627396,CCA PRI_CCP NNC LM VBTS CCB,,,,Only Detailed POS
627397,CCT NNC CCB NNC CCT DTP,,,,Only Detailed POS
627398,CCT PRSP_CCP NNC_CCP NNC CCT NNP,,,,Only Detailed POS
627399,PRQ CCT DTCP NNC CCT NNC,,,,Only Detailed POS
627401,VBTS DTC DTCP NNC RBL CCT,,,,Only Detailed POS
627402,RBF VBTS CCT DTCP NNC CCT,,,,Only Detailed POS
627403,NNP LM VBTS DTC PRI_CCP NNC,,,,Only Detailed POS
627404,LM VBTS DTC PRI_CCP NNC CCT,,,,Only Detailed POS
627405,DTC PRI_CCP NNC CCT VBAF CCT,,,,Only Detailed POS
627406,NNP CCB NNC CCT NNP NNP,,,,Only Detailed POS
627407,CCB NNC CCT NNP NNP RBW_CCP,,,,Only Detailed POS
627408,NNC CCT NNP NNP RBW_CCP NNP,,,,Only Detailed POS
627409,FW NNP NNPA NNP NNPA LM,,,,Only Detailed POS
627410,NNP NNPA LM VBTS DTC NNC,,,,Only Detailed POS
627411,NNPA LM VBTS DTC NNC CCB,,,,Only Detailed POS
627412,DTC NNC CCB FW FW CCT,,,,Only Detailed POS
627413,DTC NNC CCT NNP CCA DTC,,,,Only Detailed POS
627414,NNC CCT NNP CCA DTC NNC,,,,Only Detailed POS
627415,CCT NNP CCA DTC NNC CCB,,,,Only Detailed POS
627416,NNP CCA DTC NNC CCB NNC_CCP,,,,Only Detailed POS
627417,DTC NNC CCB NNC_CCP NNC LM,,,,Only Detailed POS
627418,DTC NNP NNP LM VBTS CCP,,,,Only Detailed POS
627419,VBTR DTC JJD CCP NNC CCB,,,,Only Detailed POS
627420,DTC JJD CCP NNC CCB NNPA,,,,Only Detailed POS
627421,JJD CCP NNC CCB NNPA CCT,,,,Only Detailed POS
627423,VBTR DTC NNC CCT NNC CCB,,,,Only Detailed POS
627424,NNC CCP DTP NNP NNP RBW_CCP,,,,Only Detailed POS
627425,NNC CCP VBTS DTP NNP CCB,,,,Only Detailed POS
627426,CCP NNC CCT NNP CCB NNP,,,,Only Detailed POS
627427,CCB NNC CCB NNP CCT DTCP,,,,Only Detailed POS
627428,VBTF PRS CCT JJD_CCP NNC CCB,,,,Only Detailed POS
627429,NNC CCB JJD CCA JJD CCP,,,,Only Detailed POS
627430,VBS CCP NNC CCB DTCP NNC,,,,Only Detailed POS
627431,CCP NNC CCB DTCP NNC NNPA,,,,Only Detailed POS
627432,CCA NNC CCB NNP CCB NNP,,,,Only Detailed POS
627433,RBD_CCP VBAF CCB NNC CCT CCT,,,,Only Detailed POS
627434,DTCP NNC DTP NNP LM VBTS,,,,Only Detailed POS
627436,CCB DTCP NNC CCB NNPA LM,,,,Only Detailed POS
627437,CCB NNPA LM VBTF CCB PRI,,,,Only Detailed POS
627438,NNP LM VBTR CCB JJD_CCP NNC,,,,Only Detailed POS
627439,DTCP NNC CCT PRSP_CCP NNC CCT,,,,Only Detailed POS
627440,NNC CCT CCT NNP CCT JJD_CCP,,,,Only Detailed POS
627441,CCT CCT NNP CCT JJD_CCP NNC,,,,Only Detailed POS
627442,JJD CCP VBW CCB NNC CCB,,,,Only Detailed POS
627443,CCP VBW CCB NNC CCB NNP,,,,Only Detailed POS
627445,NNC CCP JJD DTC NNC CCB,,,,Only Detailed POS
627446,LM VBTR DTC DTCP NNC CCT,,,,Only Detailed POS
627447,NNC CCB NNP NNP LM JJD_CCP,,,,Only Detailed POS
627448,CCP DTC NNC LM JJD CCT,,,,Only Detailed POS
627451,NNC_CCP NNP CCB NNP NNP NNP,,,,Only Detailed POS
627452,NNP_CCP NNP LM VBTS CCB NNC,,,,Only Detailed POS
627453,VBW DTP NNP NNP CCT PRSP_CCP,,,,Only Detailed POS
627454,DTC DTCP NNC LM JJD CCT,,,,Only Detailed POS
627455,DTC JJD_CCP NNC CCP VBTR CCB,,,,Only Detailed POS
627456,JJD_CCP NNC CCP VBTR CCB NNP,,,,Only Detailed POS
627457,NNC CCP VBTR CCB NNP NNP,,,,Only Detailed POS
627460,CCP VBH JJD_CCP NNC CCT NNC,,,,Only Detailed POS
627461,JJD_CCP NNC CCT NNC CCT DTCP,,,,Only Detailed POS
627462,DTCP VBAF CCT NNP NNP NNP,,,,Only Detailed POS
627463,CCB FW CCA DTC NNC CCB,,,,Only Detailed POS
627464,VBTS DTP NNP CCT PRI_CCP NNC,,,,Only Detailed POS
627465,DTP NNP CCT PRI_CCP NNC CCT,,,,Only Detailed POS
627466,CCT PRI_CCP NNC CCT NNC RBW,,,,Only Detailed POS
627468,DTP NNP CCA NNP LM VBTS,,,,Only Detailed POS
627469,NNP CCA NNP LM VBTS RBI,,,,Only Detailed POS
627470,CCA NNP LM VBTS RBI CCT,,,,Only Detailed POS
627471,NNP LM VBTS RBI CCT NNC,,,,Only Detailed POS
627472,RBI CCT NNC CCB NNC CCB,,,,Only Detailed POS
627473,RBF PRP VBOF DTC NNC CCT,,,,Only Detailed POS
627474,DTC NNC CCT CCT DTCP NNP,,,,Only Detailed POS
627475,NNC CCT CCT DTCP NNP CCT,,,,Only Detailed POS
627476,NNP LM VBAF RBI CCT NNC,,,,Only Detailed POS
627477,DTC JJD_CCP NNC CCP VBOF CCB,,,,Only Detailed POS
627478,DTC NNP LM VBTS DTC NNC,,,,Only Detailed POS
627479,LM VBTS DTC NNC CCP VBTS,,,,Only Detailed POS
627481,CCP VBAF CCT DTCP JJD CCP,,,,Only Detailed POS
627482,CCT NNP CCT NNC CCB DTCP,,,,Only Detailed POS
627483,DTCP NNC CCA JJD CCP NNC,,,,Only Detailed POS
627486,NNC CCR CCT NNC CCB NNP,,,,Only Detailed POS
627490,VBOF DTC DTCP NNC CCB NNC_CCP,,,,Only Detailed POS
627491,NNC CCP NNP NNP FW NNP,,,,Only Detailed POS
627492,JJD_CCP NNC LM VBTS CCT NNC,,,,Only Detailed POS
627493,LM VBTS CCT NNC CCT NNC,,,,Only Detailed POS
627494,NNC CCP VBH NNC CCP VBW,,,,Only Detailed POS
627495,JJD CCP DTCP NNC CCB DTC,,,,Only Detailed POS
627496,CCA PRI_CCP NNC CCA NNC CCB,,,,Only Detailed POS
627497,NNC CCP CDB NNCA RBL CCT,,,,Only Detailed POS
627499,PRP_CCP VBW CCT NNC CCB NNC,,,,Only Detailed POS
627501,CCP PRO DTC NNC CCB NNC,,,,Only Detailed POS
627502,CCT DTC PRSP_CCP NNC LM RBF,,,,Only Detailed POS
627503,CCA VBOF DTC NNC CCT NNC,,,,Only Detailed POS
627505,VBH NNC DTC DTCP NNC CCA,,,,Only Detailed POS
627507,CDB CCP DTCP NNC CCP VBTS,,,,Only Detailed POS
627509,CCP NNC CCB NNC LM VBAF,,,,Only Detailed POS
627510,DTC NNC CCB DTCP NNC JJC,,,,Only Detailed POS
627511,CCB DTCP NNC JJC CCB DTCP,,,,Only Detailed POS
627512,NNC CCT NNC CCB PRSP_CCP DTCP,,,,Only Detailed POS
627513,LM VBAF CCT PRSP_CCP DTCP NNC,,,,Only Detailed POS
627514,VBOF DTC DTCP NNC CCA DTC,,,,Only Detailed POS
627515,DTC JJD_CCP NNC CCP NNC CCP,,,,Only Detailed POS
627516,JJD CCP VBTR CCT DTCP NNC,,,,Only Detailed POS
627517,NNPA JJD DTCP NNC NNPA CCP,,,,Only Detailed POS
627518,VBTS CCB CDB CCP DTCP NNC,,,,Only Detailed POS
627519,CCB CDB CCP DTCP NNC CCP,,,,Only Detailed POS
627520,CDB CCP DTCP NNC CCP VBTR,,,,Only Detailed POS
627521,DTCP NNC CCP VBTR DTC PRSP_CCP,,,,Only Detailed POS
627522,NNC CCP VBTR DTC PRSP_CCP DTCP,,,,Only Detailed POS
627523,CCP VBTR DTC PRSP_CCP DTCP NNC,,,,Only Detailed POS
627524,LM VBAF CCB NNC CCT DTCP,,,,Only Detailed POS
627525,VBAF CCB NNC CCT DTCP NNC,,,,Only Detailed POS
627526,DTC NNP CCT NNC CCB NNP,,,,Only Detailed POS
627527,CCT NNC CCB NNP CCP PRS_CCP,,,,Only Detailed POS
627528,JJD CCP VBH NNC CCT NNC,,,,Only Detailed POS
627529,CCB NNC DTC NNC CCT DTCP,,,,Only Detailed POS
627530,CCA VBOF DTC DTCP NNC CCP,,,,Only Detailed POS
627531,NNP LM JJD CCB NNP CCB,,,,Only Detailed POS
627532,CCA VBOF DTC NNC CCB PRSP_CCP,,,,Only Detailed POS
627533,VBTS DTP NNP DTC NNP CCB,,,,Only Detailed POS
627534,VBTS CCB NNP CCT NNC CCB,,,,Only Detailed POS
627535,CCP VBTS CCB VBW CCT NNC,,,,Only Detailed POS
627536,DTCP NNC CCB NNC CCB NNC_CCP,,,,Only Detailed POS
627537,NNC CCB NNC CCB NNC_CCP RBI_CCP,,,,Only Detailed POS
627538,CCB VBW DTC DTCP NNC CCP,,,,Only Detailed POS
627539,VBW DTC DTCP NNC CCP VBTR,,,,Only Detailed POS
627540,CCB DTCP NNC CCP VBTS LM,,,,Only Detailed POS
627541,DTCP NNC CCB NNPA CCT NNP,,,,Only Detailed POS
627542,CCP DTP NNP NNP CCA NNP,,,,Only Detailed POS
627543,DTC DTCP NNC LM VBOF CCT,,,,Only Detailed POS
627544,DTCP NNC LM VBOF CCT NNC,,,,Only Detailed POS
627545,CCT NNP FW NNP NNP LM,,,,Only Detailed POS
627546,VBTR CCT CCP DTC NNC CCB,,,,Only Detailed POS
627547,DTC NNC CCB NNC CCB PRSP_CCP,,,,Only Detailed POS
627548,VBTR CCP VBAF CCB NNC CCT,,,,Only Detailed POS
627549,CCB VBW DTC PRI_CCP NNC CCP,,,,Only Detailed POS
627550,PRP LM VBTR_VBAF CCT NNC CCB,,,,Only Detailed POS
627551,VBTS CCT DTCP NNC CCP DTC,,,,Only Detailed POS
627552,CCT DTCP NNC CCP DTC DTCP,,,,Only Detailed POS
