Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Kinahiligan din niya ang panonood nang magdamag sa anime show na ""Naruto,"" na dilaw rin ang kulay ng buhok ng bida.","Kinahiligan din niya ang panonood nang magdamag sa anime show na ""Naruto,"" na dilaw rin ang kulay ng buhok ng bida.","Kinahiligan din niya ang panonood nang magdamag sa aide show na ""narito,"" na dilaw rin ang kulay ng buhok ng bida.","['anime', 'Naruto']","{'anime': ['anim', 'animo', 'aide', 'akme', 'alice'], 'Naruto': ['baruto', 'naluto', 'narito', 'natuto', 'nauto']}"
"Kaugnay nito, pinaalalahanan ng BFAR ang publiko na lahat ng uri ng shellfish at acetes, o alamang, na nakokolekta mula sa naturang mga lugar ay hindi ligtas na kainin.","Kaugnay nito, pinaalalahanan ng BFAR ang publiko na lahat ng uri ng shellfish at acetes, o alamang, na nakokolekta mula sa naturang mga lugar ay hindi ligtas na kainin.","Kaugnay nito, pinaalalahanan ng far ang publiko na lahat ng uri ng shellfish at acres, o alamang, na nakokolekta mula sa naturang mga lugar ay hindi ligtas na kainin.","['BFAR', 'acetes']","{'BFAR': ['bar', 'bear', 'far', 'ar', 'ba'], 'acetes': ['aretes', 'acces', 'acres', 'actres', 'acts']}"
Pinagsabihan ni Bravo sina MMDA Task Force Special Operations and Anti-Colorum Unit head Bong Nebrija at mga kasama na huwag galawin ang car wash at siya na ang kusang mag-aalis nito.Nagkaroon.,Pinagsabihan ni Bravo sina MMDA Task Force Special Operations and Anti-Colorum Unit head Bong Nebrija at mga kasama na huwag galawin ang car wash at siya na ang kusang mag-aalis nito.Nagkaroon.,Pinagsabihan ni bago sina MMDA Task Force Special Operations and Anti-Colorum Unit head Bong ecija at mga kasama na huwag galawin ang car wash at siya na ang kusang mag-aalis nito.Nagkaroon.,"['Bravo', 'Nebrija']","{'Bravo': ['braso', 'araro', 'bago', 'baho', 'bako'], 'Nebrija': ['neblina', 'debris', 'ecija', 'kabrita', 'kerida']}"
"Hinimok naman ni Communist Party of the Philippines (CPP) chief information officer Marco Valbuena si Digong na ""enjoyin"" ang ika-77 birthday ngayong araw — posibleng ito na raw kasi ang huli ""bago siya ikulong"" dahil sa mga isyu ng extrajudicial killings at paglabag sa karapatang pantao.","Hinimok naman ni Communist Party of the Philippines (CPP) chief information officer Marco Valbuena si Digong na ""enjoyin"" ang ika-77 birthday ngayong araw — posibleng ito na raw kasi ang huli ""bago siya ikulong"" dahil sa mga isyu ng extrajudicial killings at paglabag sa karapatang pantao.","Hinimok naman ni Communist Party of the Philippines (cop) chief information officer marcos alumna si Digong na ""enjoyin"" ang ika-ag birthday ngayong araw — posibleng ito na raw kasi ang huli ""bago siya ikulong"" dahil sa mga isyu ng extrajudicial killings at paglabag sa karapatang pantao.","['CPP', 'Marco', 'Valbuena', '77']","{'CPP': ['app', 'cap', 'cop', 'cup', 'ap'], 'Marco': ['magco', 'march', 'marcos', 'marko', 'marso'], 'Valbuena': ['albumen', 'albumeng', 'alumna', 'balbula', 'balyena'], '77': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"At sure ako na pag binigyan ni Ben Chan ng dinner si Hyun Bin, invited sila ni Dingdong, at doon niya makikita na hoy, mas pogi si Dingdong noh, at mas maganda si Marian kay Son Ye-jin noh!","At sure ako na pag binigyan ni Ben Chan ng dinner si Hyun Bin, invited sila ni Dingdong, at doon niya makikita na hoy, mas pogi si Dingdong noh, at mas maganda si Marian kay Son Ye-jin noh!","At sure ako na pag binigyan ni bed cha ng dinner si hymn Bin, invited sila ni dihadong, at doon niya makikita na hoc, mas angi si dihadong no, at mas maganda si malian kay Son de-gin no!","['Ben', 'Chan', 'Hyun', 'Dingdong', 'hoy', 'pogi', 'Dingdong', 'noh', 'Marian', 'Ye', 'jin', 'noh']","{'Ben': ['ban', 'be', 'bed', 'bee', 'been'], 'Chan': ['ahan', 'can', 'cha', 'chain', 'cham'], 'Hyun': ['ayun', 'hayun', 'hymn', 'yun', 'alun'], 'Dingdong': ['dingding', 'digong', 'dihadong', 'dinamong', 'dinayong'], 'hoy': ['boy', 'ho', 'hoc', 'hog', 'holy'], 'pogi': ['pagi', 'pigi', 'angi', 'apog', 'bog'], 'noh': ['doh', 'ngh', 'no', 'non', 'noo'], 'Marian': ['arian', 'harian', 'malian', 'mariin', 'parian'], 'Ye': ['be', 'bye', 'de', 'e', 'eye'], 'jin': ['bin', 'din', 'gin', 'hin', 'iin']}"
"For that, promise Papa Miguel, fan mo na ako forever, hindi na kita puwedeng palitan sa buhay ko, talagang nandiyan ka na, at hindi mo na rin ako puwedeng burahin, dahil nauna ako kay Mama Millet, hah hah hah.","For that, promise Papa Miguel, fan mo na ako forever, hindi na kita puwedeng palitan sa buhay ko, talagang nandiyan ka na, at hindi mo na rin ako puwedeng burahin, dahil nauna ako kay Mama Millet, hah hah hah.","For that, promise Papa bigtal, fan mo na ako forever, hindi na kita puwedeng palitan sa buhay ko, talagang nandiyan ka na, at hindi mo na rin ako puwedeng burahin, dahil nauna ako kay Mama bullet, hal hal hal.","['Miguel', 'Millet', 'hah', 'hah', 'hah']","{'Miguel': ['pigue', 'anghel', 'bigtal', 'biguin', 'biofuel'], 'Millet': ['mallet', 'milled', 'bullet', 'filled', 'killed'], 'hah': ['ah', 'had', 'hal', 'ham', 'han']}"
"May hinatid po ako, pauwi na ako o kaya ay papunta sa isang lugar,ayon pa kay Eleazar.","May hinatid po ako, pauwi na ako o kaya ay papunta sa isang lugar,ayon pa kay Eleazar.","May hinatid po ako, pauwi na ako o kaya ay papunta sa isang lugar,ayon pa kay Eleazar.",[],{}
"Dagdag ng gobernador, ginagawa na rin ngayon ng Sangguniang Panlalawigan ang ordinansa hinggil sa overloading at quarrying.","Dagdag ng gobernador, ginagawa na rin ngayon ng Sangguniang Panlalawigan ang ordinansa hinggil sa overloading at quarrying.","Dagdag ng gobernador, ginagawa na rin ngayon ng Sangguniang Panlalawigan ang ordinansa hinggil sa overloading at quarrying.",[],{}
Tinapos na nga ng aktor sa pamamagitan ng Instagram post niyang magkasama sila ng kanyang asawa.,Tinapos na nga ng aktor sa pamamagitan ng Instagram post niyang magkasama sila ng kanyang asawa.,Tinapos na nga ng aktor sa pamamagitan ng Instagram post niyang magkasama sila ng kanyang asawa.,[],{}
"Ayon sa madre, wala itong katotohanan sapagkat nito lamang Mayo at Hunyo ay isinagawa ang unang batch ng bakuna sa RVM sisters at sinundan din ito ng ikalawang batch nitong Hulyo.","Ayon sa madre, wala itong katotohanan sapagkat nito lamang Mayo at Hunyo ay isinagawa ang unang batch ng bakuna sa RVM sisters at sinundan din ito ng ikalawang batch nitong Hulyo.","Ayon sa maire, wala itong katotohanan sapagkat nito lamang Mayo at Hunyo ay isinagawa ang unang batch ng bakuna sa am sisters at sinundan din ito ng ikalawang batch nitong Hulyo.","['marre', 'RVM']","{'marre': ['madre', 'magre', 'maire', 'manre', 'mare'], 'RVM': ['rim', 'aam', 'am', 'arm', 'bbm']}"
Iginiit ng TNT/Abante na hindi imbento at kathang-isip lang sumulat ang nasabing istorya kung kayat walang basehan at kabastusan ang ginawang pagtanggal dito sa internet ng nagpapakilalang fact-checker.,Iginiit ng TNT/Abante na hindi imbento at kathang-isip lang sumulat ang nasabing istorya kung kayat walang basehan at kabastusan ang ginawang pagtanggal dito sa internet ng nagpapakilalang fact-checker.,Iginiit ng TNT/Abante na hindi imbento at kathang-isip lang sumulat ang nasabing istorya kung kayat walang basehan at kabastusan ang ginawang pagtanggal dito sa internet ng nagpapakilalang fact-checks.,['checker'],"{'checker': ['checkers', 'check', 'checks', 'checkup', 'cheer']}"
Ito ‘yung batas dito sa Indonesia kaya’t kailangan natin ipagpatupad ‘yan.,Ito ‘yung batas dito sa Indonesia kaya’t kailangan natin ipagpatupad ‘yan.,Ito ‘yung batas dito sa idinasig kaya’t kailangan natin ipagpatawad ‘yan.,"['Indonesia', 'ipagpatupad']","{'Indonesia': ['amnesia', 'diakonesa', 'idinasig', 'inaaresta', 'inaresta'], 'ipagpatupad': ['ipapatupad', 'pagpatupad', 'ipagpatawad', 'ipagtupad', 'magpatupad']}"
"Modus ng grupo na buhusan ng palihim ng toyo o oyster sauce ang damit ng biktima, at habang tinutulungan kunyari ng isang miyembro ng grupo, sasamantalahin ng ibang miyembro ng grupo ang pagkakataon para dukutan ang biktima.","Modus ng grupo na buhusan ng palihim ng toyo o oyster sauce ang damit ng biktima, at habang tinutulungan kunyari ng isang miyembro ng grupo, sasamantalahin ng ibang miyembro ng grupo ang pagkakataon para dukutan ang biktima.","Modus ng grupo na buhusan ng palihim ng toyo o daster sauce ang damit ng biktima, at habang tinutulungan kunyari ng isang miyembro ng grupo, sasamantalahin ng ibang miyembro ng grupo ang pagkakataon para dukutan ang biktima.",['oyster'],"{'oyster': ['ouster', 'booster', 'daster', 'foster', 'holster']}"
"Nagkapikunan umano habang naglalaro ang koponan ng Barangay Osmena at JP Laurel, na nauwi sa suntukan.","Nagkapikunan umano habang naglalaro ang koponan ng Barangay Osmena at JP Laurel, na nauwi sa suntukan.","Nagkapikunan umano habang naglalaro ang koponan ng Barangay omega at j Laurel, na nauwi sa suntukan.","['Osmena', 'JP']","{'Osmena': ['dosena', 'esena', 'omega', 'aamen', 'aamenah'], 'JP': ['ap', 'ip', 'j', 'jr', 'op']}"
"Nawasak din ang unahang bahagi ng van, maging ang bus.","Nawasak din ang unahang bahagi ng van, maging ang bus.","Nawasak din ang unahang bahagi ng van, maging ang bus.",[],{}
"Ayon kay Duterte, kabilang sa binisita niya ang bata sa ospital na nag-iisa na lamang dahil namatay ang mga magulang at mga kapatid nito.","Ayon kay Duterte, kabilang sa binisita niya ang bata sa ospital na nag-iisa na lamang dahil namatay ang mga magulang at mga kapatid nito.","Ayon kay suwerte, kabilang sa binisita niya ang bata sa ospital na nag-iisa na lamang dahil namatay ang mga magulang at mga kapatid nito.",['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
"Ngayon, kung subukan ninyo ayaw ninyo ng bakuna, anti-rabies marami akong stock diyan ngayon.","Ngayon, kung subukan ninyo ayaw ninyo ng bakuna, anti-rabies marami akong stock diyan ngayon.","Ngayon, kung subukan ninyo ayaw ninyo ng bakuna, anti-rabies marami akong stock diyan ngayon.",[],{}
"Kaya sa gabi, kailangan nilang gumamit ng gasera kapag may kailangang gawin sa pag-aaral.","Kaya sa gabi, kailangan nilang gumamit ng gasera kapag may kailangang gawin sa pag-aaral.","Kaya sa gabi, kailangan nilang gumamit ng gasera kapag may kailangang gawin sa pag-aaral.",[],{}
"Darating din ang panahon na magkaka-edad tayo, kapag retiro ko sa overseas ay at least may pagkakakitaan talagang napakalaki ng kita ng nagka-calamansi habang nandun pa ako sa abroad pinapa-establish ko to sa wife ko, saad niya.","Darating din ang panahon na magkaka-edad tayo, kapag retiro ko sa overseas ay at least may pagkakakitaan talagang napakalaki ng kita ng nagka-calamansi habang nandun pa ako sa abroad pinapa-establish ko to sa wife ko, saad niya.","Darating din ang panahon na magkaka-edad tayo, kapag retiro ko sa overseas ay at least may pagkakakitaan talagang napakalaki ng kita ng nagka-calamansi habang anden pa ako sa abroad pinapa-establish ko to sa wife ko, saad niya.",['nandun'],"{'nandun': ['andun', 'nandon', 'anden', 'andon', 'ganun']}"
"Nalungkot si Danita na hindi niya ito matutuloy dahil natatakot siya sa tumataas na COVID cases, at may mga kasama raw siya sa bahay na maaring mahawa kaya nakiusap siya sa production na hindi muna siya tutuloy sa taping nito.","Nalungkot si Danita na hindi niya ito matutuloy dahil natatakot siya sa tumataas na COVID cases, at may mga kasama raw siya sa bahay na maaring mahawa kaya nakiusap siya sa production na hindi muna siya tutuloy sa taping nito.","Nalungkot si manita na hindi niya ito matutuloy dahil natatakot siya sa tumataas na COVID cases, at may mga kasama raw siya sa bahay na maaring mahawa kaya nakiusap siya sa production na hindi muna siya tutuloy sa taping nito.",['Danita'],"{'Danita': ['dalita', 'kanita', 'manita', 'nanita', 'aanit']}"
Idinagdag pa ng senador na ang tatlong dekada nang Labor Code ay kailangang makasabay sa mga pangangailangan at hamon ng kasalukuyang panahon.,Idinagdag pa ng senador na ang tatlong dekada nang Labor Code ay kailangang makasabay sa mga pangangailangan at hamon ng kasalukuyang panahon.,idinadag pa ng senador na ang tatlong dekada nang Labor Code ay kailangang makasabay sa mga pangangailangan at hamon ng kasalukuyang panahon.,['Irinagdag'],"{'Irinagdag': ['idinagdag', 'dinagdag', 'idinadag', 'alinagnag', 'binagbag']}"
"Sabi nga niya, bukas naman daw siya sa posibilidad na ma-in love uli pero base sa mga natutunan niya sa nakaraang relasyon, napagtanto niyang kailangang mahalin daw niya muna ang sarili niya.","Sabi nga niya, bukas naman daw siya sa posibilidad na ma-in love uli pero base sa mga natutunan niya sa nakaraang relasyon, napagtanto niyang kailangang mahalin daw niya muna ang sarili niya.","Sabi nga niya, bukas naman daw siya sa posibilidad na ma-in love uli pero base sa mga natutunan niya sa nakaraang relasyon, napagtanto niyang kailangang mahalin daw niya muna ang sarili niya.",[],{}
"Mayroon din po sa specific areas na hindi gagana po ang signal dahil mayroon tayong jammer, pahayag ni National Capital Region Police Office (NCRPO) chief Police Major General Vicente Danao Jr.","Mayroon din po sa specific areas na hindi gagana po ang signal dahil mayroon tayong jammer, pahayag ni National Capital Region Police Office (NCRPO) chief Police Major General Vicente Danao Jr.","Mayroon din po sa specific areas na hindi gagana po ang signal dahil mayroon tayong famer, pahayag ni National Capital Region Police Office (naipo) chief Police Major General accents danaw Jr.","['jammer', 'NCRPO', 'Vicente', 'Danao']","{'jammer': ['hammer', 'bamper', 'famer', 'farmer', 'gamer'], 'NCRPO': ['korpo', 'nagpo', 'naipo', 'napo', 'narco'], 'Vicente': ['disente', 'license', 'accents', 'ahente', 'bente'], 'Danao': ['danak', 'danas', 'danaw', 'danay', 'panao']}"
Ngunit parehong inilipat ang FIBA Asia Cup at SEA Games sa susunod na taon dahil sa coronavirus disease (COVID-19) surge sa mga naturang host countries.,Ngunit parehong inilipat ang FIBA Asia Cup at SEA Games sa susunod na taon dahil sa coronavirus disease (COVID-19) surge sa mga naturang host countries.,Ngunit parehong inilipat ang iba asi Cup at SEA Games sa susunod na taon dahil sa coronavirus disease (COVID-ag) surge sa mga naturang host countries.,"['FIBA', 'Asia', '19']","{'FIBA': ['fina', 'giba', 'iba', 'iiba', 'siba'], 'Asia': ['aria', 'asa', 'asi', 'asias', 'asid'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Naitala rin ang apat na bagong kaso ng delta sa Central Visayas, dalawa sa Davao Region, and one each in Zamboanga Peninsula, Cagayan Valley, at Ilocos Region at lahat naman ng kaso ay pawang nakarekober.","Naitala rin ang apat na bagong kaso ng delta sa Central Visayas, dalawa sa Davao Region, and one each in Zamboanga Peninsula, Cagayan Valley, at Ilocos Region at lahat naman ng kaso ay pawang nakarekober.","Naitala rin ang apat na bagong kaso ng delta sa Central Visayas, dalawa sa daan Region, and one each in Zamboanga Peninsula, Cagayan Valley, at locks Region at lahat naman ng kaso ay pawang nakarekober.","['Davao', 'Ilocos']","{'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag'], 'Ilocos': ['llocos', 'blocks', 'locks', 'lolos', 'aloob']}"
"Ayon kay Abalos, mahaharap sa multa ang mga lalabag sa patakaran.","Ayon kay Abalos, mahaharap sa multa ang mga lalabag sa patakaran.","Ayon kay Abalos, mahaharap sa multa ang mga lalabag sa patakaran.",[],{}
"Gusto rin ni Yorme na siya ang personal na magpaabot kay Ate Vi ng balita na ang sangguniang panlungsod ng Maynila sa pangunguna ni Vice Mayor Honey Lacuna, at ang mga konsehal ng lungsod ay nagpalabas ng isang resolusyon na nag-eendorso kay Ate Vi bilang National Artist. Hindi karaniwan sa isang konseho na magpalabas ng ganyang endorsement, dahil iyan ay karaniwang iniiwan na lang nila sa desisyon ng NCCA at CCP na siyang gumagawa talaga ng nominasyon.","Gusto rin ni Yorme na siya ang personal na magpaabot kay Ate Vi ng balita na ang sangguniang panlungsod ng Maynila sa pangunguna ni Vice Mayor Honey Lacuna, at ang mga konsehal ng lungsod ay nagpalabas ng isang resolusyon na nag-eendorso kay Ate Vi bilang National Artist. Hindi karaniwan sa isang konseho na magpalabas ng ganyang endorsement, dahil iyan ay karaniwang iniiwan na lang nila sa desisyon ng NCCA at CCP na siyang gumagawa talaga ng nominasyon.","Gusto rin ni core na siya ang personal na magpaabot kay Ate Vi ng balita na ang sangguniang lungsod ng Maynila sa pangunguna ni Vice Mayor Honey bakuna, at ang mga konsehal ng lungsod ay nagpalabas ng isang resolusyon na nag-eendorso kay Ate Vi bilang National Artist. Hindi karaniwan sa isang konseho na magpalabas ng ganyang endorsement, dahil iyan ay karaniwang iniiwan na lang nila sa desisyon ng cha at cop na siyang gumagawa talaga ng nominasyon.","['Yorme', 'panlungsod', 'Lacuna', 'NCCA', 'CCP']","{'Yorme': ['borne', 'come', 'core', 'dome', 'dorm'], 'panlungsod': ['panlunsod', 'daklunsod', 'lungsod', 'paglungoy', 'paglunsad'], 'Lacuna': ['laguna', 'laluna', 'bakuna', 'blackna', 'fauna'], 'NCCA': ['neca', 'cc', 'cha', 'icha', 'na'], 'CCP': ['cap', 'cc', 'cop', 'cup', 'ace']}"
"Wala siyang itinatago, sinasabi niya ang totoo, ano pa nga naman ang bubusisiin sa kanya kung ganun na siya na mismo ang umaamin?","Wala siyang itinatago, sinasabi niya ang totoo, ano pa nga naman ang bubusisiin sa kanya kung ganun na siya na mismo ang umaamin?","Wala siyang itinatago, sinasabi niya ang totoo, ano pa nga naman ang bubusisiin sa kanya kung ganun na siya na mismo ang umaamin?",[],{}
"Kalaunan, pumanaw si Lola Merlyn, habang patay patay rin ang ahas na nakatuklaw sa kaniya.","Kalaunan, pumanaw si Lola Merlyn, habang patay patay rin ang ahas na nakatuklaw sa kaniya.","Kalaunan, pumanaw si Lola mercy, habang patay patay rin ang ahas na nakapukaw sa kaniya.","['Merlyn', 'nakatuklaw']","{'Merlyn': ['berlin', 'melon', 'mercy', 'merely', 'meron'], 'nakatuklaw': ['nakatuklas', 'makatuklas', 'nakapukaw', 'nakasuklam', 'nakatulad']}"
Ngayong araw ay may zoom interview kami kay K kaya malalaman natin ang buong detalye ng nanloko sa kanyang contractor at kung anong nararamdaman niya ngayong officially ay may new home na ang anak niyang si Crystal kasama ang partner nito : Weve been dreaming of living together since weve started loving each other.,Ngayong araw ay may zoom interview kami kay K kaya malalaman natin ang buong detalye ng nanloko sa kanyang contractor at kung anong nararamdaman niya ngayong officially ay may new home na ang anak niyang si Crystal kasama ang partner nito : Weve been dreaming of living together since weve started loving each other.,Ngayong araw ay may zoom interview kami kay K kaya malalaman natin ang buong detalye ng nanloko sa kanyang contractor at kung anong nararamdaman niya ngayong officially ay may new home na ang anak niyang si Crystal kasama ang partner nito : were been creamang of living together since were charted roving each other.,"['Weve', 'dreaming', 'weve', 'started', 'loving']","{'Weve': ['leve', 'wave', 'were', 'bee', 'beke'], 'dreaming': ['breading', 'breaking', 'creamang', 'creating', 'dadaming'], 'weve': ['leve', 'wave', 'were', 'bee', 'beke'], 'started': ['starter', 'stated', 'charted', 'salted', 'shared'], 'loving': ['living', 'moving', 'roving', 'boling', 'boring']}"
"Ayon sa mga scientist, karaniwang nangyayari ang pamemeste ng mga bubuwit na isang beses sa bawat dekada.","Ayon sa mga scientist, karaniwang nangyayari ang pamemeste ng mga bubuwit na isang beses sa bawat dekada.","Ayon sa mga scientist, karaniwang nangyayari ang pamemeste ng mga bubuwit na isang beses sa bawat dekada.",[],{}
"Ayon sa ulat ni Jonathan Andal sa Unang Balita nitong Huwebes, hindi bababa sa siyam na saksak ang tinamo ng biktimang si Edgardo Manggay, na duguang lumabas ng tindahan at pumara ng tricycle para magpadala sa ospital.","Ayon sa ulat ni Jonathan Andal sa Unang Balita nitong Huwebes, hindi bababa sa siyam na saksak ang tinamo ng biktimang si Edgardo Manggay, na duguang lumabas ng tindahan at pumara ng tricycle para magpadala sa ospital.","Ayon sa ulat ni botahan andap sa Unang Balita nitong Huwebes, hindi bababa sa siyam na saksak ang tinamo ng biktimang si diario manggaya, na duguang lumabas ng tindahan at pumara ng tricycle para magpadala sa ospital.","['Jonathan', 'Andal', 'Edgardo', 'Manggay']","{'Jonathan': ['banatan', 'binataan', 'botahan', 'dinalhan', 'dinatnan'], 'Andal': ['anal', 'andam', 'andap', 'andar', 'andas'], 'Edgardo': ['eduardo', 'dado', 'diario', 'dyaryo', 'ecard'], 'Manggay': ['mangga', 'manggas', 'manggaya', 'bangay', 'bangga']}"
"Kuwento ni Mang Virgilio, namamaos daw siya at inuubo kapag uminom siya ng tubig.","Kuwento ni Mang Virgilio, namamaos daw siya at inuubo kapag uminom siya ng tubig.","Kuwento ni Mang lingilin, namamaos daw siya at inuubo kapag uminom siya ng tubig.",['Virgilio'],"{'Virgilio': ['gigilid', 'igilid', 'lingilin', 'pigilin', 'singilin']}"
Inaasahang magiging stationary ang bagyo o dahan-dahang kikilos sa karagatan ng Eastern Visayas.,Inaasahang magiging stationary ang bagyo o dahan-dahang kikilos sa karagatan ng Eastern Visayas.,Inaasahang magiging stationary ang bagyo o dahan-dahang kikilos sa karagatan ng Eastern Visayas.,[],{}
Binigyang diin ni Macabitas na taliwas sa alegasyon ng mga lider ng magsasaka ay walang anumang pang-aabuso sa karapatang pantao ang nangyari.,Binigyang diin ni Macabitas na taliwas sa alegasyon ng mga lider ng magsasaka ay walang anumang pang-aabuso sa karapatang pantao ang nangyari.,Binigyang diin ni masabitan na taliwas sa alegasyon ng mga lider ng magsasaka ay walang anumang pang-aabuso sa karapatang pantao ang nangyari.,['Macabitas'],"{'Macabitas': ['makabitan', 'makapitas', 'masabitan', 'kakabitan', 'maaabutan']}"
Masayang-masaya si Mutya Orquia dahil napabilang sa Mars Ravelos Darna na pinagbibidahan ni Jane de Leon.,Masayang-masaya si Mutya Orquia dahil napabilang sa Mars Ravelos Darna na pinagbibidahan ni Jane de Leon.,Masayang-masaya si Mutya aria dahil napabilang sa mags abalos area na pinagbibidahan ni vane de Leon.,"['Orquia', 'Mars', 'Ravelos', 'Darna', 'Jane']","{'Orquia': ['acquit', 'aqua', 'aria', 'aruga', 'bruha'], 'Mars': ['bars', 'cars', 'mags', 'mais', 'maks'], 'Ravelos': ['relos', 'travels', 'abalos', 'alulos', 'dalos'], 'Darna': ['dara', 'derna', 'area', 'arena', 'aria'], 'Jane': ['june', 'lane', 'vane', 'aang', 'aani']}"
Minsan ay sinasabihan na raw si guwapong boyfriend ng mga pinsan niya na huwag nang isama ang girlfriend dahil hindi naman sila pinapansin.,Minsan ay sinasabihan na raw si guwapong boyfriend ng mga pinsan niya na huwag nang isama ang girlfriend dahil hindi naman sila pinapansin.,Minsan ay sinasabihan na raw si guwapong boyfriend ng mga pinsan niya na huwag nang isama ang girlfriend dahil hindi naman sila pinapansin.,[],{}
Isang cellphone na pag-aari daw ng suspek ang naiwan sa crime scene.,Isang cellphone na pag-aari daw ng suspek ang naiwan sa crime scene.,Isang cellphone na pag-aari daw ng suspek ang naiwan sa crime scene.,[],{}
"Anya, napapanahon upang ang mga kabataan ay dapat na makiisa at makipagtulungan sa mga magsasaka upang magsama-samang lutasin ang mga problema sa pagsasaka.","Anya, napapanahon upang ang mga kabataan ay dapat na makiisa at makipagtulungan sa mga magsasaka upang magsama-samang lutasin ang mga problema sa pagsasaka.","Anya, napapanahon upang ang mga kabataan ay dapat na makiisa at makipagtulungan sa mga magsasaka upang magsama-samang lutasin ang mga problema sa pagsasaka.",[],{}
"Agot ng trading post e ang kanyang agenda rin po ay yung welfare ng mga farmers at hindi po politika, ani Yap.","Agot ng trading post e ang kanyang agenda rin po ay yung welfare ng mga farmers at hindi po politika, ani Yap.","ago ng trading post e ang kanyang agenda rin po ay yung welfare ng mga farmers at hindi po politika, ani cap.","['Agot', 'Yap']","{'Agot': ['abot', 'agit', 'ago', 'agos', 'agoy'], 'Yap': ['ap', 'ayap', 'cap', 'gap', 'map']}"
"Nung nakaraan lang po talagang alarming kasi naninigas na po siya eh, ng one and a half month.","Nung nakaraan lang po talagang alarming kasi naninigas na po siya eh, ng one and a half month.","Nung nakaraan lang po talagang alarming kasi naninigas na po siya eh, ng one and ag half month.",['a'],"{'a': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sabi ni Rey, ang laking realization sa kanya itong nangyaring COVID pandemic dahil dito nakikitang hindi natin tiyak ang bukas kung buhay pa ba tayo.","Sabi ni Rey, ang laking realization sa kanya itong nangyaring COVID pandemic dahil dito nakikitang hindi natin tiyak ang bukas kung buhay pa ba tayo.","Sabi ni key, ang laking declination sa kanya itong nangyaring COVID pandemic dahil dito nakikitang hindi natin tiyak ang bukas kung buhay pa ba tayo.","['Rey', 'realization']","{'Rey': ['ey', 'grey', 'key', 'ley', 'ray'], 'realization': ['replication', 'revalidation', 'declination', 'dernization', 'desalination']}"
"Sa imbestigasyon, dakong alas-9:30 ng gabi nang maganap ang insidente sa kahabaan ng Buhay na Tubig road, Imus kung saan bumabagtas ang Mitsubishi Adventure (ABQ1845) na minamaneho ni Roderick kasama ang misis nito nang mag-counterflow umano ang isang motor na sakay ang 2 katao kaya hindi na nakaiwas ang Adventure at tuloy tuloy na sumalpok dito.","Sa imbestigasyon, dakong alas-9:30 ng gabi nang maganap ang insidente sa kahabaan ng Buhay na Tubig road, Imus kung saan bumabagtas ang Mitsubishi Adventure (ABQ1845) na minamaneho ni Roderick kasama ang misis nito nang mag-counterflow umano ang isang motor na sakay ang 2 katao kaya hindi na nakaiwas ang Adventure at tuloy tuloy na sumalpok dito.","Sa imbestigasyon, dakong alas-d:ag ng gabi nang maganap ang insidente sa kahabaan ng Buhay na Tubig road, Imus kung saan bumabagtas ang binibinhi Adventure (abaca) na minamaneho ni brick kasama ang misis nito nang mag-counterflow umano ang isang motor na sakay ang d katao kaya hindi na nakaiwas ang Adventure at tuloy tuloy na sumalpok dito.","['9', '30', 'Mitsubishi', 'ABQ1845', 'Roderick', '2']","{'9': ['b', 'c', 'd', 'e', 'f'], '30': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Mitsubishi': ['aatubili', 'atubili', 'binibinhi', 'binusisi', 'isalisi'], 'ABQ1845': ['ab', 'aba', 'abaca', 'abahin', 'abahing'], 'Roderick': ['rodrigo', 'asterisk', 'brick', 'coders', 'coerce'], '2': ['b', 'c', 'd', 'e', 'f']}"
"Isang pasahero ang nasawi habang sugatan ang labindalawang iba pa matapos na mahulog sa bangin ang sinasakyan nilang jeep sa bahagi ng Barangay San Jose, San Mariano, Isabela.","Isang pasahero ang nasawi habang sugatan ang labindalawang iba pa matapos na mahulog sa bangin ang sinasakyan nilang jeep sa bahagi ng Barangay San Jose, San Mariano, Isabela.","Isang pasahero ang nasawi habang sugatan ang labindalawang iba pa matapos na mahulog sa bangin ang sinasakyan nilang jeep sa bahagi ng Barangay San joke, San ariang, Isabela.","['Jose', 'Mariano']","{'Jose': ['dose', 'hose', 'joke', 'lose', 'nose'], 'Mariano': ['marino', 'arian', 'ariang', 'harian', 'hariang']}"
Pinag-iingat din ang lahat dahil maaaring maganap ang sumusunod sa lugar anumang oras.,Pinag-iingat din ang lahat dahil maaaring maganap ang sumusunod sa lugar anumang oras.,Pinag-iingat din ang lahat dahil maaaring maganap ang sumusunod sa lugar anumang oras.,[],{}
