Pattern_ID,Hybrid_N-Gram,Frequency,POS_Type
610855,NN.* VB.* CC.* JJ.* CC.* NN.*_PM.*,25,Mixed POS
610870,PR.* CC.* PR.* JJ.* CC.* NN.*_PM.*,8,Mixed POS
610875,CC.* NN.* CC.* VB.* RB.* NN.*_PM.*,121,Mixed POS
610882,CD.* CC.* NN.* CC.* DT.* NN.*_PM.*,23,Mixed POS
610896,CC.* JJ.* CC.* NN.* CC.* VB.*_PM.*,625,Mixed POS
610908,NN.* JJ.* CC.* NN.* DT.* NN.*_PM.*,11,Mixed POS
610925,CC.* PR.* NN.* JJ.* CC.* NN.*_PM.*,26,Mixed POS
610926,CC.* VB.* DT.* NN.* RB.* NN.*_PM.*,40,Mixed POS
610940,NN.* CC.* VB.* DT.* PR.* NN.*_PM.*,112,Mixed POS
610949,DT.* NN.* CC.* DT.* NN.* LM_PM.*,555,Mixed POS
610951,NN.* DT.* VB.* CC.* NN.* NN.*_PM.*,160,Mixed POS
610958,CC.* VB.* PR.* PR.* CC.* NN.*_PM.*,14,Mixed POS
610967,NN.* NN.*_PM.* NN.* NN.* CC.* NN.*,416,Mixed POS
610968,NN.*_PM.* NN.* NN.* CC.* NN.* CC.*,508,Mixed POS
610972,CC.* NN.* CC.*_PM.* PR.* LM VB.*,83,Mixed POS
610973,NN.* CC.*_PM.* PR.* LM VB.* CC.*,142,Mixed POS
610990,DT.* NN.* LM_PM.* VB.* RB.* RB.*,44,Mixed POS
611019,NN.* RB.* CC.* NN.* CC.* PR.*_PM.*,264,Mixed POS
611021,VB.* DT.* NN.* CC.* NN.* NN.*_PM.*,458,Mixed POS
611025,NN.* CC.* VB.* RB.* NN.* CD.*_PM.*,26,Mixed POS
611048,PR.* RB.* VB.* NN.* CC.* NN.*_PM.*,7,Mixed POS
611049,CC.* NN.* CD.* CC.* NN.* CD.*_PM.*,26,Mixed POS
611066,RB.* CC.* NN.* DT.* NN.* NN.*_PM.*,44,Mixed POS
611067,DT.* JJ.* NN.* DT.* NN.* NN.*_PM.*,18,Mixed POS
611072,CC.* PR.* NN.* RB.* NN.* CD.*_PM.*,22,Mixed POS
611079,NN.* NN.* NN.* RB.* NN.* CD.*_PM.*,22,Mixed POS
611101,VB.* CC.* NN.* CC.* JJ.* NN.*_PM.*,200,Mixed POS
611109,PM.*_ VB.* PR.* CC.* DT.* DT.*,5,Mixed POS
611132,VB.* PR.* CC.* CC.* PR.* NN.*_PM.*,10,Mixed POS
611150,VB.* LM VB.* CC.* PR.* NN.*_PM.*,13,Mixed POS
611157,VB.* CC.* JJ.* CC.* NN.* NN.*_PM.*,300,Mixed POS
611161,NN.* CC.* NN.* NN.* LM VB.*_PM.*,223,Mixed POS
611189,DT.* NN.* RB.* VB.* DT.* NN.*_PM.*,15,Mixed POS
611190,CC.* NN.* CC.* VB.* CC.* VB.*_PM.*,931,Mixed POS
611196,NN.* CC.* VB.* RB.* CC.* VB.*_PM.*,97,Mixed POS
611224,PR.* NN.* RB.* VB.* DT.* NN.*_PM.*,13,Mixed POS
611228,NN.* NN.* CC.* CC.* DT.* NN.*_PM.*,30,Mixed POS
611230,CC.* DT.* DT.* NN.* CC.* NN.*_PM.*,158,Mixed POS
611231,PM.*_ PR.* DT.* NN.* CC.* VB.*,63,Mixed POS
611232,NN.* DT.* VB.* CC.* PR.* NN.*_PM.*,57,Mixed POS
611236,RB.* CD.* CC.* NN.* CC.* NN.*_PM.*,24,Mixed POS
611244,VB.* CC.* PR.* NN.* CC.* JJ.*_PM.*_PM.*,381,Mixed POS
611245,LM VB.* CC.* NN.* NN.*_PM.* NN.*,510,Mixed POS
611249,DT.* NN.* CC.* CD.* CC.* NN.*_PM.*,28,Mixed POS
611251,PM.*_ DT.* NN.* NN.* CC.* NN.*,378,Mixed POS
611257,VB.* PR.* CC.* JJ.* CC.* NN.*_PM.*_PM.*,26,Mixed POS
611276,DT.* NN.* CC.* NN.* CC.* CD.*_PM.*,1696,Mixed POS
611310,PM.*_ VB.* PR.* CC.* JJ.* CC.*,15,Mixed POS
611322,JJ.* NN.* LM RB.* NN.* CD.*_PM.*,4,Mixed POS
611330,DT.* NN.* CC.* NN.* RB.* CD.*_PM.*,135,Mixed POS
611331,VB.* CC.* RB.* VB.* CC.* NN.*_PM.*,67,Mixed POS
611353,CC.* PR.* NN.* CC.* VB.* NN.*_PM.*,235,Mixed POS
611356,VB.* CC.* DT.* NN.* LM_PM.* DT.*,154,Mixed POS
611373,CC.* NN.* RB.* DT.* NN.* NN.*_PM.*,34,Mixed POS
611383,CC.* VB.* CC.* DT.* DT.* NN.*_PM.*,33,Mixed POS
611395,PR.* CC.* NN.* CC.* DT.* NN.*_PM.*,28,Mixed POS
611398,VB.* DT.* NN.* NN.* CC.* FW_PM.*,246,Mixed POS
611399,CC.* NN.* CC.* VB.* CC.* FW_PM.*,931,Mixed POS
611400,VB.* CC.* FW_PM.* NN.* FW FW,11,Mixed POS
611401,CC.* FW_PM.* NN.* FW FW CC.*,7,Mixed POS
611402,FW_PM.* NN.* FW FW CC.* DT.*,6,Mixed POS
611407,DT.* NN.* NN.* CC.* FW_PM.* NN.*,277,Mixed POS
611408,NN.* NN.* CC.* FW_PM.* NN.* FW,11,Mixed POS
611418,CC.* FW CC.* DT.* NN.* NN.*_PM.*,25,Mixed POS
611424,VB.* CC.* JJ.* CC.* RB.* VB.*_PM.*,7,Mixed POS
611429,DT.* NN.* NN.* LM RB.* VB.*_PM.*,79,Mixed POS
611445,DT.* VB.* RB.* CC.* JJ.* NN.*_PM.*,7,Mixed POS
611480,PR.* NN.* CC.* NN.* CC.* CD.*_PM.*,447,Mixed POS
611490,CC.* PR.* NN.* CC.* NN.* CC.*_PM.*,406,Mixed POS
611495,CC.* CC.* PR.* JJ.* CC.* NN.*_PM.*,8,Mixed POS
611497,NN.* VB.* DT.* NN.* CC.* NN.*_PM.*,41,Mixed POS
611507,VB.* DT.* DT.* NN.* JJ.* PR.*_PM.*,4,Mixed POS
611516,NN.* CC.* NN.* CC.* CD.* NN.*_PM.*,96,Mixed POS
611517,LM VB.* CC.* PR.*_PM.* NN.* PR.*,11,Mixed POS
611518,VB.* CC.* PR.*_PM.* NN.* PR.* NN.*,7,Mixed POS
611528,CC.* NN.* NN.* CC.* PR.* NN.*_PM.*,43,Mixed POS
611538,VB.* CC.* NN.* CC.* DT.* NN.*_PM.*_PM.*,332,Mixed POS
611542,NN.* CC.* NN.* LM VB.* VB.*_PM.*,969,Mixed POS
611554,NN.* CC.* JJ.* NN.* RB.* NN.*_PM.*,40,Mixed POS
611555,VB.* CC.* DT.* NN.* DT.* NN.*_PM.*,92,Mixed POS
611569,NN.*_PM.* NN.* NN.* FW NN.* NN.*,17,Mixed POS
611582,CC.* VB.* CC.* NN.* CC.* VB.*_PM.*,945,Mixed POS
611588,JJ.* NN.*_PM.* CC.* VB.* CC.* DT.*,15,Mixed POS
611590,CC.* FW CC.* FW CC.* NN.*_PM.*,9,Mixed POS
611599,DT.* VB.* CC.* NN.* PR.* NN.*_PM.*,2,Mixed POS
611612,DT.* NN.* NN.* LM VB.* CC.*_PM.*,491,Mixed POS
611613,NN.* NN.* LM VB.* CC.*_PM.* DT.*,128,Mixed POS
611614,CC.* DT.* NN.* PR.* LM_PM.* VB.*,30,Mixed POS
611619,CC.* DT.* DT.* NN.* CC.* NN.*_PM.*_PM.*,158,Mixed POS
611636,CC.* VB.* PR.* DT.* PR.* NN.*_PM.*,38,Mixed POS
611637,FW CC.* VB.* CC.* NN.* NN.*_PM.*,38,Mixed POS
611660,VB.* CC.* VB.* RB.* CC.* NN.*_PM.*,29,Mixed POS
611667,RB.* CC.* NN.* CC.* PR.* NN.*_PM.*,35,Mixed POS
611669,CC.* NN.* NN.* CC.* CC.* NN.*_PM.*,84,Mixed POS
611677,CC.* JJ.* NN.* CC.* PR.* NN.*_PM.*,55,Mixed POS
611685,DT.* NN.* LM VB.* RB.* CD.*_PM.*,211,Mixed POS
611691,CC.* JJ.* NN.* CC.* PR.*_PM.* FW,16,Mixed POS
611692,JJ.* NN.* CC.* PR.*_PM.* FW VB.*,2,Mixed POS
611694,VB.* PR.* NN.* CC.* JJ.* NN.*_PM.*,4,Mixed POS
611699,NN.* CC.* NN.* CC.* PR.* VB.*_PM.*,406,Mixed POS
611715,DT.* NN.* CC.* CC.* NN.* NN.*_PM.*,86,Mixed POS
611718,RB.* JJ.* CC.* JJ.* CC.* NN.*_PM.*,18,Mixed POS
611720,DT.* NN.* NN.* CC.* PR.* NN.*_PM.*,78,Mixed POS
611721,NN.* CC.* NN.* PM.* NN.* NN.*_PM.*,151,Mixed POS
611735,NN.* NN.* DT.* NN.* CC.* NN.*_PM.*,83,Mixed POS
611742,CC.* NN.* NN.* FW NN.* NN.*_PM.*,20,Mixed POS
611753,CD.* CC.* NN.* CC.* NN.* NN.*_PM.*,122,Mixed POS
611759,JJ.* NN.* CC.* DT.* NN.* NN.*_PM.*,166,Mixed POS
611761,CC.* NN.* NN.* DT.* PR.* NN.*_PM.*,11,Mixed POS
611769,DT.* NN.*_PM.* NN.* NN.* FW NN.*,8,Mixed POS
611775,CC.* PR.* JJ.* NN.* CC.* FW_PM.*,123,Mixed POS
611778,JJ.* DT.* NN.* NN.* CC.* NN.*_PM.*,15,Mixed POS
611779,CC.* NN.* CC.* NN.*_PM.* NN.* NN.*,751,Mixed POS
611786,CC.* JJ.* NN.* RB.* NN.* CD.*_PM.*,11,Mixed POS
611791,NN.* NN.* CC.* NN.* NN.*_PM.* NN.*,321,Mixed POS
611792,NN.*_PM.* NN.* NN.* CC.* NN.* NN.*,202,Mixed POS
611795,VB.* CC.* CD.* NN.* DT.* NN.*_PM.*,13,Mixed POS
611800,NN.* DT.* JJ.* VB.* CC.* NN.*_PM.*,9,Mixed POS
611809,NN.* CC.* DT.* NN.* CC.*_PM.* PR.*,77,Mixed POS
611810,CC.* NN.* CC.* CC.* PR.* NN.*_PM.*_PM.*,66,Mixed POS
611830,JJ.* RB.* CC.* NN.* CC.* NN.*_PM.*,26,Mixed POS
611831,LM VB.* RB.* JJ.* CC.* NN.*_PM.*,21,Mixed POS
611832,CC.* NN.* CC.* VB.* CC.* PR.*_PM.*,931,Mixed POS
611834,NN.* CC.* NN.* CC.* CC.*_PM.* FW,77,Mixed POS
611838,JJ.* NN.* NN.* CC.* CC.* NN.*_PM.*,8,Mixed POS
611858,RB.* CC.* NN.* NN.* NN.* NN.*_PM.*,44,Mixed POS
611865,RB.* JJ.* CC.* NN.* CC.* NN.*_PM.*,93,Mixed POS
611866,CC.* VB.* DT.* NN.* RB.* CD.*_PM.*,40,Mixed POS
611872,CC.* NN.* RB.* CD.* NN.* NN.*_PM.*,7,Mixed POS
611874,CC.* DT.* NN.* NN.* CC.*_PM.* NN.*,199,Mixed POS
611898,CC.* NN.* RB.* NN.* CC.* CD.*_PM.*,98,Mixed POS
611934,FW CC.* DT.* NN.* CC.* NN.*_PM.*,29,Mixed POS
611939,NN.* CC.* JJ.* JJ.* NN.* NN.*_PM.*,47,Mixed POS
611941,NN.* RB.* JJ.* CD.* CC.* NN.*_PM.*,5,Mixed POS
611954,CC.* PR.* NN.* CC.* DT.* NN.*_PM.*,99,Mixed POS
611955,VB.* CC.* NN.* CC.* NN.*_PM.* NN.*,708,Mixed POS
611960,CC.* PR.* NN.* CC.* PR.* NN.*_PM.*,58,Mixed POS
611963,CC.*_PM.* VB.* DT.* JJ.* CC.* NN.*,70,Mixed POS
612000,VB.* VB.* CC.* JJ.* CC.* NN.*_PM.*,18,Mixed POS
612008,VB.* VB.* CC.* VB.* CC.* NN.*_PM.*,33,Mixed POS
612021,NN.* NN.* RB.* NN.* CC.* CD.*_PM.*,27,Mixed POS
612046,CC.* VB.* NN.* VB.* CC.* NN.*_PM.*,12,Mixed POS
612047,CC.* NN.* CC.* NN.* NN.* RB.*_PM.*,600,Mixed POS
612049,DT.* DT.* NN.* CC.* NN.*_PM.* NN.*,210,Mixed POS
612050,DT.* NN.* CC.* NN.*_PM.* NN.* NN.*,241,Mixed POS
612059,DT.* NN.* CC.* NN.* LM_PM.* VB.*,746,Mixed POS
612060,NN.* LM_PM.* VB.* CC.* NN.* CC.*,1219,Mixed POS
612079,NN.* CC.* NN.* CD.* CC.* NN.*_PM.*,28,Mixed POS
612088,CC.* NN.* CC.* CC.* NN.* PR.*_PM.*,179,Mixed POS
612089,CC.* RB.* VB.* CC.*_PM.* NN.* CC.*,105,Mixed POS
612106,PM.*_ DT.* NN.* CC.* JJ.* CC.*,139,Mixed POS
612136,DT.* JJ.* NN.* CC.* DT.* NN.*_PM.*,82,Mixed POS
612147,PR.* DT.* NN.* CC.* PR.* NN.*_PM.*,27,Mixed POS
612174,CC.* NN.* CC.* JJ.* DT.* NN.*_PM.*,21,Mixed POS
612192,VB.* RB.* JJ.* NN.* CC.* NN.*_PM.*,16,Mixed POS
612214,CC.* NN.* CC.* DT.* DT.* NN.*_PM.*,80,Mixed POS
612217,CC.*_PM.* NN.* PM.* NN.* CC.* NN.*,136,Mixed POS
612233,NN.* CC.* NN.* LM VB.* JJ.*_PM.*,969,Mixed POS
612240,VB.* DT.* NN.* DT.* NN.* CC.*_PM.*,89,Mixed POS
612252,VB.* DT.* NN.* DT.* PR.* NN.*_PM.*,38,Mixed POS
612263,CC.* NN.* NN.* FW FW NN.*_PM.*,10,Mixed POS
612267,DT.* FW CC.* NN.* CC.* NN.*_PM.*,27,Mixed POS
612270,NN.* DT.* DT.* VB.* CC.* NN.*_PM.*,12,Mixed POS
612326,NN.* NN.* NN.* FW FW NN.*_PM.*,1,Mixed POS
612329,NN.* RB.* NN.* CD.* RB.* CD.*_PM.*,6,Mixed POS
612339,CC.* NN.* LM VB.* RB.* NN.*_PM.*,163,Mixed POS
612351,NN.* CC.* JJ.* NN.* DT.* VB.*_PM.*,26,Mixed POS
612357,CC.* VB.* CC.* FW CC.* NN.*_PM.*,31,Mixed POS
612360,NN.* CC.* RB.* CC.* DT.* NN.*_PM.*,8,Mixed POS
612408,VB.* DT.* NN.* CC.* PR.* NN.*_PM.*,157,Mixed POS
612413,PM.*_ PR.* DT.* VB.* NN.* CC.*,19,Mixed POS
612421,VB.* DT.* NN.* NN.* CC.* NN.*_PM.*,246,Mixed POS
612425,CC.* PR.* VB.* CC.* JJ.* NN.*_PM.*,12,Mixed POS
612428,CC.* DT.* VB.* CC.* DT.* NN.*_PM.*,27,Mixed POS
612435,NN.* CC.* VB.* CC.* DT.* NN.*_PM.*_PM.*,295,Mixed POS
612450,DT.* DT.* NN.* CC.* CC.* NN.*_PM.*,32,Mixed POS
612461,VB.* CC.* NN.* CC.* RB.* VB.*_PM.*,84,Mixed POS
612472,CD.* NN.* NN.* RB.* CC.* NN.*_PM.*,11,Mixed POS
612500,JJ.* NN.* NN.* CC.* PR.* NN.*_PM.*,12,Mixed POS
612506,NN.* CC.* NN.* NN.* FW FW_PM.*,43,Mixed POS
612526,NN.* RB.* CC.* NN.* NN.* NN.*_PM.*,75,Mixed POS
612530,CC.* DT.* VB.* CC.* NN.* NN.*_PM.*,105,Mixed POS
612547,CC.* JJ.* CC.* NN.* CC.* PR.*_PM.*,625,Mixed POS
612550,NN.* CC.* NN.* NN.* RB.* CD.*_PM.*,90,Mixed POS
612566,CC.* NN.* VB.* CC.* DT.* NN.*_PM.*,21,Mixed POS
612567,JJ.* NN.* CC.* VB.* CC.* NN.*_PM.*,196,Mixed POS
612569,NN.* CC.* PR.* NN.* DT.* NN.*_PM.*,28,Mixed POS
612581,PR.* NN.* CC.* DT.* NN.* JJ.*_PM.*,118,Mixed POS
612607,DT.* NN.* CC.* JJ.* CC.* VB.*_PM.*,152,Mixed POS
612612,VB.* CC.* PR.* NN.* RB.* NN.*_PM.*,61,Mixed POS
612628,NN.*_PM.* LM VB.* CC.* VB.* DT.*,95,Mixed POS
612630,DT.* NN.* RB.* CC.* VB.* NN.*_PM.*,18,Mixed POS
612644,NN.* LM VB.* NN.* CC.* NN.*_PM.*,128,Mixed POS
612670,CD.* DT.* VB.* CC.* NN.* NN.*_PM.*,8,Mixed POS
612681,NN.*_PM.* NN.* CC.* NN.* CC.* NN.*,3205,Mixed POS
612682,DT.* DT.* VB.* CC.* DT.* NN.*_PM.*,14,Mixed POS
612700,PR.* CC.* DT.* NN.* DT.* NN.*_PM.*,5,Mixed POS
612707,RB.* VB.* CC.* NN.* NN.* NN.*_PM.*,45,Mixed POS
612749,NN.* NN.* DT.* VB.* CC.* NN.*_PM.*,78,Mixed POS
612750,CC.*_PM.* CC.* NN.* PR.* DT.* NN.*,9,Mixed POS
612755,RB.* CC.* VB.* PR.* CC.* NN.*_PM.*,9,Mixed POS
612757,PM.*_ PR.* LM RB.* JJ.* CC.*,18,Mixed POS
612766,RB.* CC.* VB.* CC.* PR.* NN.*_PM.*,21,Mixed POS
612787,DT.* VB.* CC.*_PM.* DT.* NN.* LM,18,Mixed POS
612788,VB.* CC.*_PM.* DT.* NN.* LM VB.*,136,Mixed POS
612802,CC.* RB.* VB.* RB.* CC.* NN.*_PM.*,14,Mixed POS
612805,DT.* PR.* NN.* LM VB.* RB.*_PM.*,98,Mixed POS
612814,NN.*_PM.* NN.* NN.* NN.* NN.* LM,25,Mixed POS
612819,DT.* PR.* NN.* DT.* NN.* NN.*_PM.*,7,Mixed POS
612824,NN.* CC.* VB.* CC.*_PM.* NN.* NN.*,199,Mixed POS
612828,NN.*_PM.* NN.* FW NN.* NN.* NN.*,23,Mixed POS
612840,DT.* VB.* CC.* CC.* NN.* PR.*_PM.*,28,Mixed POS
612863,LM VB.* CC.* CC.* NN.* NN.*_PM.*,76,Mixed POS
612869,DT.* NN.* CC.* PR.*_PM.* NN.* PM.*,24,Mixed POS
612874,CC.* CC.* NN.* CC.* CC.* NN.*_PM.*,11,Mixed POS
612878,RB.* DT.* VB.* VB.* CC.* NN.*_PM.*,4,Mixed POS
612880,NN.* CC.* NN.*_PM.* NN.* NN.* LM,321,Mixed POS
612881,CC.* NN.*_PM.* NN.* NN.* LM VB.*,337,Mixed POS
612882,NN.*_PM.* NN.* NN.* LM VB.* CC.*,638,Mixed POS
612883,NN.* LM VB.* RB.* CC.* FW_PM.*,235,Mixed POS
612903,VB.* CC.* FW FW CC.* FW_PM.*,25,Mixed POS
612930,NN.* CC.* NN.* RB.* RB.* NN.*_PM.*,94,Mixed POS
612950,VB.* CC.* DT.* NN.* CC.*_PM.* NN.*,454,Mixed POS
612951,CC.* DT.* NN.* CC.*_PM.* NN.* NN.*_PM.*_PM.*,1409,Mixed POS
612954,CC.* PR.* RB.* PM.* CC.*_PM.* FW,0,Mixed POS
612961,CC.* VB.* PR.* VB.* CC.* NN.*_PM.*,47,Mixed POS
612987,LM VB.* CC.* NN.* DT.* NN.*_PM.*,30,Mixed POS
613003,CC.* CD.* NN.* CC.* CD.* NN.*_PM.*,13,Mixed POS
613009,DT.* NN.* DT.* NN.* CC.* PR.*_PM.*,140,Mixed POS
613011,CD.* CC.* PR.* NN.* CC.* NN.*_PM.*,9,Mixed POS
613040,CC.* NN.* RB.* NN.* CC.* RB.*_PM.*,98,Mixed POS
613046,DT.* VB.* CC.* PR.* JJ.* NN.*_PM.*,13,Mixed POS
613071,NN.* CC.* NN.* NN.* DT.* VB.*_PM.*,63,Mixed POS
613076,NN.* LM VB.* CC.* PR.* LM_PM.*,312,Mixed POS
613080,DT.* DT.* NN.* CC.* PR.*_PM.* NN.*,210,Mixed POS
613081,CC.* PR.*_PM.* NN.* PR.* NN.* LM,3,Mixed POS
613085,NN.* LM VB.* DT.* NN.* NN.*_PM.*,174,Mixed POS
613089,CC.* VB.* CC.*_PM.* NN.* CC.* NN.*_PM.*_PM.*,1726,Mixed POS
613094,NN.* NN.* CC.* NN.* LM VB.*_PM.*,130,Mixed POS
613098,CD.* CC.* NN.* NN.* CC.* NN.*_PM.*,41,Mixed POS
613103,DT.* NN.* LM VB.* CC.* FW_PM.*,1100,Mixed POS
613110,JJ.* CC.* PR.* LM DT.* NN.*_PM.*,2,Mixed POS
613112,VB.* CC.* VB.* DT.* VB.* NN.*_PM.*,7,Mixed POS
613132,RB.* CC.* VB.* CC.* NN.* NN.*_PM.*,79,Mixed POS
613154,CC.* JJ.* CC.* VB.* CC.* VB.*_PM.*,74,Mixed POS
613162,JJ.* CC.* VB.* CC.* NN.* NN.*_PM.*,101,Mixed POS
613182,JJ.* NN.* CC.* NN.* NN.* NN.*_PM.*,137,Mixed POS
613184,PM.*_ DT.* PR.* CC.* PM.* NN.*,8,Mixed POS
613197,DT.* NN.* CC.* VB.* CC.* VB.*_PM.*,507,Mixed POS
613239,CC.* VB.* DT.* NN.* DT.* NN.*_PM.*,26,Mixed POS
613240,DT.* NN.* DT.* NN.*_PM.* NN.* CC.*,81,Mixed POS
613241,NN.* DT.* NN.*_PM.* NN.* CC.* NN.*,208,Mixed POS
613258,RB.* RB.* DT.* NN.* CC.* NN.*_PM.*,51,Mixed POS
613261,PM.*_ VB.* PR.* DT.* PR.* CC.*,10,Mixed POS
613267,JJ.* VB.* DT.* NN.* CC.* NN.*_PM.*,13,Mixed POS
613269,VB.* DT.* NN.* CC.* CC.* NN.*_PM.*,60,Mixed POS
613270,CC.* NN.* RB.* RB.* DT.* NN.*_PM.*,37,Mixed POS
613275,DT.* DT.* NN.* CC.* VB.* PR.*_PM.*,159,Mixed POS
613286,DT.* NN.* JJ.* JJ.* CC.* JJ.*_PM.*,3,Mixed POS
613287,DT.* NN.* CC.* NN.*_PM.* RB.* VB.*,33,Mixed POS
613295,CC.* NN.* LM RB.* JJ.* RB.*_PM.*,27,Mixed POS
613305,CC.*_PM.* DT.* NN.* LM JJ.* CC.*,50,Mixed POS
613339,NN.* CC.* DT.* VB.* NN.* NN.*_PM.*,29,Mixed POS
613342,CC.* VB.* CC.* DT.* NN.* LM_PM.*,377,Mixed POS
613348,PR.* NN.* LM VB.* CC.* PR.*_PM.*,111,Mixed POS
613367,VB.* DT.* NN.* LM VB.* CC.*_PM.*,42,Mixed POS
613383,DT.* NN.* LM RB.* JJ.* VB.*_PM.*,37,Mixed POS
613401,NN.* CC.* DT.*_PM.* NN.* NN.* LM,321,Mixed POS
613413,CC.* NN.* CC.* VB.* RB.* CD.*_PM.*,121,Mixed POS
613415,NN.* NN.* CC.* VB.* RB.* CD.*_PM.*,33,Mixed POS
613417,NN.* LM JJ.* CC.* PR.* NN.*_PM.*,8,Mixed POS
613418,CC.* NN.* NN.* NN.*_PM.* NN.* NN.*,130,Mixed POS
613419,NN.* NN.*_PM.* NN.* NN.* LM VB.*,263,Mixed POS
613444,NN.* CC.* NN.* RB.* DT.* NN.*_PM.*,40,Mixed POS
613451,RB.* DT.* JJ.* NN.* CC.* NN.*_PM.*,19,Mixed POS
613459,PM.*_ PR.* LM RB.* CC.* NN.*,9,Mixed POS
613470,FW NN.* NN.* CC.* NN.* NN.*_PM.*,14,Mixed POS
613479,VB.* CC.* RB.* CC.* JJ.* NN.*_PM.*,10,Mixed POS
613490,LM JJ.* CC.* VB.* DT.* NN.*_PM.*,14,Mixed POS
613499,PR.* CC.* DT.* NN.* LM VB.*_PM.*,68,Mixed POS
613516,VB.* DT.* VB.* CC.* DT.* NN.*_PM.*,9,Mixed POS
613520,CD.* CC.* DT.* NN.* LM VB.*_PM.*,14,Mixed POS
613553,PM.*_ DT.* DT.* NN.* CC.* NN.*,320,Mixed POS
613570,NN.* CC.* NN.* CC.* VB.* VB.*_PM.*,964,Mixed POS
613572,NN.* CC.* NN.* RB.* JJ.* NN.*_PM.*,33,Mixed POS
613607,JJ.* NN.* RB.* RB.* DT.* VB.*_PM.*,9,Mixed POS
613609,DT.* JJ.* FW NN.* NN.* NN.*_PM.*,1,Mixed POS
613619,NN.* CC.* CC.* JJ.* CC.* NN.*_PM.*,55,Mixed POS
613632,PR.* PR.* NN.* CC.* DT.* NN.*_PM.*,5,Mixed POS
613638,CC.* NN.* JJ.* CC.* NN.* NN.*_PM.*,119,Mixed POS
613639,NN.* CC.* NN.* VB.* DT.* NN.*_PM.*,32,Mixed POS
613641,JJ.* CC.* NN.* VB.* CC.* NN.*_PM.*,16,Mixed POS
613642,NN.* LM_PM.* VB.* CC.* JJ.* CC.*,278,Mixed POS
613647,NN.* LM RB.* VB.* CC.* CD.*_PM.*,334,Mixed POS
613651,NN.* CC.* VB.* VB.* CC.* NN.*_PM.*,60,Mixed POS
613654,NN.* NN.* CC.* CD.* NN.* NN.*_PM.*,16,Mixed POS
613667,DT.* NN.* CC.* NN.*_PM.* CC.* VB.*,344,Mixed POS
613668,NN.* CC.* NN.*_PM.* CC.* VB.* CC.*,625,Mixed POS
613669,CC.* NN.*_PM.* CC.* VB.* CC.* NN.*,551,Mixed POS
613670,CC.* NN.* FW CC.* NN.* NN.*_PM.*,16,Mixed POS
613702,JJ.* CC.* FW FW CC.* NN.*_PM.*,9,Mixed POS
613774,CC.* PR.*_PM.* FW VB.* CC.* VB.*,3,Mixed POS
613775,PR.*_PM.* FW VB.* CC.* VB.* CC.*,3,Mixed POS
613784,VB.* NN.* CC.* FW CC.* NN.*_PM.*,9,Mixed POS
613802,CC.* JJ.* JJ.* VB.* CC.* NN.*_PM.*,7,Mixed POS
613810,PM.*_ DT.* DT.* NN.* LM VB.*,143,Mixed POS
613817,LM NN.* CC.* NN.* CC.* PR.*_PM.*,32,Mixed POS
613821,CC.* VB.* VB.* CC.* NN.* NN.*_PM.*,43,Mixed POS
613842,RB.* VB.* CC.* FW CC.* NN.*_PM.*,4,Mixed POS
613863,CC.* JJ.* CC.* NN.* CC.* NN.*_PM.*_PM.*,625,Mixed POS
613875,DT.* NN.* CC.* PR.* LM_PM.* RB.*,35,Mixed POS
613876,PR.* NN.* CC.* NN.* CC.* NN.*_PM.*_PM.*,447,Mixed POS
613877,VB.* DT.* JJ.* JJ.* DT.* NN.*_PM.*,3,Mixed POS
613878,CC.* DT.* NN.* CC.* PR.*_PM.* NN.*,564,Mixed POS
613888,NN.* CC.* VB.* NN.* DT.* NN.*_PM.*,31,Mixed POS
613897,PR.* DT.* PR.* JJ.* CC.* NN.*_PM.*,8,Mixed POS
613901,CC.* NN.* CC.* CC.* FW FW_PM.*,11,Mixed POS
613902,NN.* NN.* LM VB.* CC.*_PM.* NN.*,302,Mixed POS
613903,LM VB.* CC.*_PM.* NN.* CC.* NN.*,526,Mixed POS
613904,VB.* CC.*_PM.* NN.* CC.* NN.* CC.*,1176,Mixed POS
613906,NN.* CC.* PR.* NN.* PR.* NN.*_PM.*,17,Mixed POS
613922,NN.*_PM.* CC.* DT.* NN.* CC.* JJ.*,150,Mixed POS
613927,VB.* PR.* DT.* NN.* CC.* NN.*_PM.*,95,Mixed POS
613935,PM.*_ VB.* PR.* CC.* PR.* DT.*,9,Mixed POS
613947,PR.* DT.* DT.* NN.* CC.* NN.*_PM.*,40,Mixed POS
613953,CC.* DT.* JJ.* NN.* CC.* PR.*_PM.*,205,Mixed POS
613954,VB.* DT.* NN.* NN.*_PM.* NN.* CC.*,432,Mixed POS
613967,NN.* NN.* CC.* VB.* JJ.* NN.*_PM.*,25,Mixed POS
613971,LM VB.* CC.* PR.* DT.* NN.*_PM.*,24,Mixed POS
613993,PR.*_PM.* NN.* PR.* NN.* CC.* DT.*,6,Mixed POS
614001,CC.* NN.* CC.* NN.* CC.* CC.*_PM.*,2797,Mixed POS
614005,CC.* NN.* CC.* DT.* NN.* CC.*_PM.*,1218,Mixed POS
614021,JJ.* JJ.* CC.* JJ.* CC.* NN.*_PM.*,10,Mixed POS
614038,PM.*_ VB.* PR.* CC.* PR.* NN.*,42,Mixed POS
614041,RB.* DT.* DT.* NN.* CC.* NN.*_PM.*,46,Mixed POS
