Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
"Ang drayber ng Ferrari na si Fernando Alonso ay isa sa nagbigay ng suporta, inihandog ang kanyang pole position sa sa laban sa Sabado sa De Villota.",DT.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM PR.* CC.* VB.* CC.* NN.* PM.* VB.* DT.* PR.*_CC.* FW FW CC.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* PM.*,DTC NNC CCB NNP CCP DTP NNP NNP LM PRI CCT VBTS CCB NNC PMC VBTS DTC PRSP_CCP FW FW CCT CCT NNC CCT NNP CCT NNP NNP PMP,"ang drayber ng ferrari na si fernando alonso ay isa sa bigay ng suporta, handog ang kanya pole position sa sa laban sa sabado sa de villota.",
"Tungkol naman sa aksidente, si F1 Race Direktor Charlie Whiting ang nasa opinyon na ito ay ""isa sa limang milyon"" pagkakataon.",RB.* RB.* CC.* NN.* PM.* DT.* NN.* NN.* NN.* NN.* NN.* DT.* RB.* NN.* CC.* PR.* LM PM.* PR.* CC.* JJ.*_CC.* NN.* PM.* NN.* PM.*,RBR RBI CCT NNC PMC DTP NNP NNP NNP NNP NNP DTC RBL NNC CCP PRO LM PMS PRI CCT JJN_CCP NNC PMS NNC PMP,"tungkol naman sa aksidente, si f1 race direktor charlie whiting ang nasa opinyon na ito ay ""isa sa lima milyon"" pagkakataon.",
"Sa kabila ng mga ibinabatong tanong, tungkol sa karanasan ni De Villota at ng kalagayan ng trak na bumagsak, isinalarawan niya ito na ""kakaiba dahil ito ay isang hindi kapani-paniwalang masamang kapalaran.""",CC.* CC.* CC.* DT.* JJ.*_CC.* NN.* PM.* RB.* CC.* NN.* DT.* NN.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* VB.* PM.* VB.* PR.* PR.* CC.* PM.* JJ.* CC.* PR.* LM PR.*_CC.* RB.* NN.* PM.* NN.*_CC.* JJ.*_CC.* NN.* PM.* PM.*,CCT CCT CCB DTCP JJD_CCP NNC PMC RBR CCT NNC DTP NNP NNP CCA CCB NNC CCB NNC CCP VBAF PMC VBTS PRS PRO CCP PMS JJD CCR PRO LM PRI_CCP RBF NNC PMS NNC_CCP JJD_CCP NNC PMP PMS,"sa kabila ng mga ibinabatong tanong, tungkol sa karanasan ni de villota at ng lagay ng trak na bumagsak, isinalarawan niya ito na ""kakaiba dahil ito ay isa hindi kapani-paniwalang sama kapalaran.""",
"Ang mayor ng San Francisco, California na si Gavin Newsom ay nag-anunsyo sa pamamagitan ng Twitter na siya ay tatakbo bilang gobernador ng estado sa halalan sa 2010.",DT.* NN.* CC.* NN.* NN.* PM.* NN.* CC.* DT.* NN.* NN.* LM VB.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* LM VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* CD.* PM.*,DTC NNC CCB NNP NNP PMC NNP CCP DTP NNP NNP LM VBTS PMS NNC CCT NNC CCB NNP CCP PRS LM VBTF CCT NNC CCB NNC CCT NNC CCT CDB PMP,"ang mayor ng san francisco, california na si gavin newsom ay anunsyo sa pamamagitan ng twitter na siya ay takbo bilang gobernador ng estado sa halal sa 2010.",
"Siya ay tatakbo upang mapalitan ang kasalukuyang gobernador, Arnold Schwarzenegger.",PR.* LM VB.* CC.* VB.* DT.* RB.*_CC.* NN.* PM.* NN.* NN.* PM.*,PRS LM VBTF CCB VBW DTC RBW_CCP NNC PMC NNP NNP PMP,"siya ay takbo upang palit ang kasalukuyang gobernador, arnold schwarzenegger.",
"Kailangan ko ang inyong tulong,"" sabi ni Newsom sa kanyang opisyal na pagkakakilanlan sa Twitter.",VB.* PR.* DT.* PR.*_CC.* NN.* PM.* PM.* VB.* DT.* NN.* CC.* PR.*_CC.* JJ.* CC.* NN.* CC.* NN.* PM.*,VBS PRS DTC PRSP_CCP NNC PMC PMS VBS DTP NNP CCT PRSP_CCP JJD CCP NNC CCT NNP PMP,"kailangan ko ang inyo tulong,"" sabi ni newsom sa kanya opisyal na pagkakakilanlan sa twitter.",
Si Newsom ay naglagay din ng video sa kanyang website na inilunsad ngayong umaga.,DT.* NN.* LM VB.* RB.* CC.* FW CC.* PR.*_CC.* FW CC.* VB.* RB.*_CC.* RB.* PM.*,DTP NNP LM VBTS RBI CCB FW CCT PRSP_CCP FW CCP VBTS RBW_CCP RBW PMP,si newsom ay lagay din ng video sa kanya website na lunsad ngayong umaga.,
"Inaasahan ko na kayo ay sasali sa aming kampanya na nakahanda para baguhin ang California, dahil alam ko na magagawa pa natin ang mas mabuti.",VB.* PR.* CC.* PR.* LM VB.* CC.* PR.*_CC.* NN.* CC.* VB.* CC.* VB.* DT.* NN.* PM.* CC.* VB.* PR.* CC.* VB.* RB.* PR.* DT.* JJ.* JJ.* PM.*,VBTR PRS CCP PRP LM VBTF CCT PRSP_CCP NNC CCP VBTS CCT VBOF DTC NNP PMC CCR VBS PRS CCP VBTF RBI PRP DTC JJCC JJD PMP,"asa ko na kayo ay sasali sa aming kampanya na handa para baguhin ang california, dahil alam ko na magagawa pa natin ang mas mabuti.",
"Hindi natin makakaya na bumalik sa dati, mga nakakapagod na ideya at umaasa sa bagong resulta, sabi ni Newsom sa kanyang bidyo ng pangangampanya.",RB.* PR.* VB.* CC.* VB.* CC.* JJ.* PM.* DT.* VB.* CC.* NN.* CC.* VB.*_VB.* CC.* JJ.*_CC.* NN.* PM.* VB.* DT.* NN.* CC.* PR.*_CC.* NN.* CC.* NN.* PM.*,RBF PRP VBW CCP VBAF CCT JJD PMC DTCP VBTR CCP NNC CCA VBTR_VBAF CCT JJD_CCP NNC PMC VBS DTP NNP CCT PRSP_CCP NNC CCB NNC PMP,"hindi natin kaya na balik sa dati, mga pagod na ideya at umaasa sa bago resulta, sabi ni newsom sa kanya bidyo ng pangangampanya.",
"Si Newsom ay nangako ng mas matalinong teknolohiya, lokal na ekonomiyang humihikayat at panglahatang pag-aalagang medikal.",DT.* NN.* LM VB.* CC.* JJ.* JJ.*_CC.* NN.* PM.* JJ.* CC.* NN.*_CC.* VB.*_VB.* CC.* JJ.*_CC.* CC.* PM.* NN.*_CC.* JJ.* PM.*,DTP NNP LM VBTS CCB JJCC JJD_CCP NNC PMC JJD CCP NNC_CCP VBTR_VBAF CCA JJD_CCP CCR PMS NNC_CCP JJD PMP,"si newsom ay nangako ng mas talino teknolohiya, lokal na ekonomiya hikayat at panglahatang pag-aalagang medikal.",
"Ang kanyang bidyo ay hindi tumalakay sa pagpapakasal ng parehong kasarian, pero si Newsom ay isa sa mga bumabatikos sa Proposisyon 8, ang naghahadlang sa pagpapakasal ng may parehong kasarian.",DT.* PR.*_CC.* NN.* LM RB.* VB.* CC.* VB.* CC.* JJ.*_CC.* NN.* PM.* CC.* DT.* NN.* LM PR.* CC.* DT.* VB.*_VB.* CC.* NN.* CD.* PM.* DT.* VB.*_CC.* CC.* VB.* CC.* VB.* JJ.*_CC.* NN.* PM.*,DTC PRSP_CCP NNC LM RBF VBAF CCT VBW CCB JJC_CCP NNC PMC CCT DTP NNP LM PRI CCT DTCP VBTR_VBAF CCT NNP CDB PMC DTC VBTR_CCP CCT VBW CCB VBH JJC_CCP NNC PMP,"ang kanya bidyo ay hindi talakay sa kasal ng pareho kasarian, pero si newsom ay isa sa mga batikos sa proposisyon 8, ang hadlang sa kasal ng may pareho kasarian.",
Si Newsom ay naging alkalde ng San Francisco simula 2003 at muling nahalal noong 2007.,DT.* NN.* LM VB.* NN.* CC.* NN.* NN.* RB.* CD.* CC.* RB.*_CC.* VB.* RB.*_CC.* CD.* PM.*,DTP NNP LM VBTS NNC CCB NNP NNP RBW CDB CCA RBW_CCP VBTS RBW_CCP CDB PMP,si newsom ay naging alkalde ng san francisco simula 2003 at muli halal noo 2007.,
Ang Everton ay nanggaling sa hulihan para ibasura ang Fulham sa puntos na 4-1 noong Biyernes sa Goodison Park.,DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* CC.* CD.* PM.* CD.* RB.*_CC.* NN.* CC.* NN.* NN.* PM.*,DTC NNP LM VBTS CCT NNC CCT VBOF DTC NNP CCT NNC CCP CDB PMS CDB RBW_CCP NNP CCT NNP NNP PMP,ang everton ay nanggaling sa huli para basura ang fulham sa puntos na 4-1 noo biyernes sa goodison park.,
"Ang Everton ay nagkaroon ng pagkakataon na lumukso sa ikalimang puwesto sa liga na mas higit kay Bolton, habang si Fulham ay maaring tumalon mula sa ika-labinglima hanggang sa ika-labing-isa, pagbubunsod sa kanilang pagkakataong manatili sa liga.",DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* JJ.*_CC.* NN.* CC.* NN.* CC.* JJ.* JJ.* DT.* NN.* PM.* RB.* DT.* NN.* LM RB.* VB.* RB.* CC.* JJ.* PM.* CD.* RB.* CC.* JJ.* PM.* JJ.* PM.* PR.* PM.* VB.* CC.* PR.*_CC.* NN.*_CC.* VB.* CC.* NN.* PM.*,DTC NNP LM VBTS CCB NNC CCP VBAF CCT JJN_CCP NNC CCT NNC CCP JJCC JJCC DTP NNP PMC RBW DTP NNP LM RBM VBAF RBL CCT JJN PMS CDB RBW CCT JJN PMS JJN PMS PRI PMC VBW CCT PRSP_CCP NNC_CCP VBW CCT NNC PMP,"ang everton ay roon ng taon na lukso sa lima puwesto sa liga na mas higit kay bolton, habang si fulham ay ari talon mula sa ika-labinglima hanggang sa ika-labing-isa, bunsod sa kanila pagkakataong tili sa liga.",
"Si England internasyonal Andy Johnson ay ipinares sa 18 taong gulang na si James Vaughan bilang pangunahin sa Everton, habang si Chris Coleman ng Fulham ay may buong puwersang tagahampas ng Timog American sa pamamagitan ni Bryan McBride at ang Taga-Canada na si Thomasz Radzinski.",DT.* NN.* JJ.* NN.* NN.* LM VB.* CC.* CD.* NN.*_CC.* NN.* CC.* DT.* NN.* NN.* CC.* JJ.* CC.* NN.* PM.* RB.* DT.* NN.* NN.* CC.* NN.* LM VB.* PR.*_CC.* NN.*_CC.* JJ.* CC.* NN.* NN.* CC.* NN.* DT.* NN.* NN.* CC.* DT.* JJ.* PM.* NN.* CC.* DT.* NN.* NN.* PM.*,DTP NNP JJD NNP NNP LM VBOF CCT CDB NNC_CCP NNC CCP DTP NNP NNP CCT JJD CCT NNP PMC RBW DTP NNP NNP CCB NNP LM VBH PRI_CCP NNC_CCP JJD CCB NNP NNP CCT NNC DTP NNP NNP CCA DTC JJD PMS NNP CCP DTP NNP NNP PMP,"si england internasyonal andy johnson ay pares sa 18 tao gulang na si james vaughan bilang pangunahin sa everton, habang si chris coleman ng fulham ay may buo puwersa tagahampas ng timog american sa pamamagitan ni bryan mcbride at ang taga-canada na si thomasz radzinski.",
"Ang mga bisita ay nagsimula ng malakasang laro na may kasamang malayuang gawa mula kay Roseniormat Smertin, pero kahit sino ay walang nakatinag kay Tim Howard sa Everton gol.",DT.* DT.* NN.* LM VB.* CC.* JJ.*_CC.* NN.* CC.* VB.* CC.*_CC.* JJ.*_CC.* NN.* RB.* DT.* NN.* NN.* PM.* CC.* CC.* PR.* LM VB.*_CC.* VB.* DT.* NN.* NN.* CC.* NN.* FW PM.*,DTC DTCP NNC LM VBTS CCB JJD_CCP NNC CCP VBH CCB_CCP JJD_CCP NNC RBL DTP NNP NNP PMC CCT CCT PRQ LM VBN_CCP VBTS DTP NNP NNP CCT NNP FW PMP,"ang mga bisita ay simula ng malakasang laro na may kasama malayuang gawa mula kay roseniormat smertin, pero kahit sino ay wala tinag kay tim howard sa everton gol.",
"Nabulabog ni Mikel Arteta si Antti Niemi, gayunpaman, sa gol ng Fulham pero ang tagapag-ingat ng Finnish ay mahusay na naalagaan ang kanilang bola para hindi mapapunta sa ilalim.",VB.* DT.* NN.* NN.* DT.* NN.* NN.* PM.* CC.* PM.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* PM.* NN.* CC.* NN.* LM RB.* CC.* VB.* DT.* PR.*_CC.* NN.* CC.* RB.* VB.* CC.* JJ.* PM.*,VBTS DTP NNP NNP DTP NNP NNP PMC CCB PMC CCT NNC CCB NNP CCT DTC NNC PMS NNC CCB NNP LM RBD CCP VBTS DTC PRSP_CCP NNC CCT RBF VBW CCT JJD PMP,"bulabog ni mikel arteta si antti niemi, gayunpaman, sa gol ng fulham pero ang ingat ng finnish ay husay na alaga ang kanila bola para hindi punta sa ilalim.",
"Si Carlos Bocanegra ang nagsimula sa Everton na nakatiwangwang kaya naagaw niya mula sa kalaban at nadala ni Simon Davies pabalik, kaya ang Fulham ang nanguna pagkatapos ng 22 minuto.",DT.* NN.* NN.* DT.* VB.* CC.* NN.* CC.* VB.*_CC.* CC.* VB.* PR.* RB.* CC.* NN.* CC.* VB.* DT.* NN.* NN.* JJ.* PM.* CC.* DT.* NN.* DT.* VB.* VB.* CC.* CD.* NN.* PM.*,DTP NNP NNP DTC VBTS CCT NNP CCP VBTR_CCP CCR VBTS PRS RBW CCT NNC CCA VBTS DTP NNP NNP JJD PMC CCR DTC NNP DTC VBTS VBW CCB CDB NNC PMP,"si carlos bocanegra ang simula sa everton na tiwangwang kaya agaw niya mula sa lab at dala ni simon davies pabalik, kaya ang fulham ang nanguna tapos ng 22 minuto.",
"Sinagot muli pabalik ng Everton sa pamamagitan ni Lee Carsley matapos makuha ni Joleon Lescott ang bola at madala sa kahon, at si Carsley ang nagbunsod sa kanilang gol na may pantay na puntos.",VB.* RB.* VB.* CC.* NN.* CC.* NN.* DT.* NN.* NN.* VB.* VB.* DT.* NN.* NN.* DT.* NN.* CC.* VB.* CC.* NN.* PM.* CC.* DT.* NN.* DT.* VB.* CC.* PR.*_CC.* NN.* CC.* VB.* JJ.* CC.* NN.* PM.*,VBOF RBW VBW CCB NNP CCT NNC DTP NNP NNP VBW VBW DTP NNP NNP DTC NNC CCA VBW CCT NNC PMC CCA DTP NNP DTC VBTS CCT PRSP_CCP NNC CCP VBH JJD CCP NNC PMP,"sagot muli balik ng everton sa pamamagitan ni lee carsley tapos kuha ni joleon lescott ang bola at dala sa kahon, at si carsley ang bunsod sa kanila gol na may pantay na puntos.",
"Ang Eventon ang nagdala sa Fulham sa hulihan matapos ang kanilang gol, at dapat ay manguna nang magpalitan ng manlalaro sa pagitan ni Vaughan at Johnson at naiwan si Vaughan na mag-isa sa net, pero ang kanyang sipa ay tumama sa poste, at lumutang ng maayos sa depensa ng Fulham.",DT.* NN.* DT.* VB.* CC.* NN.* CC.* NN.* VB.* DT.* PR.*_CC.* NN.* PM.* CC.* VB.* LM VB.* RB.* VB.* CC.* NN.* CC.* NN.* DT.* NN.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* VB.* PM.* PR.* CC.* FW PM.* CC.* DT.* PR.*_CC.* NN.* LM VB.* CC.* NN.* PM.* CC.* VB.* CC.* JJ.* CC.* NN.* CC.* NN.* PM.*,DTC NNP DTC VBTS CCT NNP CCT NNC VBW DTC PRSP_CCP NNC PMC CCA VBS LM VBW RBD VBW CCB NNC CCT NNC DTP NNP CCA NNP CCA VBTS DTP NNP CCP VBW PMS PRI CCT FW PMC CCT DTC PRSP_CCP NNC LM VBAF CCT NNC PMC CCA VBAF CCB JJD CCT NNC CCB NNP PMP,"ang eventon ang dala sa fulham sa huli tapos ang kanila gol, at dapat ay manguna nang palit ng manlalaro sa pagitan ni vaughan at johnson at iwan si vaughan na mag-isa sa net, pero ang kanya sipa ay tama sa poste, at lutang ng ayos sa depensa ng fulham.",
"Ang Everton ay nabigyan ng pagkilala sa malayang pagsipa sa sona ng Fulham, at si Mikel Arteta ang tumayo para gawin ito.",DT.* NN.* LM VB.* CC.* NN.* CC.* JJ.*_CC.* VB.* CC.* NN.* CC.* NN.* PM.* CC.* DT.* NN.* NN.* DT.* VB.* CC.* VB.* PR.* PM.*,DTC NNP LM VBTS CCB NNC CCT JJD_CCP VBW CCT NNC CCB NNP PMC CCA DTP NNP NNP DTC VBAF CCT VBOF PRO PMP,"ang everton ay nabigyan ng kilala sa laya sipa sa sona ng fulham, at si mikel arteta ang tayo para gawin ito.",
"Ang kanyang sinipang bola at namataan sa may ulunan ni Alan Stubbs at naiwasan ni Niemi, habang ang kanyang grupo ang nangunguna.",DT.* PR.*_CC.* VB.*_CC.* NN.* CC.* VB.* CC.* VB.* NN.* DT.* NN.* NN.* CC.* VB.* DT.* NN.* PM.* RB.* DT.* PR.*_CC.* NN.* DT.* VB.* PM.*,DTC PRSP_CCP VBTS_CCP NNC CCA VBOF CCT VBH NNC DTP NNP NNP CCA VBTS DTP NNP PMC RBW DTC PRSP_CCP NNC DTC VBTR PMP,"ang kanya sipa bola at mata sa may ulunan ni alan stubbs at iwas ni niemi, habang ang kanya grupo ang nangunguna.",
"Muling natamaan ni Vaughan ang poste matapos ang ilang minuto, at sa wakas naitala ang kanyang pangalan sa talaan bago magpahinga.",RB.*_CC.* VB.* DT.* NN.* DT.* NN.* VB.* DT.* PR.*_CC.* NN.* PM.* CC.* CC.* RB.* VB.* DT.* PR.*_CC.* NN.* CC.* NN.* RB.* VB.* PM.*,RBW_CCP VBTS DTP NNP DTC NNC VBW DTC PRQ_CCP NNC PMC CCA CCT RBW VBTS DTC PRSP_CCP NNC CCT NNC RBW VBW PMP,"muli tama ni vaughan ang poste tapos ang ilang minuto, at sa wakas tala ang kanya kalan sa talaan bago magpahinga.",
"Sina Arteta at Johnson ay gumawa ng kanilang kwarto sa kaliwang bahagi at ang katapat niArteta ay tinapos ng mabuti ng batang si Vaughan, binigyan si Everton ng 3-1 puntos.",DT.* NN.* CC.* NN.* LM VB.* CC.* PR.*_CC.* NN.* CC.* JJ.*_CC.* NN.* CC.* DT.* JJ.* NN.* LM VB.* CC.* JJ.* CC.* NN.*_CC.* DT.* NN.* PM.* VB.* DT.* NN.* CC.* CD.* PM.* CD.* NN.* PM.*,DTPP NNP CCA NNP LM VBAF CCB PRSP_CCP NNC CCT JJD_CCP NNC CCA DTC JJD NNP LM VBTS CCB JJD CCB NNC_CCP DTP NNP PMC VBOF DTP NNP CCB CDB PMS CDB NNC PMP,"sina arteta at johnson ay gawa ng kanila kwarto sa kaliwa bahagi at ang tapat niarteta ay tapos ng buti ng bata si vaughan, binigyan si everton ng 3-1 puntos.",
"Pagkatapos ng pamamahinga, ang Fulham ay muling bumalik ng may kalalasan, sabik na muling makabalik sa pakikipaglaban.",VB.* CC.* NN.* PM.* DT.* NN.* LM RB.*_CC.* VB.* CC.* VB.* NN.* PM.* JJ.* CC.* RB.*_CC.* VB.* CC.* NN.* PM.*,VBW CCB NNC PMC DTC NNP LM RBW_CCP VBAF CCB VBH NNC PMC JJD CCP RBW_CCP VBW CCT NNC PMP,"tapos ng pamamahinga, ang fulham ay muli balik ng may kalalasan, sabik na muli balik sa pakikipaglaban.",
"Mcbride ay nagkaroon ng dalawang magandang pagkakataon mula sa taas, pero parehong hindi niya naitawid sa net.",NN.* LM VB.* CC.* JJ.*_CC.* JJ.*_CC.* NN.* RB.* CC.* NN.* PM.* CC.* JJ.*_CC.* RB.* PR.* VB.* CC.* FW PM.*,NNP LM VBTS CCB JJN_CCP JJD_CCP NNC RBL CCT NNC PMC CCT JJC_CCP RBF PRS VBTS CCT FW PMP,"mcbride ay roon ng dalawa anda taon mula sa taas, pero pareho hindi niya tawid sa net.",
Si Zat Knight ay nagkaroon ng pagkakataon para kay Fullham pero ang mga kasapi ay hindi nakuha ang kanilang pagtatangka sa target.,DT.* NN.* NN.* LM VB.* CC.* NN.* CC.* DT.* NN.* CC.* DT.* DT.* NN.* LM RB.* VB.* DT.* PR.*_CC.* NN.* CC.* NN.* PM.*,DTP NNP NNP LM VBTS CCB NNC CCT DTP NNP CCT DTC DTCP NNC LM RBF VBTS DTC PRSP_CCP NNC CCT NNC PMP,si zat knight ay roon ng taon para kay fullham pero ang mga sapi ay hindi kuha ang kanila tangka sa target.,
"Si Vuaghan ay pinalitan ng kasamang kabataan na si Victor Anichebe, at madali siyang nakagawa ng puntos.",DT.* NN.* LM VB.* CC.* CC.*_CC.* NN.* CC.* DT.* NN.* NN.* PM.* CC.* RB.* PR.*_CC.* VB.* CC.* NN.* PM.*,DTP NNP LM VBTS CCB CCB_CCP NNC CCP DTP NNP NNP PMC CCA RBD PRS_CCP VBTS CCB NNC PMP,"si vuaghan ay palit ng kasama kabataan na si victor anichebe, at dali siya gawa ng puntos.",
"Si Anichebee ay nakatanggap ng pases para makapasok sa laro, at parang walang hirap niyang naipasa ang bola kay Niemi, at nawalan na ng pagkakataon ang tagapag-ingat at ginarantiya niya ang pagkapanalo ng Everton noong hapong iyon.",DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* NN.* PM.* CC.* CC.* VB.*_CC.* NN.* PR.*_CC.* VB.* DT.* NN.* DT.* NN.* PM.* CC.* VB.* RB.* CC.* NN.* DT.* NN.* PM.* NN.* CC.* NN.* PR.* DT.* NN.* CC.* NN.* RB.*_CC.* NN.*_CC.* PR.* PM.*,DTP NNP LM VBTS CCB NNC CCT VBW CCT NNC PMC CCA CCT VBN_CCP NNC PRS_CCP VBTS DTC NNC DTP NNP PMC CCA VBTS RBI CCB NNC DTC NNC PMS NNC CCA NNC PRS DTC NNC CCB NNP RBW_CCP NNC_CCP PRO PMP,"si anichebee ay tanggap ng pases para pasok sa laro, at parang wala hirap niya pasa ang bola kay niemi, at nawalan na ng taon ang ingat at garantiya niya ang panalo ng everton noo hapo iyon.",
"Ang kahalili na si Helguson ay nagkaroon ng dalawang magkasunud-sunod na pagkakataon para sa Fulham, pero hindi iyon ang araw para sa kanila, dahil mabilis silang napabagsak ng kalaban.",DT.* NN.* CC.* DT.* NN.* LM VB.* CC.* JJ.*_CC.* VB.* PM.* JJ.* CC.* NN.* CC.* CC.* NN.* PM.* CC.* RB.* PR.* DT.* NN.* CC.* CC.* PR.* PM.* CC.* JJ.* PR.*_CC.* VB.* CC.* NN.* PM.*,DTC NNC CCP DTP NNP LM VBTS CCB JJN_CCP VBW PMS JJD CCP NNC CCT CCT NNP PMC CCT RBF PRO DTC NNC CCT CCT PRSP PMC CCR JJD PRP_CCP VBTS CCB NNC PMP,"ang halili na si helguson ay roon ng dalawa sunod na taon para sa fulham, pero hindi iyon ang araw para sa kanila, dahil bilis silang bagsak ng kalaban.",
"Ang susunod na pakikipaglaban ng Everton sa liga ay 3 araw laban sa Bolton, na ngayon ay nasa ika-anim na pwesto matapos manalo ang Toffee.",DT.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* LM CD.* NN.* NN.* CC.* NN.* PM.* CC.* RB.* LM RB.* JJ.* PM.* JJ.* CC.* NN.* VB.* VB.* DT.* NN.* PM.*,DTC VBTF CCP NNC CCB NNP CCT NNC LM CDB NNC NNC CCT NNP PMC CCP RBW LM RBL JJN PMS JJN CCP NNC VBW VBW DTC NNP PMP,"ang sunod na pakikipaglaban ng everton sa liga ay 3 araw laban sa bolton, na ngayon ay nasa anim na pwesto tapos manalo ang toffee.",
Sa kabilang banda ang Fulham makikipagtunggali sa kapwa relegation contender ng siyudad ng Manchester sa Craven Cottage at ito ay umaasang maging tunay na relegation six-pointer.,CC.* CC.* NN.* DT.* NN.* VB.* CC.* PR.* FW FW CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* PR.* LM VB.*_VB.*_CC.* VB.* JJ.* CC.* FW FW PM.* FW PM.*,CCT CCB NNC DTC NNP VBW CCT PRI FW FW CCB NNC CCB NNP CCT NNP NNP CCA PRO LM VBTR_VBAF_CCP VBW JJD CCP FW FW PMS FW PMP,sa kabila banda ang fulham makikipagtunggali sa kapwa relegation contender ng siyudad ng manchester sa craven cottage at ito ay umaasang maging tunay na relegation six-pointer.,
"Noong Martes, si Alkalde Michael R. Bloomberg ay nag-anunsiyo ng mabilis na aksyon para sa panahon sa siyudad ng New York, New York.",RB.*_CC.* NN.* PM.* DT.* NN.* NN.* NN.* NN.* LM VB.* PM.* NN.* CC.* JJ.* CC.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* PM.* NN.* NN.* PM.*,RBW_CCP NNP PMC DTP NNP NNP NNPA NNP LM VBTS PMS NNC CCB JJD CCP NNC CCT CCT NNC CCT NNC CCB NNP NNP PMC NNP NNP PMP,"noo martes, si alkalde michael r. bloomberg ay anunsiyo ng bilis na aksyon para sa panahon sa siyudad ng new york, new york.",
"Ang anunsiyo ay ibinigay bilang hakbang ng paghahanda sa inaasahang 6-12 pulgada ng yelo sa Miyerlules, kahit na ang Metropolitan Transportation Authority ay nagsabi na maging handa sa 14 na pulgada.",DT.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* VB.*_CC.* CD.* PM.* CD.* NN.* CC.* NN.* CC.* NN.* PM.* CC.* RB.* DT.* NN.* NN.* NN.* LM VB.* CC.* VB.* JJ.* CC.* CD.* CC.* NN.* PM.*,DTC NNC LM VBTS CCT NNC CCB NNC CCT VBTR_CCP CDB PMS CDB NNC CCB NNC CCT NNP PMC CCT RBI DTC NNP NNP NNP LM VBTS CCP VBW JJD CCT CDB CCP NNC PMP,"ang anunsiyo ay bigay bilang hakbang ng handa sa inaasahang 6-12 pulgada ng yelo sa miyerlules, kahit na ang metropolitan transportation authority ay sabi na maging handa sa 14 na pulgada.",
Ipinaliwanag ni Bloomberg ang ibig sabihin ng anunsyong paghahanda sa pagsasabing: ""Kinikilala namin na hindi namin nagawa ng maayos ang inaasahan ng mga taga New York noong nakaraang bagyo.,VB.* DT.* NN.* DT.* VB.* VB.* CC.* NN.*_CC.* NN.* CC.* NN.* PM.* PM.* VB.* PR.* CC.* RB.* PR.* VB.* CC.* JJ.* DT.* VB.* CC.* DT.* JJ.* NN.* NN.* RB.*_CC.* JJ.*_CC.* NN.* PM.*,VBTS DTP NNP DTC VBS VBOF CCB NNC_CCP NNC CCT NNC PMS PMS VBTR PRP CCP RBF PRP VBTS CCB JJD DTC VBTR CCB DTCP JJD NNP NNP RBW_CCP JJD_CCP NNC PMP,liwanag ni bloomberg ang ibig sabi ng anunsyo handa sa pagsasabing: ""kinikilala namin na hindi namin awa ng ayos ang asa ng mga taga new york noo nakaraang bagyo.,
Gusto naming masigurado na hindi na ito mauulit."",VB.* PR.*_CC.* VB.* CC.* RB.* RB.* PR.* VB.* PM.* PM.*,VBS PRP_CCP VBW CCP RBF RBI PRO VBW PMP PMS,gusto nami masigurado na hindi na ito mauulit."",
"Kahit na nagdeklara ng mabilisang aksyon, ang alkalde ay nagsabi na ang siyudad ay hindi pa gumagawa ng desisyon na saraduhan ang mga pampublikong paaralan hanggang 5 ng umaga.",CC.* CC.* VB.* CC.* JJ.*_CC.* NN.* PM.* DT.* NN.* LM VB.* CC.* DT.* NN.* LM RB.* RB.* VB.*_VB.* CC.* NN.* CC.* VB.* DT.* DT.* JJ.*_CC.* NN.* RB.* CD.* CC.* RB.* PM.*,CCT CCP VBTS CCB JJD_CCP NNC PMC DTC NNC LM VBTS CCP DTC NNC LM RBF RBI VBTR_VBAF CCB NNC CCP VBOF DTC DTCP JJD_CCP NNC RBW CDB CCB RBW PMP,"kahit na deklara ng mabilisang aksyon, ang alkalde ay sabi na ang siyudad ay hindi pa gawa ng desisyon na saraduhan ang mga pampublikong paaralan hanggang 5 ng umaga.",
Ang siyudad ay naghahanap ng mga taong magpapala ng yelo sa mga tabing daanan at sa mga sangang daan.,DT.* NN.* LM VB.* CC.* DT.* NN.*_CC.* VB.* CC.* NN.* CC.* DT.* NN.*_CC.* NN.* CC.* CC.* DT.* NN.*_CC.* NN.* PM.*,DTC NNC LM VBTR CCB DTCP NNC_CCP VBW CCB NNC CCT DTCP NNC_CCP NNC CCA CCT DTCP NNC_CCP NNC PMP,ang siyudad ay hanap ng mga tao pala ng yelo sa mga tabing daanan at sa mga sanga daan.,
